Chromosome	Start	End	CovA1	FreqCA1	CovA2	FreqCA2	CovB1	FreqCB1	CovB2	FreqCB2	pvalue	Methyl diff	Methylation state in Condition_A
101	2027319	2027320	29	28	31	29	19	19	28	13	0.000158569883053961	26.9148936170213	hypermeth
101	2206236	2206237	13	6	15	11	14	0	19	2	1.56740060441862e-06	54.6536796536797	hypermeth
101	2206256	2206257	13	11	15	13	14	7	19	2	2.08587956718187e-06	58.4415584415584	hypermeth
101	2206262	2206263	13	7	15	10	14	1	19	0	1.54907541682903e-07	57.6839826839827	hypermeth
101	2206295	2206296	13	8	15	14	14	0	19	0	1.09479092458287e-12	78.5714285714286	hypermeth
101	2206305	2206306	13	9	15	12	14	0	19	0	6.90036916495274e-12	75	hypermeth
101	2206311	2206312	13	7	15	14	14	0	19	1	3.61628171852146e-10	71.969696969697	hypermeth
101	2206324	2206325	13	6	15	12	14	0	19	0	9.08685682254884e-10	64.2857142857143	hypermeth
101	2230726	2230727	17	10	15	8	10	10	24	24	8.02698571722438e-07	-43.75	hypometh
101	2230751	2230752	17	5	15	3	10	10	24	24	1.17106324637462e-12	-75	hypometh
101	2230758	2230759	17	5	15	3	10	10	24	23	6.83628709197137e-11	-72.0588235294118	hypometh
101	2230775	2230776	17	0	15	2	10	9	24	24	2.22044604925031e-16	-90.8088235294118	hypometh
101	2230834	2230835	17	4	15	1	10	10	24	24	4.32986979603811e-15	-84.375	hypometh
101	2230862	2230863	17	5	15	3	10	10	24	24	1.17106324637462e-12	-75	hypometh
101	2280005	2280006	13	13	12	12	21	10	25	17	7.30607370280634e-06	41.304347826087	hypermeth
101	2305614	2305615	13	9	15	8	13	13	12	10	0.00585975799841743	-31.2857142857143	hypometh
101	2343120	2343121	17	17	24	24	23	0	35	0	0	100	hypermeth
101	2343126	2343127	17	16	24	24	23	0	35	1	0	95.8368376787216	hypermeth
101	2343139	2343140	17	17	24	24	23	0	35	0	0	100	hypermeth
101	2343150	2343151	17	17	24	24	23	0	35	0	0	100	hypermeth
101	2343164	2343165	17	16	24	24	23	0	35	1	0	95.8368376787216	hypermeth
101	2343174	2343175	17	17	24	24	23	0	35	0	0	100	hypermeth
101	2426842	2426843	12	7	11	5	10	10	15	15	8.4537638155302e-06	-47.8260869565217	hypometh
101	2453884	2453885	21	20	24	24	20	2	27	3	0	87.1394799054373	hypermeth
101	2453899	2453900	21	21	24	23	20	2	27	2	0	89.2671394799054	hypermeth
101	2453920	2453921	21	21	24	24	20	1	27	7	0	82.9787234042553	hypermeth
101	2453954	2453955	21	19	24	24	20	0	27	4	0	87.0449172576832	hypermeth
101	2453974	2453975	21	20	24	23	20	2	27	9	3.8746783559418e-14	72.1513002364066	hypermeth
101	2453981	2453982	21	21	24	24	20	4	27	11	9.43689570931383e-15	68.0851063829787	hypermeth
101	2453984	2453985	21	21	24	22	20	4	27	14	5.05963049235447e-10	57.25768321513	hypermeth
101	2453990	2453991	21	21	24	24	20	5	27	10	9.43689570931383e-15	68.0851063829787	hypermeth
101	2457547	2457548	24	24	25	25	27	18	24	17	7.48919809723247e-07	31.3725490196078	hypermeth
101	2457569	2457570	24	24	25	25	27	16	24	13	2.36827235600146e-09	43.1372549019608	hypermeth
101	2457605	2457606	24	24	25	22	27	18	24	16	0.000388993930715675	27.2108843537415	hypermeth
101	2457617	2457618	24	20	25	24	27	16	24	13	0.000131563260185263	32.9331732693077	hypermeth
101	2457620	2457621	24	24	25	25	27	15	24	13	8.48534797981415e-10	45.0980392156863	hypermeth
101	2457772	2457773	11	11	21	21	23	16	14	8	1.44713698327914e-05	35.1351351351351	hypermeth
101	2457792	2457793	11	11	21	21	23	15	14	8	5.88619212915642e-06	37.8378378378378	hypermeth
101	2457803	2457804	11	11	21	21	23	13	14	7	3.41644449175504e-07	45.9459459459459	hypermeth
101	2457808	2457809	11	10	21	20	23	15	14	9	0.00226716715219433	28.8851351351351	hypermeth
101	2457822	2457823	11	11	21	21	23	16	14	11	0.000190297221703273	27.027027027027	hypermeth
101	2458752	2458753	21	14	19	11	11	11	13	13	4.2148915177509e-05	-37.5	hypometh
101	2459374	2459375	17	17	21	11	17	0	15	0	1.24111831922846e-12	73.6842105263158	hypermeth
101	2739338	2739339	10	0	18	0	11	11	18	18	0	-100	hypometh
101	2739407	2739408	15	0	27	2	13	12	23	23	0	-92.4603174603175	hypometh
101	2739423	2739424	15	1	27	1	13	13	23	23	0	-95.2380952380952	hypometh
101	2739467	2739468	15	2	27	0	13	13	23	22	0	-92.4603174603175	hypometh
101	2794277	2794278	21	15	24	12	31	30	17	16	9.40612953848063e-06	-35.8333333333333	hypometh
101	2914522	2914523	18	8	36	16	28	0	18	0	1.9488856084493e-09	44.4444444444444	hypermeth
101	2979511	2979512	11	11	28	27	25	1	15	1	0	92.4358974358974	hypermeth
101	2996229	2996230	32	32	14	4	18	0	20	10	1.11747439834886e-06	51.9450800915332	hypermeth
101	3187796	3187797	29	0	24	0	18	16	28	14	3.44169137633799e-15	-65.2173913043478	hypometh
101	3258496	3258497	12	7	24	15	19	0	16	0	2.83892576113942e-10	61.1111111111111	hypermeth
101	3258532	3258533	12	5	24	8	19	0	16	0	5.93662967185438e-06	36.1111111111111	hypermeth
101	3305596	3305597	16	5	16	16	14	14	12	12	9.87549990641989e-05	-34.375	hypometh
101	3338055	3338056	23	19	23	11	21	21	32	32	1.12673064545099e-07	-34.7826086956522	hypometh
101	3338106	3338107	10	3	18	10	16	16	12	12	2.75862909626667e-07	-53.5714285714286	hypometh
101	3356056	3356057	17	17	29	29	28	22	44	23	1.83208856974204e-08	37.5	hypermeth
101	3356061	3356062	17	16	29	29	28	22	44	24	1.52939375730465e-06	33.9371980676328	hypermeth
101	3356091	3356092	17	17	29	28	28	22	44	25	2.97314123831605e-06	32.548309178744	hypermeth
101	3356135	3356136	12	11	18	18	18	15	29	17	0.000880851608884292	28.5815602836879	hypermeth
101	3432096	3432097	19	0	16	6	11	11	19	10	9.97263488322631e-06	-52.8571428571429	hypometh
101	3579488	3579489	12	7	12	8	14	14	10	10	0.000134874865595713	-37.5	hypometh
101	3579583	3579584	12	8	11	7	14	14	10	10	0.00028525140731428	-34.7826086956522	hypometh
101	3579589	3579590	12	9	11	7	14	14	10	10	0.000777737457197447	-30.4347826086957	hypometh
101	3579619	3579620	12	7	11	7	14	14	10	10	0.000100985127807651	-39.1304347826087	hypometh
101	3626548	3626549	14	2	22	4	23	23	20	20	0	-83.3333333333333	hypometh
101	3721792	3721793	18	18	19	18	41	1	40	2	0	93.5935935935936	hypermeth
101	3721799	3721800	18	18	19	19	41	0	40	1	0	98.7654320987654	hypermeth
101	3721825	3721826	18	18	19	19	41	0	38	1	0	98.7341772151899	hypermeth
101	3721833	3721834	18	17	19	19	41	0	40	1	0	96.0627293960627	hypermeth
101	3721843	3721844	18	18	19	18	41	0	40	0	0	97.2972972972973	hypermeth
101	3734153	3734154	16	14	31	30	21	8	26	0	1.22124532708767e-15	76.5957446808511	hypermeth
101	3734156	3734157	16	15	31	31	21	3	26	1	0	89.3617021276596	hypermeth
101	3734691	3734692	14	14	26	25	15	12	15	7	8.89354494630901e-05	34.1666666666667	hypermeth
101	3753394	3753395	14	11	19	17	20	1	22	0	2.55351295663786e-15	82.4675324675325	hypermeth
101	3753424	3753425	21	20	39	38	31	3	33	3	0	87.2916666666667	hypermeth
101	3753444	3753445	21	20	39	39	31	3	33	3	0	88.9583333333333	hypermeth
101	3753452	3753453	21	21	39	39	31	2	33	1	0	95.3125	hypermeth
101	3753458	3753459	21	17	39	34	31	1	33	1	0	81.875	hypermeth
101	3753466	3753467	21	20	39	37	31	4	33	0	0	88.75	hypermeth
101	3903979	3903980	13	7	16	12	12	12	14	13	0.0024145221337547	-30.6366047745358	hypometh
101	4117677	4117678	10	6	15	4	12	11	15	14	2.43285678572791e-05	-52.5925925925926	hypometh
101	4524300	4524301	11	9	25	17	21	21	30	30	9.90510974496761e-06	-27.7777777777778	hypometh
101	4713095	4713096	25	23	31	26	16	2	25	1	0	80.1829268292683	hypermeth
101	4713109	4713110	25	20	31	26	16	2	25	1	7.54951656745106e-15	74.8257839721254	hypermeth
101	4713156	4713157	25	23	31	24	16	2	25	1	1.55431223447522e-15	76.6114982578397	hypermeth
101	4792869	4792870	21	18	25	24	15	9	23	15	0.00148862016827778	28.1464530892449	hypermeth
101	4792947	4792948	21	20	25	25	15	9	23	18	0.000233968847022981	26.7734553775744	hypermeth
101	5035995	5035996	14	13	14	12	12	1	17	0	1.01652020134679e-12	85.8374384236453	hypermeth
101	5036030	5036031	14	13	14	11	12	1	17	0	9.20530318637702e-12	82.2660098522167	hypermeth
101	5036157	5036158	14	13	14	14	12	1	16	0	7.88258347483861e-15	92.8571428571429	hypermeth
101	5036162	5036163	14	12	14	14	12	0	17	0	1.11022302462516e-15	92.8571428571429	hypermeth
101	5036180	5036181	15	15	20	20	26	0	27	0	0	100	hypermeth
101	5036214	5036215	22	20	24	19	38	0	39	0	0	84.7826086956522	hypermeth
101	5036219	5036220	22	20	23	22	38	0	39	0	0	93.3333333333333	hypermeth
101	5036246	5036247	22	20	24	20	38	0	39	0	0	86.9565217391304	hypermeth
101	5036250	5036251	22	19	24	23	38	1	39	0	0	90.0056465273857	hypermeth
101	5036256	5036257	22	21	24	24	38	0	39	0	0	97.8260869565217	hypermeth
101	5036277	5036278	22	20	24	23	38	0	39	0	0	93.4782608695652	hypermeth
101	5036281	5036282	11	11	12	12	17	0	17	0	0	100	hypermeth
101	5048713	5048714	10	9	13	12	11	4	12	10	0.0125769897365482	30.4347826086956	hypermeth
101	5048719	5048720	10	8	13	13	11	1	12	6	8.96197911559593e-06	60.8695652173913	hypermeth
101	5048727	5048728	10	9	13	12	11	2	12	7	0.000104089789278228	52.1739130434783	hypermeth
101	5048747	5048748	10	10	13	13	11	2	11	9	9.77478313801683e-06	50	hypermeth
101	5048849	5048850	10	10	13	13	11	2	12	9	4.68128449837568e-06	52.1739130434783	hypermeth
101	5048855	5048856	10	9	13	13	11	1	12	4	4.19034315024547e-08	73.9130434782609	hypermeth
101	5233914	5233915	107	101	137	131	40	12	105	30	0	66.1164499717354	hypermeth
101	5233925	5233926	90	77	88	80	65	12	120	18	0	71.986030974795	hypermeth
101	5233936	5233937	90	69	88	68	65	11	119	23	0	58.4880312652662	hypermeth
101	5233961	5233962	90	68	88	63	65	2	120	15	0	64.4063164287883	hypermeth
101	5234001	5234002	21	20	17	17	15	11	30	15	4.30338814449982e-06	39.5906432748538	hypermeth
101	5234005	5234006	21	20	17	17	15	10	30	17	1.0154404913143e-05	37.3684210526316	hypermeth
101	5234031	5234032	23	22	18	16	15	6	30	4	2.66942024040873e-12	70.4607046070461	hypermeth
101	5234170	5234171	70	50	74	50	49	4	90	11	0	58.6530775379696	hypermeth
101	5234201	5234202	47	41	41	32	29	2	52	3	0	76.7817059483726	hypermeth
101	5235177	5235178	24	23	16	15	14	4	29	9	8.7153284589192e-11	64.7674418604651	hypermeth
101	5235206	5235207	23	19	16	12	14	3	29	4	2.61671739831826e-09	63.2081097197376	hypermeth
101	5235223	5235224	23	20	16	14	14	3	29	2	3.89022147828655e-13	75.551580202743	hypermeth
101	5235230	5235231	21	20	16	12	13	6	29	8	7.07491872420363e-07	53.1531531531531	hypermeth
101	5235234	5235235	23	22	16	14	12	2	29	5	6.07403016772423e-13	75.234521575985	hypermeth
101	5235265	5235266	24	22	16	16	14	2	28	7	4.55524507003702e-13	73.5714285714286	hypermeth
101	5235272	5235273	24	21	16	14	14	5	28	11	1.81029756618489e-06	49.4047619047619	hypermeth
101	5235285	5235286	39	37	56	53	35	13	46	17	0	57.6998050682261	hypermeth
101	5235296	5235297	25	22	45	42	29	5	24	4	0	74.4474393530997	hypermeth
101	5235307	5235308	25	24	45	38	29	4	24	5	1.11022302462516e-16	71.5902964959569	hypermeth
101	5235332	5235333	25	18	45	38	29	1	24	0	0	78.1132075471698	hypermeth
101	5235402	5235403	11	11	16	16	17	4	14	4	7.06503744396514e-11	74.1935483870968	hypermeth
101	5235541	5235542	35	26	35	28	23	2	18	0	2.44249065417534e-15	72.2648083623693	hypermeth
101	5236197	5236198	85	75	84	72	84	9	89	8	0	77.1556589253343	hypermeth
101	5236227	5236228	104	71	131	92	106	7	116	5	0	63.9562967222542	hypermeth
101	5236436	5236437	107	77	128	88	105	5	159	9	0	64.9097356544165	hypermeth
101	5236461	5236462	107	87	128	89	105	19	158	29	0	56.6426664509344	hypermeth
101	5236472	5236473	107	92	128	108	105	20	158	31	0	65.7147479977348	hypermeth
101	5237883	5237884	251	219	292	270	337	150	353	134	0	48.8958283289295	hypermeth
101	5238212	5238213	24	21	184	169	200	58	391	86	0	66.9806716126513	hypermeth
101	5238655	5238656	31	27	46	44	41	17	113	57	1.88837834258493e-12	44.1558441558442	hypermeth
101	5238666	5238667	31	28	47	41	41	7	113	23	0	68.981018981019	hypermeth
101	5238677	5238678	31	23	46	38	40	11	112	22	0	57.5102529049897	hypermeth
101	5238702	5238703	31	21	47	39	41	2	113	4	0	73.026973026973	hypermeth
101	5238746	5238747	29	26	45	42	38	23	115	67	4.59672347963291e-08	33.0683624801272	hypermeth
101	5238772	5238773	29	24	45	40	38	7	115	31	0	61.6498851792969	hypermeth
101	5239704	5239705	20	16	12	10	23	5	34	5	1.70406577737481e-09	63.7061403508772	hypermeth
101	5239726	5239727	19	6	14	6	29	2	37	4	0.00125618628649993	27.2727272727273	hypermeth
101	5239769	5239770	21	13	16	13	32	1	41	2	4.71844785465692e-14	66.1606812291744	hypermeth
101	5239778	5239779	21	17	16	13	32	1	41	1	0	78.3413550536838	hypermeth
101	5239809	5239810	21	18	16	14	32	2	41	5	2.22044604925031e-16	76.8974453905961	hypermeth
101	5241161	5241162	35	10	56	16	93	0	92	2	1.37090339080714e-12	27.4903474903475	hypermeth
101	5241170	5241171	35	18	57	35	93	2	93	3	0	54.9205236091632	hypermeth
101	5241201	5241202	35	28	57	49	93	11	93	12	0	71.3300607760636	hypermeth
101	5242448	5242449	13	7	45	38	35	10	52	12	2.45963693856766e-10	52.2988505747126	hypermeth
101	5242500	5242501	13	8	45	31	38	0	53	2	0	65.0435771125426	hypermeth
101	5242531	5242532	13	11	45	39	38	4	53	9	0	71.9211822660099	hypermeth
101	5242775	5242776	48	46	62	60	46	17	70	28	0	57.5705329153605	hypermeth
101	5242786	5242787	88	75	104	92	82	15	114	23	0	67.5914115646259	hypermeth
101	5242797	5242798	88	67	104	85	82	20	114	14	0	61.8197278911565	hypermeth
101	5242822	5242823	88	67	104	84	82	5	113	7	0	72.4919871794872	hypermeth
101	5242866	5242867	16	14	14	12	21	11	30	20	0.010335422032103	25.8823529411765	hypermeth
101	5242892	5242893	24	19	15	14	22	4	38	5	1.04949382517816e-12	69.6153846153846	hypermeth
101	5243031	5243032	89	60	105	74	84	4	95	7	0	62.9269135518056	hypermeth
101	5243061	5243062	65	61	58	45	54	7	67	4	0	77.0879526977088	hypermeth
101	5243898	5243899	59	35	56	35	72	1	82	3	0	58.2721626199887	hypermeth
101	5243929	5243930	58	42	55	43	71	9	79	13	0	60.5545722713864	hypermeth
101	5243967	5243968	70	63	34	30	61	21	42	5	0	64.180358476475	hypermeth
101	5243982	5243983	70	48	34	29	61	9	42	9	0	56.5627333831217	hypermeth
101	5243990	5243991	70	59	34	27	61	10	42	8	0	65.2165795369679	hypermeth
101	5243994	5243995	69	57	31	27	60	21	41	6	0	57.2673267326733	hypermeth
101	5244002	5244003	70	65	34	34	61	37	42	26	4.12939682448155e-10	34.0272591486184	hypermeth
101	5244009	5244010	70	63	34	34	60	29	42	19	2.67563748934663e-14	46.210407239819	hypermeth
101	5244019	5244020	70	63	34	34	61	20	42	10	0	64.1430171769978	hypermeth
101	5244028	5244029	36	31	25	25	36	4	25	4	0	78.6885245901639	hypermeth
101	5245169	5245170	24	22	97	81	146	59	179	72	0	44.8162746344564	hypermeth
101	5245178	5245179	24	10	106	67	145	37	191	54	1.52723056423554e-10	32.1474358974359	hypermeth
101	5245198	5245199	24	15	106	71	146	12	191	18	0	57.2517690025108	hypermeth
101	5245214	5245215	24	15	106	68	146	28	186	33	0	45.4726598702502	hypermeth
101	5245218	5245219	24	23	106	99	146	37	191	24	0	75.7452636384387	hypermeth
101	5245225	5245226	24	23	106	98	146	42	191	56	0	63.9968043825611	hypermeth
101	5246327	5246328	31	29	56	55	19	9	41	19	4.62185845151453e-13	49.8850574712644	hypermeth
101	5246337	5246338	48	43	66	58	166	39	138	22	0	68.530701754386	hypermeth
101	5246411	5246412	52	36	79	45	176	7	175	9	0	57.2736565102977	hypermeth
101	5246442	5246443	52	43	79	64	176	24	175	23	0	68.2890759226637	hypermeth
101	5246569	5246570	21	18	32	25	92	23	136	14	0	64.9040052962595	hypermeth
101	5247671	5247672	97	80	265	218	209	42	288	51	0	63.6081683470992	hypermeth
101	5247785	5247786	36	32	43	38	59	24	41	15	1.70419234279962e-12	49.6075949367089	hypermeth
101	5247881	5247882	198	143	163	139	172	38	190	33	0	58.5030838217964	hypermeth
101	5247893	5247894	438	406	365	339	437	138	410	113	0	63.1430835664958	hypermeth
101	5247922	5247923	436	322	362	282	435	56	407	35	0	64.8816221075253	hypermeth
101	5247938	5247939	436	404	365	344	437	125	410	75	0	69.7705200258826	hypermeth
101	5247945	5247946	436	411	365	346	436	197	411	175	0	50.5871497699894	hypermeth
101	5247949	5247950	436	360	364	304	437	115	411	96	0	58.1179245283019	hypermeth
101	5247980	5247981	438	406	365	342	437	105	411	84	0	70.8629490824502	hypermeth
101	5247987	5247988	438	398	362	334	434	155	408	122	0	58.6021377672209	hypermeth
101	5248000	5248001	285	270	217	200	307	132	294	114	0	52.6937176419116	hypermeth
101	5248256	5248257	46	39	40	27	47	3	80	3	0	72.0197765976927	hypermeth
101	5248287	5248288	43	39	38	34	46	5	75	13	0	75.2474237322722	hypermeth
101	5250028	5250029	234	208	159	149	309	87	237	54	0	65.0155188323127	hypermeth
101	5250158	5250159	28	23	45	39	33	7	38	5	0	68.0300983986108	hypermeth
101	5250169	5250170	31	21	48	40	33	5	39	4	1.11022302462516e-16	64.7151898734177	hypermeth
101	5250194	5250195	31	18	48	28	33	4	39	2	1.32118760376443e-11	49.8945147679325	hypermeth
101	5250234	5250235	22	19	23	20	24	12	22	15	0.00230864634085592	27.9710144927536	hypermeth
101	5250238	5250239	21	20	22	19	23	12	22	13	0.000126981174427887	35.1421188630491	hypermeth
101	5250264	5250265	23	20	23	19	28	5	25	6	3.51719764424274e-11	64.0278917145201	hypermeth
101	5250402	5250403	24	16	36	23	21	5	24	2	1.69473564959333e-07	49.4444444444444	hypermeth
