Chromosome	DMR start	DMR end	DMR length	Methylation state for Condition_A	List of DMCs	Number of DMCs
1	43648206	43648248	42	hypermeth	43648206,43648221,43648248	3
1	44922550	44922641	91	hypermeth	44922550,44922560,44922568,44922572,44922576,44922589,44922599,44922613,44922626,44922641	10
1	45142521	45142766	245	hypermeth	45142521,45142532,45142557,45142633,45142687,45142766	6
1	45144033	45144166	133	hypermeth	45144033,45144087,45144166	3
1	45145411	45145544	133	hypermeth	45145411,45145465,45145544	3
1	45726716	45726823	107	hypermeth	45726716,45726729,45726736,45726766,45726770,45726777,45726794,45726823	8
1	45728072	45728239	167	hypermeth	45728072,45728108,45728132,45728139,45728169,45728180,45728226,45728239	8
1	45731449	45731523	74	hypermeth	45731449,45731486,45731515,45731523	4
1	45733091	45733159	68	hypermeth	45733091,45733099,45733116,45733142,45733159	5
1	45733264	45733335	71	hypermeth	45733264,45733317,45733324,45733335	4
1	45734143	45734256	113	hypermeth	45734143,45734150,45734180,45734191,45734208,45734237,45734249,45734256	8
1	45735311	45735430	119	hypermeth	45735311,45735324,45735331,45735361,45735389,45735418,45735430	7
1	45735544	45735768	224	hypermeth	45735544,45735587,45735679,45735696,45735722,45735739,45735768	7
1	56720274	56720362	88	hypometh	56720274,56720284,56720289,56720321,56720351,56720362	6
1	57219269	57219382	113	hypermeth	57219269,57219281,57219291,57219305,57219343,57219374,57219382	7
1	57219632	57219668	36	hypermeth	57219632,57219643,57219668	3
1	57443620	57443786	166	hypermeth	57443620,57443632,57443678,57443685,57443689,57443719,57443726,57443739,57443750,57443786	10
1	57447095	57447155	60	hypermeth	57447095,57447103,57447118,57447126,57447145,57447155	6
1	57447908	57447991	83	hypermeth	57447908,57447960,57447991	3
1	57448133	57448284	151	hypermeth	57448133,57448158,57448175,57448186,57448224,57448248,57448259,57448284	8
1	57449823	57449859	36	hypermeth	57449823,57449834,57449859	3
1	57455475	57455605	130	hypermeth	57455475,57455487,57455516,57455533,57455540,57455544,57455574,57455581,57455605	9
1	57457690	57457726	36	hypermeth	57457690,57457701,57457726	3
1	57459045	57459116	71	hypermeth	57459045,57459063,57459116	3
1	57460748	57460819	71	hypermeth	57460748,57460759,57460766,57460819	4
1	57460924	57460984	60	hypermeth	57460924,57460941,57460967,57460984	4
1	57466813	57466918	105	hypermeth	57466813,57466825,57466844,57466849,57466875,57466887,57466899,57466906,57466918	9
1	57474717	57474811	94	hypermeth	57474717,57474763,57474774,57474811	4
1	57476101	57476207	106	hypermeth	57476101,57476142,57476159,57476170,57476207	5
1	57477700	57477789	89	hypermeth	57477700,57477752,57477789	3
1	57477919	57477955	36	hypermeth	57477919,57477930,57477955	3
1	57478918	57478978	60	hypermeth	57478918,57478935,57478961,57478978	4
1	57479083	57479143	60	hypermeth	57479083,57479136,57479143	3
1	57479902	57480027	125	hypermeth	57479902,57479938,57479949,57479962,57479969,57479999,57480010,57480027	8
1	57484454	57484560	106	hypermeth	57484454,57484466,57484495,57484512,57484523,57484553,57484560	7
1	57853163	57853230	67	hypermeth	57853163,57853200,57853230	3
1	65325106	65325211	105	hypermeth	65325106,65325118,65325147,65325174,65325204,65325211	6
1	67341968	67342024	56	hypermeth	67341968,67342001,67342024	3
1	67843788	67843842	54	hypermeth	67843788,67843811,67843842	3
1	67852639	67852682	43	hypermeth	67852639,67852656,67852663,67852677,67852682	5
1	71095970	71096002	32	hypermeth	71095970,71095976,71095987,71096002	4
1	73105017	73105193	176	hypermeth	73105017,73105044,73105066,73105104,73105107,73105116,73105126,73105131,73105140,73105155,73105172,73105193	12
1	73871357	73871462	105	hypometh	73871357,73871371,73871386,73871403,73871435,73871443,73871462	7
1	80225400	80225463	63	hypermeth	80225400,80225405,80225410,80225415,80225424,80225463	6
1	80673330	80673389	59	hypermeth	80673330,80673381,80673389	3
1	82270974	82271035	61	hypermeth	82270974,82270992,82270997,82271035	4
1	83180475	83180529	54	hypermeth	83180475,83180493,83180507,83180529	4
1	84804676	84804712	36	hypermeth	84804676,84804687,84804712	3
1	116105842	116105901	59	hypermeth	116105842,116105894,116105901	3
1	116108101	116108208	107	hypermeth	116108101,116108114,116108121,116108151,116108162,116108179,116108208	7
1	119307870	119307910	40	hypometh	119307870,119307881,119307892,119307910	4
1	124944908	124945014	106	hypermeth	124944908,124944920,124944949,124944966,124944973,124944977,124945007,124945014	8
1	124947455	124947549	94	hypermeth	124947455,124947484,124947501,124947512,124947542,124947549	6
1	124949816	124949970	154	hypermeth	124949816,124949845,124949862,124949873,124949903,124949910,124949923,124949934,124949945,124949970	10
1	124951415	124951462	47	hypermeth	124951415,124951426,124951462	3
1	124953147	124953183	36	hypermeth	124953147,124953158,124953183	3
1	124954416	124954535	119	hypermeth	124954416,124954428,124954457,124954474,124954485,124954515,124954522,124954535	8
1	125497320	125497356	36	hypermeth	125497320,125497331,125497356	3
1	125498484	125498544	60	hypermeth	125498484,125498492,125498507,125498515,125498534,125498544	6
1	125498712	125498748	36	hypermeth	125498712,125498723,125498748	3
1	128184807	128184893	86	hypermeth	128184807,128184816,128184819,128184823,128184856,128184873,128184883,128184893	8
1	128660002	128660111	109	hypometh	128660002,128660089,128660111	3
1	128900865	128900982	117	hypermeth	128900865,128900893,128900924,128900927,128900982	5
1	128901316	128901351	35	hypermeth	128901316,128901340,128901351	3
1	128901454	128901480	26	hypermeth	128901454,128901465,128901480	3
1	131156116	131156165	49	hypermeth	131156116,131156120,131156127,131156136,131156165	5
1	138652744	138652834	90	hypermeth	138652744,138652749,138652754,138652766,138652794,138652800,138652834	7
1	139208991	139209027	36	hypermeth	139208991,139209002,139209027	3
1	142987592	142987614	22	hypermeth	142987592,142987604,142987614	3
1	143021248	143021481	233	hypermeth	143021248,143021264,143021271,143021293,143021382,143021418,143021436,143021442,143021455,143021470,143021481	11
1	144074485	144074658	173	hypermeth	144074485,144074537,144074568,144074576,144074598,144074606,144074621,144074629,144074648,144074658	10
1	144076096	144076215	119	hypermeth	144076096,144076108,144076137,144076154,144076165,144076195,144076202,144076215	8
1	144079504	144079680	176	hypermeth	144079504,144079516,144079522,144079568,144079639,144079649,144079680	7
1	144080373	144080471	98	hypermeth	144080373,144080411,144080435,144080446,144080471	5
1	144082127	144082149	22	hypermeth	144082127,144082138,144082149	3
1	144083727	144083763	36	hypermeth	144083727,144083738,144083763	3
1	144084995	144085101	106	hypermeth	144084995,144085007,144085036,144085053,144085064,144085094,144085101	7
1	144085937	144085997	60	hypermeth	144085937,144085945,144085960,144085968,144085997	5
1	144087400	144087566	166	hypermeth	144087400,144087412,144087441,144087458,144087469,144087499,144087506,144087530,144087541,144087566	10
1	144092266	144092309	43	hypermeth	144092266,144092297,144092309	3
1	144097481	144097538	57	hypermeth	144097481,144097485,144097492,144097509,144097538	5
1	144100399	144100553	154	hypermeth	144100399,144100428,144100445,144100456,144100486,144100493,144100506,144100553	8
1	144103889	144103995	106	hypermeth	144103889,144103901,144103930,144103947,144103958,144103988,144103995	7
1	144105046	144105161	115	hypermeth	144105046,144105056,144105130,144105161	4
1	144108973	144109187	214	hypermeth	144108973,144109014,144109101,144109109,144109138,144109146,144109161,144109187	8
1	144112169	144112287	118	hypermeth	144112169,144112180,144112193,144112200,144112230,144112241,144112258,144112287	8
1	144112426	144112541	115	hypermeth	144112426,144112457,144112510,144112531,144112541	5
1	144113688	144113925	237	hypermeth	144113688,144113700,144113729,144113746,144113753,144113757,144113788,144113795,144113808,144113819,144113830,144113855,144113925	13
1	144115702	144115801	99	hypermeth	144115702,144115714,144115743,144115760,144115767,144115771,144115801	7
1	144118416	144118452	36	hypermeth	144118416,144118427,144118452	3
1	144119084	144119107	23	hypermeth	144119084,144119090,144119107	3
1	144120396	144120503	107	hypermeth	144120396,144120436,144120443,144120456,144120467,144120478,144120503	7
1	144122250	144122362	112	hypermeth	144122250,144122331,144122362	3
1	144124008	144124172	164	hypermeth	144124008,144124014,144124031,144124040,144124060,144124131,144124134,144124141,144124152,144124172	10
1	144124447	144124534	87	hypermeth	144124447,144124491,144124534	3
1	144126090	144126126	36	hypermeth	144126090,144126115,144126126	3
1	144130701	144130795	94	hypermeth	144130701,144130730,144130747,144130758,144130788,144130795	6
1	144339389	144339418	29	hypermeth	144339389,144339395,144339418	3
1	144428385	144428535	150	hypometh	144428385,144428418,144428431,144428454,144428470,144428522,144428528,144428535	8
1	144895760	144895825	65	hypometh	144895760,144895769,144895825	3
1	144895963	144896059	96	hypometh	144895963,144895990,144896000,144896059	4
1	144960135	144960179	44	hypometh	144960135,144960139,144960169,144960179	4
1	145107164	145107228	64	hypermeth	145107164,145107169,145107184,145107228	4
1	145107693	145107739	46	hypermeth	145107693,145107711,145107716,145107732,145107739	5
1	145108113	145108252	139	hypermeth	145108113,145108118,145108137,145108140,145108150,145108161,145108164,145108176,145108188,145108193,145108206,145108223,145108240,145108252	14
1	145323338	145323406	68	hypermeth	145323338,145323348,145323406	3
1	145714779	145715027	248	hypometh	145714779,145714783,145714819,145714826,145714886,145714929,145714942,145715027	8
1	146043822	146043846	24	hypometh	146043822,146043827,146043846	3
1	146321040	146321122	82	hypometh	146321040,146321057,146321060,146321101,146321122	5
1	146436150	146436186	36	hypermeth	146436150,146436163,146436179,146436183,146436186	5
1	146735291	146735349	58	hypermeth	146735291,146735333,146735339,146735349	4
1	146735592	146735652	60	hypermeth	146735592,146735602,146735621,146735652	4
1	147058076	147058131	55	hypermeth	147058076,147058108,147058126,147058131	4
1	147406608	147406663	55	hypermeth	147406608,147406625,147406660,147406663	4
1	147564903	147564991	88	hypermeth	147564903,147564941,147564991	3
1	148678994	148679102	108	hypermeth	148678994,148679004,148679007,148679016,148679026,148679034,148679054,148679060,148679070,148679075,148679079,148679099,148679102	13
1	148947977	148948284	307	hypometh	148947977,148947993,148948000,148948032,148948048,148948069,148948098,148948114,148948162,148948189,148948194,148948284	12
1	149837691	149837765	74	hypermeth	149837691,149837705,149837757,149837765	4
1	150029117	150029338	221	hypermeth	150029117,150029134,150029138,150029148,150029158,150029198,150029210,150029225,150029274,150029277,150029288,150029296,150029306,150029312,150029338	15
1	150513424	150513482	58	hypometh	150513424,150513464,150513472,150513482	4
1	150688793	150688866	73	hypometh	150688793,150688807,150688830,150688866	4
1	150835981	150836072	91	hypermeth	150835981,150835996,150836006,150836022,150836028,150836047,150836060,150836072	8
1	150883209	150883250	41	hypermeth	150883209,150883235,150883246,150883250	4
1	151166837	151166937	100	hypermeth	151166837,151166843,151166937	3
1	151564998	151565045	47	hypermeth	151564998,151565001,151565009,151565038,151565045	5
1	152380929	152381191	262	hypermeth	152380929,152380948,152380956,152380984,152381011,152381037,152381052,152381064,152381069,152381076,152381103,152381114,152381174,152381177,152381187,152381191	16
1	152509575	152509634	59	hypometh	152509575,152509629,152509634	3
1	152514620	152514699	79	hypometh	152514620,152514635,152514645,152514680,152514699	5
1	152515405	152515540	135	hypometh	152515405,152515414,152515417,152515446,152515505,152515540	6
1	153203395	153203512	117	hypermeth	153203395,153203406,153203417,153203442,153203486,153203512	6
1	153204784	153204890	106	hypermeth	153204784,153204795,153204820,153204890	4
1	153207117	153207341	224	hypermeth	153207117,153207125,153207146,153207163,153207204,153207211,153207224,153207235,153207246,153207271,153207341	11
1	153208980	153209086	106	hypermeth	153208980,153208992,153209021,153209038,153209045,153209049,153209079,153209086	8
1	153211478	153211526	48	hypermeth	153211478,153211503,153211514,153211526	4
1	153212494	153212660	166	hypermeth	153212494,153212506,153212535,153212552,153212559,153212563,153212593,153212600,153212613,153212624,153212635,153212660	12
1	153213663	153213829	166	hypermeth	153213663,153213688,153213699,153213710,153213723,153213730,153213760,153213764,153213771,153213788,153213817,153213829	12
1	153216232	153216332	100	hypermeth	153216232,153216240,153216270,153216321,153216332	5
1	153217865	153217947	82	hypermeth	153217865,153217887,153217895,153217905,153217924,153217932,153217944,153217947	8
1	153218649	153218772	123	hypermeth	153218649,153218656,153218669,153218679,153218686,153218689,153218692,153218729,153218741,153218748,153218754,153218758,153218772	13
1	154030033	154030096	63	hypermeth	154030033,154030047,154030062,154030067,154030096	5
1	154037270	154037363	93	hypermeth	154037270,154037304,154037310,154037313,154037332,154037363	6
1	154064203	154064285	82	hypometh	154064203,154064215,154064258,154064272,154064275,154064285	6
1	154222461	154222495	34	hypermeth	154222461,154222464,154222484,154222495	4
1	154223102	154223182	80	hypermeth	154223102,154223116,154223119,154223135,154223182	5
1	154960454	154960525	71	hypermeth	154960454,154960480,154960489,154960508,154960525	5
1	155161872	155162127	255	hypermeth	155161872,155161893,155161930,155161934,155161943,155161961,155161981,155162026,155162030,155162049,155162055,155162071,155162082,155162095,155162101,155162107,155162127	17
1	155182705	155182718	13	hypermeth	155182705,155182713,155182718	3
1	155406064	155406179	115	hypermeth	155406064,155406098,155406139,155406143,155406155,155406164,155406174,155406179	8
1	155685613	155685679	66	hypermeth	155685613,155685653,155685662,155685673,155685676,155685679	6
1	155741674	155741924	250	hypermeth	155741674,155741704,155741723,155741735,155741759,155741793,155741801,155741810,155741816,155741823,155741828,155741838,155741861,155741878,155741884,155741896,155741924	17
1	155752489	155752542	53	hypermeth	155752489,155752499,155752510,155752524,155752538,155752542	6
1	155752776	155752847	71	hypermeth	155752776,155752788,155752806,155752823,155752837,155752847	6
1	155775175	155775249	74	hypermeth	155775175,155775222,155775249	3
1	155775764	155776003	239	hypermeth	155775764,155775803,155775832,155775908,155775919,155775929,155775936,155775997,155776003	9
1	155801883	155802125	242	hypermeth	155801883,155801895,155801899,155801948,155801957,155801973,155802029,155802034,155802039,155802057,155802086,155802098,155802101,155802125	14
1	155802501	155802579	78	hypermeth	155802501,155802517,155802522,155802538,155802574,155802579	6
1	155816563	155816593	30	hypermeth	155816563,155816566,155816589,155816593	4
1	155817095	155817223	128	hypermeth	155817095,155817115,155817199,155817223	4
1	156640615	156640831	216	hypermeth	156640615,156640699,156640704,156640712,156640753,156640781,156640784,156640796,156640818,156640831	10
1	156685414	156685481	67	hypermeth	156685414,156685435,156685438,156685449,156685481	5
1	156685612	156685636	24	hypermeth	156685612,156685622,156685636	3
1	156849444	156849481	37	hypermeth	156849444,156849461,156849481	3
1	156900034	156900105	71	hypermeth	156900034,156900051,156900079,156900098,156900105	5
1	157171146	157171495	349	hypermeth	157171146,157171153,157171167,157171174,157171207,157171215,157171219,157171257,157171260,157171272,157171278,157171294,157171310,157171314,157171334,157171359,157171369,157171384,157171387,157171393,157171410,157171414,157171428,157171459,157171468,157171481,157171487,157171495	28
1	157171680	157171916	236	hypermeth	157171680,157171719,157171723,157171737,157171743,157171830,157171836,157171850,157171867,157171882,157171889,157171895,157171916	13
1	157588458	157588476	18	hypermeth	157588458,157588461,157588476	3
1	157926673	157926752	79	hypermeth	157926673,157926684,157926752	3
1	157940333	157940387	54	hypermeth	157940333,157940349,157940363,157940376,157940387	5
1	158153333	158153382	49	hypermeth	158153333,158153351,158153359,158153366,158153382	5
1	158198005	158198038	33	hypermeth	158198005,158198014,158198032,158198038	4
1	158289988	158290074	86	hypermeth	158289988,158289999,158290044,158290057,158290074	5
