Chromosome	DMR start	DMR end	DMR length	Methylation state for Condition_A	List of DMCs	Number of DMCs
1	126873481	126873556	75	hypermeth	126873481,126873512,126873523,126873556	4
1	127042638	127042748	110	hypermeth	127042638,127042647,127042710,127042748	4
1	127129476	127129605	129	hypermeth	127129476,127129508,127129535,127129554,127129570,127129605	6
1	128660002	128660111	109	hypometh	128660002,128660042,128660089,128660111	4
1	128900865	128901023	158	hypermeth	128900865,128900893,128900918,128900924,128900927,128900982,128901023	7
1	128901316	128901363	47	hypermeth	128901316,128901340,128901351,128901360,128901363	5
1	138652744	138652794	50	hypermeth	138652744,138652749,138652794	3
1	143020948	143021481	533	hypermeth	143020948,143020964,143020975,143021002,143021019,143021067,143021139,143021150,143021155,143021243,143021248,143021293,143021382,143021418,143021481	15
1	143585814	143585978	164	hypermeth	143585814,143585903,143585946,143585972,143585978	5
1	144895734	144895829	95	hypometh	144895734,144895760,144895769,144895825,144895829	5
1	144896000	144896171	171	hypometh	144896000,144896059,144896072,144896095,144896171	5
1	144960139	144960363	224	hypometh	144960139,144960169,144960210,144960219,144960246,144960344,144960349,144960363	8
1	145107164	145107335	171	hypermeth	145107164,145107169,145107184,145107228,145107275,145107284,145107318,145107322,145107335	9
1	145107475	145107739	264	hypermeth	145107475,145107495,145107511,145107523,145107526,145107607,145107639,145107680,145107693,145107732,145107739	11
1	145108118	145108188	70	hypermeth	145108118,145108150,145108176,145108188	4
1	145466101	145466210	109	hypermeth	145466101,145466183,145466190,145466197,145466210	5
1	145714819	145714942	123	hypometh	145714819,145714826,145714853,145714881,145714942	5
1	145838030	145838114	84	hypometh	145838030,145838058,145838108,145838114	4
1	146147098	146147172	74	hypometh	146147098,146147129,146147138,146147147,146147172	5
1	146321057	146321101	44	hypometh	146321057,146321060,146321101	3
1	146436150	146436186	36	hypermeth	146436150,146436163,146436186	3
1	147039068	147039121	53	hypermeth	147039068,147039116,147039121	3
1	147058076	147058153	77	hypermeth	147058076,147058108,147058119,147058126,147058131,147058153	6
1	147406580	147406660	80	hypermeth	147406580,147406583,147406625,147406660	4
1	147564903	147564991	88	hypermeth	147564903,147564922,147564925,147564941,147564991	5
1	148132157	148132172	15	hypermeth	148132157,148132169,148132172	3
1	148678863	148679102	239	hypermeth	148678863,148678873,148678881,148678885,148678919,148678994,148679004,148679007,148679026,148679034,148679054,148679079,148679102	13
1	148947993	148948284	291	hypometh	148947993,148948000,148948032,148948069,148948098,148948189,148948194,148948284	8
1	150029148	150029306	158	hypermeth	150029148,150029198,150029277,150029306	4
1	150513411	150513482	71	hypometh	150513411,150513424,150513452,150513464,150513482	5
1	151165885	151165970	85	hypermeth	151165885,151165900,151165915,151165954,151165970	5
1	151451567	151451649	82	hypermeth	151451567,151451632,151451649	3
1	152361636	152361684	48	hypometh	152361636,152361649,152361653,152361661,152361667,152361684	6
1	152381011	152381196	185	hypermeth	152381011,152381037,152381103,152381123,152381174,152381187,152381196	7
1	152454546	152454866	320	hypermeth	152454546,152454565,152454655,152454709,152454748,152454775,152454834,152454866	8
1	152515405	152515540	135	hypometh	152515405,152515414,152515417,152515421,152515446,152515505,152515540	7
1	152575304	152575422	118	hypermeth	152575304,152575330,152575335,152575347,152575367,152575422	6
1	154037270	154037391	121	hypermeth	154037270,154037332,154037391	3
1	154064203	154064285	82	hypometh	154064203,154064215,154064258,154064272,154064285	5
1	154222637	154222664	27	hypermeth	154222637,154222652,154222664	3
1	154223102	154223119	17	hypermeth	154223102,154223116,154223119	3
1	154223251	154223376	125	hypermeth	154223251,154223259,154223334,154223361,154223376	5
1	154802954	154803117	163	hypermeth	154802954,154802958,154803028,154803034,154803076,154803079,154803117	7
1	154960454	154960525	71	hypermeth	154960454,154960508,154960525	3
1	155161943	155162127	184	hypermeth	155161943,155161961,155161981,155162030,155162049,155162082,155162095,155162107,155162112,155162127	10
1	155182694	155182718	24	hypermeth	155182694,155182698,155182705,155182713,155182718	5
1	155303029	155303061	32	hypermeth	155303029,155303036,155303061	3
1	155338188	155338210	22	hypermeth	155338188,155338192,155338210	3
1	155406064	155406179	115	hypermeth	155406064,155406089,155406098,155406139,155406143,155406155,155406164,155406174,155406179	9
1	155688992	155689016	24	hypometh	155688992,155689004,155689016	3
1	155741704	155741924	220	hypermeth	155741704,155741723,155741735,155741759,155741793,155741816,155741823,155741861,155741878,155741896,155741924	11
1	155742236	155742269	33	hypermeth	155742236,155742247,155742251,155742263,155742269	5
1	155752474	155752524	50	hypermeth	155752474,155752510,155752524	3
1	155752776	155752847	71	hypermeth	155752776,155752788,155752806,155752823,155752837,155752847	6
1	155775764	155776138	374	hypermeth	155775764,155775803,155775832,155775908,155775919,155775929,155775936,155775997,155776003,155776019,155776035,155776106,155776125,155776134,155776138	15
1	155801895	155802148	253	hypermeth	155801895,155801899,155801948,155801973,155802029,155802034,155802039,155802057,155802076,155802086,155802098,155802101,155802112,155802125,155802131,155802148	16
1	155802522	155802579	57	hypermeth	155802522,155802574,155802579	3
1	155817095	155817223	128	hypermeth	155817095,155817115,155817199,155817223	4
1	156640615	156640831	216	hypermeth	156640615,156640620,156640699,156640704,156640712,156640784,156640796,156640831	8
1	156685414	156685499	85	hypermeth	156685414,156685435,156685438,156685449,156685465,156685481,156685499	7
1	156685612	156685636	24	hypermeth	156685612,156685622,156685636	3
1	156849461	156849481	20	hypermeth	156849461,156849478,156849481	3
1	156963565	156963676	111	hypermeth	156963565,156963661,156963676	3
1	157171146	157171544	398	hypermeth	157171146,157171149,157171153,157171167,157171170,157171174,157171207,157171215,157171219,157171236,157171257,157171272,157171278,157171294,157171310,157171314,157171384,157171387,157171414,157171459,157171487,157171513,157171533,157171537,157171544	25
1	157171680	157171916	236	hypermeth	157171680,157171719,157171723,157171737,157171743,157171778,157171830,157171850,157171867,157171882,157171889,157171916	12
1	157174573	157174606	33	hypermeth	157174573,157174589,157174606	3
1	157809606	157809635	29	hypermeth	157809606,157809613,157809624,157809635	4
1	158153333	158153366	33	hypermeth	158153333,158153359,158153366	3
