Chromosome	Start	End	Type
11	87689382	87689858	CpG:
11	90041779	90043025	CpG:
11	92654357	92655261	CpG:
11	93086917	93090316	CpG:
11	94418369	94418571	CpG:
11	94498491	94498755	CpG:
11	95151365	95151636	CpG:
11	95368854	95369114	CpG:
11	95375913	95376163	CpG:
11	95773100	95774076	CpG:
11	97230543	97230881	CpG:
11	97398993	97399970	CpG:
11	97462348	97462631	CpG:
11	97466942	97467175	CpG:
11	98247990	98248196	CpG:
11	98497967	98498488	CpG:
11	98654924	98655942	CpG:
11	99047051	99048305	CpG:
11	99113117	99113738	CpG:
11	99190111	99190347	CpG:
11	99231609	99232985	CpG:
11	99410723	99411780	CpG:
11	99527734	99528241	CpG:
11	99832476	99832929	CpG:
11	99913689	99914952	CpG:
11	100015418	100016003	CpG:
11	100024531	100025016	CpG:
11	101152908	101153752	CpG:
11	101452639	101452847	CpG:
11	101489194	101489990	CpG:
11	101671693	101672766	CpG:
11	102692229	102694498	CpG:
11	102849063	102849406	CpG:
11	103080223	103080444	CpG:
11	103162866	103163099	CpG:
11	103579445	103579771	CpG:
11	103580440	103580896	CpG:
11	103581089	103581293	CpG:
11	103737090	103742029	CpG:
11	103747666	103748568	CpG:
11	103749120	103749494	CpG:
11	103750514	103751108	CpG:
11	103751791	103751994	CpG:
11	103798993	103799390	CpG:
11	103822270	103822730	CpG:
11	103823327	103823589	CpG:
11	103967498	103968557	CpG:
11	103986789	103998457	CpG:
11	104002694	104003142	CpG:
11	104008582	104008797	CpG:
11	104145726	104146463	CpG:
11	104179831	104180895	CpG:
11	104182266	104182614	CpG:
11	104183726	104183977	CpG:
11	104184936	104185780	CpG:
11	104205797	104206015	CpG:
11	104311067	104312488	CpG:
11	104359227	104363933	CpG:
11	104407540	104408914	CpG:
11	104421037	104421392	CpG:
11	104424517	104425078	CpG:
11	104436328	104436608	CpG:
11	104443209	104443411	CpG:
11	104697762	104697971	CpG:
11	104885070	104885725	CpG:
11	104985121	104985470	CpG:
11	105187844	105188070	CpG:
11	105472801	105474423	CpG:
11	105548247	105549386	CpG:
11	105673643	105674546	CpG:
11	105676439	105676663	CpG:
11	105676918	105677196	CpG:
11	105742291	105742895	CpG:
11	105775749	105776064	CpG:
11	105790364	105790800	CpG:
11	105837679	105839595	CpG:
11	105875058	105875292	CpG:
11	105876327	105876905	CpG:
11	105891975	105893165	CpG:
11	105902890	105903167	CpG:
11	105956407	105956699	CpG:
11	105992105	105992326	CpG:
11	105994533	105994848	CpG:
11	106002637	106003068	CpG:
11	106190032	106190749	CpG:
11	106192305	106192593	CpG:
11	106249466	106250754	CpG:
11	106295271	106295901	CpG:
11	106335485	106354942	CpG:
11	106357326	106357556	CpG:
11	106497793	106498343	CpG:
11	106610588	106610960	CpG:
11	106649920	106650184	CpG:
11	106652152	106652409	CpG:
11	106675227	106676524	CpG:
11	106794126	106794652	CpG:
11	106872244	106872958	CpG:
11	106875773	106876300	CpG:
11	106878874	106879560	CpG:
11	107054247	107054479	CpG:
11	107055110	107055398	CpG:
11	107056620	107056834	CpG:
11	107306392	107307202	CpG:
12	2130199	2131105	CpG:
12	11625489	11627086	CpG:
12	14061107	14063058	CpG:
12	14846021	14848700	CpG:
12	16427016	16427227	CpG:
12	17960517	17961165	CpG:
12	20352247	20352689	CpG:
12	20605198	20605609	CpG:
12	20972805	20973163	CpG:
12	20973523	20973744	CpG:
12	21415789	21416350	CpG:
12	21565536	21566118	CpG:
12	23268944	23270646	CpG:
12	24837934	24838564	CpG:
12	27806333	27807088	CpG:
12	28612147	28612927	CpG:
12	30199085	30199503	CpG:
12	30503134	30504151	CpG:
12	32844183	32845034	CpG:
12	32895732	32896253	CpG:
12	34237134	34237581	CpG:
12	34531687	34532135	CpG:
12	34836429	34836794	CpG:
12	34912516	34912915	CpG:
12	35587345	35588021	CpG:
12	36054538	36055647	CpG:
12	36186274	36187681	CpG:
12	36453202	36455319	CpG:
12	50887697	50889501	CpG:
12	52484627	52485852	CpG:
12	54086137	54087070	CpG:
12	54094256	54095167	CpG:
12	54147344	54148081	CpG:
12	65287570	65288290	CpG:
12	66223223	66224906	CpG:
12	70666011	70666678	CpG:
12	72455041	72455480	CpG:
12	79374938	79375407	CpG:
12	80691975	80693577	CpG:
12	83093572	83093782	CpG:
12	86242266	86242996	CpG:
12	87654999	87655265	CpG:
12	87833290	87833653	CpG:
12	88583137	88583428	CpG:
12	88732906	88733183	CpG:
12	88740108	88740621	CpG:
12	88883430	88883724	CpG:
12	88992613	88992896	CpG:
12	89241932	89243987	CpG:
12	89247880	89261546	CpG:
12	89334550	89337011	CpG:
12	89486739	89487141	CpG:
12	89492961	89493200	CpG:
12	89507620	89508248	CpG:
12	89536362	89536577	CpG:
12	89538088	89538683	CpG:
12	89558053	89558395	CpG:
12	89636451	89637434	CpG:
12	89666402	89666739	CpG:
12	89865342	89866289	CpG:
12	89873773	89874432	CpG:
12	89903458	89904127	CpG:
12	89941675	89941914	CpG:
12	89944276	89944539	CpG:
12	90092313	90093015	CpG:
12	90093652	90093945	CpG:
12	90169066	90169462	CpG:
12	90171921	90172307	CpG:
12	90325899	90326223	CpG:
12	90402241	90402554	CpG:
12	90403986	90406400	CpG:
12	90414186	90414757	CpG:
12	90451158	90460659	CpG:
12	90473650	90474215	CpG:
12	90608863	90610429	CpG:
12	90703843	90704416	CpG:
12	90782564	90782975	CpG:
12	90813302	90814286	CpG:
12	90860752	90861404	CpG:
12	90861568	90861839	CpG:
12	90862756	90863069	CpG:
12	91132468	91133768	CpG:
13	788611	789251	CpG:
13	789625	790088	CpG:
13	3874186	3877561	CpG:
13	12535934	12536588	CpG:
13	16469793	16470910	CpG:
13	17755175	17755437	CpG:
13	18259435	18259929	CpG:
13	22969486	22969947	CpG:
13	23723728	23724816	CpG:
13	23854003	23856176	CpG:
13	25862595	25864829	CpG:
13	28132327	28132896	CpG:
13	28314198	28315212	CpG:
13	28648482	28649513	CpG:
13	30197571	30197962	CpG:
13	32186144	32187510	CpG:
13	34524307	34525209	CpG:
13	37127320	37132765	CpG:
13	38096196	38097421	CpG:
13	38543438	38544705	CpG:
13	40228995	40231940	CpG:
13	40812305	40819199	CpG:
13	41255647	41257580	CpG:
13	41914991	41915496	CpG:
13	42405257	42406662	CpG:
13	42452584	42452961	CpG:
13	42791549	42792782	CpG:
13	45380391	45380684	CpG:
13	45494359	45494563	CpG:
13	46847822	46849216	CpG:
13	51764636	51765708	CpG:
13	52592200	52593267	CpG:
13	54142041	54142728	CpG:
13	54182554	54182803	CpG:
13	54265590	54266404	CpG:
13	54407839	54408862	CpG:
13	54450272	54452312	CpG:
13	54550315	54551393	CpG:
13	54590892	54591586	CpG:
13	54745523	54745724	CpG:
13	54799249	54799703	CpG:
13	54964801	54965492	CpG:
13	54990622	54991259	CpG:
13	55291111	55293858	CpG:
13	55359221	55360408	CpG:
13	55415165	55415389	CpG:
13	55429491	55430069	CpG:
13	55499262	55502198	CpG:
13	55673788	55674356	CpG:
13	58036130	58038658	CpG:
13	58046413	58049281	CpG:
13	58261442	58263472	CpG:
13	59424933	59427024	CpG:
13	60812070	60812541	CpG:
13	60917940	60918705	CpG:
13	61584170	61584384	CpG:
13	61699186	61699666	CpG:
13	61937776	61938244	CpG:
13	62427168	62427452	CpG:
13	62453395	62453671	CpG:
13	63403612	63403864	CpG:
13	63952559	63954290	CpG:
13	64068740	64069550	CpG:
13	64725919	64726782	CpG:
13	66204610	66205492	CpG:
13	66593659	66594314	CpG:
13	68194735	68199960	CpG:
13	73401053	73402229	CpG:
13	73436475	73436964	CpG:
13	75284280	75284787	CpG:
13	75367179	75368752	CpG:
13	75413971	75414655	CpG:
13	75809496	75809951	CpG:
13	76098861	76099445	CpG:
13	76955373	76955785	CpG:
13	78840693	78841025	CpG:
13	79157581	79157808	CpG:
13	79327207	79327419	CpG:
13	79328682	79329178	CpG:
13	79329579	79329911	CpG:
13	79384252	79384621	CpG:
13	80093596	80094435	CpG:
13	80223105	80223642	CpG:
13	80235054	80235701	CpG:
13	80555750	80556692	CpG:
13	81022072	81022360	CpG:
13	81558812	81559240	CpG:
14	398495	401415	CpG:
14	403983	404470	CpG:
14	405290	406404	CpG:
14	953936	954549	CpG:
14	1412461	1413407	CpG:
14	1486343	1486702	CpG:
14	1567794	1568179	CpG:
14	1629585	1630643	CpG:
14	1741318	1741664	CpG:
14	1755800	1756481	CpG:
14	1766131	1767459	CpG:
14	1787128	1789500	CpG:
14	1794804	1795877	CpG:
14	1839558	1840426	CpG:
14	1956585	1957038	CpG:
14	1958942	1959318	CpG:
14	2216750	2217096	CpG:
14	2247920	2248614	CpG:
14	2266698	2267007	CpG:
14	2288319	2288986	CpG:
14	2296827	2297045	CpG:
14	2334834	2335862	CpG:
14	2384369	2384845	CpG:
14	2459185	2459425	CpG:
14	2483108	2483312	CpG:
14	2516939	2517892	CpG:
14	2526136	2527346	CpG:
14	2829238	2829461	CpG:
14	2958453	2958857	CpG:
14	3128599	3129523	CpG:
14	3135033	3135277	CpG:
14	3626482	3626878	CpG:
14	3725401	3725902	CpG:
14	3734169	3737464	CpG:
14	3739330	3739846	CpG:
14	4417173	4419831	CpG:
14	4442033	4442404	CpG:
14	4574341	4574548	CpG:
14	4593126	4593458	CpG:
14	9416959	9417540	CpG:
14	15463994	15466276	CpG:
14	17253732	17255413	CpG:
14	17918743	17920030	CpG:
14	21163816	21165781	CpG:
14	22716629	22718353	CpG:
14	23089965	23090700	CpG:
14	23187000	23188489	CpG:
14	24294900	24296242	CpG:
14	25052107	25053611	CpG:
14	25221995	25223932	CpG:
14	26513531	26514357	CpG:
14	26940196	26942602	CpG:
14	27719230	27720059	CpG:
14	28220590	28220944	CpG:
14	30105569	30105862	CpG:
14	30813911	30814668	CpG:
14	31907773	31908796	CpG:
14	36470436	36471273	CpG:
14	37268276	37269229	CpG:
14	37548492	37549283	CpG:
14	39166707	39167453	CpG:
14	39348011	39348538	CpG:
14	39756902	39757503	CpG:
14	40830533	40831395	CpG:
14	49558332	49559169	CpG:
14	57025766	57026492	CpG:
14	63151236	63153226	CpG:
14	63256213	63256965	CpG:
14	63823417	63823670	CpG:
14	66241791	66242503	CpG:
14	67542914	67545705	CpG:
14	68143460	68143757	CpG:
14	68453841	68454437	CpG:
14	69892568	69893331	CpG:
14	70410281	70411152	CpG:
14	70415329	70416711	CpG:
14	78559647	78560192	CpG:
14	78963968	78964449	CpG:
14	83823953	83824168	CpG:
15	1801791	1803105	CpG:
15	14756911	14759268	CpG:
15	18107983	18108689	CpG:
15	20525613	20526250	CpG:
15	21119215	21121008	CpG:
15	24308137	24308431	CpG:
15	26655170	26655993	CpG:
15	27790811	27791080	CpG:
15	28963509	28964510	CpG:
15	30034427	30034734	CpG:
15	30127654	30128504	CpG:
15	30202672	30204172	CpG:
15	30448921	30450440	CpG:
15	43585139	43586180	CpG:
15	43824536	43825300	CpG:
15	44215808	44216587	CpG:
15	52428634	52429370	CpG:
15	52608968	52609301	CpG:
15	52933869	52934089	CpG:
15	55386434	55387395	CpG:
15	56960962	56962353	CpG:
15	56972454	56972937	CpG:
15	59200290	59201713	CpG:
15	63376478	63387077	CpG:
15	74301255	74301742	CpG:
15	75185740	75187143	CpG:
15	75473510	75473918	CpG:
15	75652405	75652964	CpG:
15	75882839	75884718	CpG:
15	76145061	76146506	CpG:
15	76809615	76810515	CpG:
15	76815808	76816072	CpG:
15	76818940	76819528	CpG:
15	76822438	76823101	CpG:
15	78376867	78378277	CpG:
15	78398858	78399153	CpG:
15	78441930	78442526	CpG:
15	82277387	82278089	CpG:
15	83247570	83249119	CpG:
15	83331696	83333979	CpG:
15	84113472	84115571	CpG:
15	84311685	84311923	CpG:
15	84780131	84781138	CpG:
15	84785152	84786314	CpG:
15	84915899	84916881	CpG:
15	84981873	84983272	CpG:
15	85130981	85131374	CpG:
15	85159109	85160260	CpG:
16	1763680	1764061	CpG:
16	1971554	1972887	CpG:
16	2029036	2029314	CpG:
16	2631547	2632168	CpG:
16	2653907	2654311	CpG:
16	2815052	2815532	CpG:
16	2906380	2907112	CpG:
16	2935922	2937221	CpG:
16	3015771	3016213	CpG:
16	4361853	4362308	CpG:
16	4366511	4366879	CpG:
16	4543315	4543567	CpG:
16	4602927	4603403	CpG:
16	7445729	7446323	CpG:
16	24137119	24138248	CpG:
16	24876597	24877370	CpG:
16	25058333	25060214	CpG:
16	29883883	29885045	CpG:
16	29949468	29950259	CpG:
16	29985994	29986834	CpG:
16	30077320	30078483	CpG:
16	30490977	30493541	CpG:
16	30699875	30700106	CpG:
16	31160239	31161467	CpG:
16	32380971	32381351	CpG:
16	34656076	34656631	CpG:
16	35207172	35208060	CpG:
16	37935651	37936503	CpG:
16	42868089	42869586	CpG:
16	42910251	42910773	CpG:
16	42911915	42912146	CpG:
16	43445120	43446327	CpG:
16	43839344	43839920	CpG:
16	43840343	43841001	CpG:
16	45065707	45066780	CpG:
16	45130831	45131841	CpG:
16	46200381	46201782	CpG:
16	46520677	46522618	CpG:
16	47645494	47647028	CpG:
16	47759875	47761697	CpG:
16	47766564	47768225	CpG:
16	47826451	47827816	CpG:
16	48125913	48126321	CpG:
16	49276410	49276765	CpG:
16	49327890	49328291	CpG:
16	49453893	49454162	CpG:
16	49511063	49512568	CpG:
16	49611026	49611359	CpG:
16	50548939	50549140	CpG:
16	50671656	50674658	CpG:
16	51096358	51096613	CpG:
16	51168080	51168319	CpG:
16	51556162	51556672	CpG:
16	51756169	51757608	CpG:
16	51946820	51947843	CpG:
16	52188065	52189405	CpG:
16	52219510	52221100	CpG:
16	52260764	52265686	CpG:
16	52397887	52398675	CpG:
16	52588997	52590718	CpG:
16	52671414	52671648	CpG:
16	52877840	52879370	CpG:
16	53199352	53199813	CpG:
16	54013532	54013735	CpG:
16	55478131	55478348	CpG:
16	55478833	55480352	CpG:
16	55494052	55494359	CpG:
16	55497582	55497847	CpG:
16	57813679	57813911	CpG:
16	61810355	61811484	CpG:
16	61992516	61993565	CpG:
16	62067985	62068449	CpG:
16	62252563	62253205	CpG:
16	63562094	63562389	CpG:
16	63688953	63691074	CpG:
16	64949765	64950009	CpG:
16	66570504	66571678	CpG:
16	67278380	67279567	CpG:
16	70823617	70823899	CpG:
16	70908023	70908236	CpG:
16	70946617	70948021	CpG:
16	70958111	70958431	CpG:
16	70958993	70959795	CpG:
16	71067615	71067861	CpG:
16	71100112	71100382	CpG:
16	71101578	71101784	CpG:
16	71106941	71107785	CpG:
16	71139832	71141262	CpG:
16	71146816	71147335	CpG:
16	72950845	72951083	CpG:
16	74006176	74006503	CpG:
16	74945754	74946436	CpG:
16	75595874	75597752	CpG:
16	75610474	75610801	CpG:
16	77201730	77201994	CpG:
16	77235211	77235641	CpG:
16	77461348	77461593	CpG:
16	79003257	79003515	CpG:
16	79311177	79311724	CpG:
16	80236975	80237202	CpG:
16	81318041	81319956	CpG:
16	81409852	81410144	CpG:
16	81411202	81411416	CpG:
16	81412691	81413918	CpG:
16	81509896	81511064	CpG:
16	81613583	81613820	CpG:
16	81702569	81702834	CpG:
17	6785656	6786588	CpG:
17	7740957	7742365	CpG:
17	10559711	10560374	CpG:
17	12261277	12261612	CpG:
17	12740839	12741639	CpG:
17	12987159	12989030	CpG:
17	13736966	13737597	CpG:
17	18324897	18325197	CpG:
17	30073623	30075143	CpG:
17	32888456	32891553	CpG:
17	45374582	45375854	CpG:
17	46108183	46108392	CpG:
17	46192970	46193660	CpG:
17	48436415	48436907	CpG:
17	49313122	49313846	CpG:
17	53140774	53142115	CpG:
17	53688314	53688646	CpG:
17	54038541	54039651	CpG:
17	54218106	54218369	CpG:
17	54903742	54904361	CpG:
17	55483727	55484030	CpG:
17	55577086	55577597	CpG:
17	55581218	55581626	CpG:
17	55873161	55873998	CpG:
17	56041950	56042774	CpG:
17	58000609	58000926	CpG:
17	60708483	60708707	CpG:
17	62334776	62335469	CpG:
17	62350395	62352643	CpG:
17	63260215	63263155	CpG:
17	64349853	64350390	CpG:
17	64537889	64539073	CpG:
17	64722075	64723188	CpG:
17	64823359	64823862	CpG:
17	64858632	64859195	CpG:
17	64929846	64930348	CpG:
17	65904129	65904430	CpG:
17	65920597	65920877	CpG:
17	65931898	65932106	CpG:
17	65949653	65950306	CpG:
17	66628804	66629640	CpG:
17	67319421	67319640	CpG:
17	67767976	67768193	CpG:
17	67768337	67768547	CpG:
17	67999136	68000511	CpG:
17	68354067	68355196	CpG:
17	68423845	68424860	CpG:
17	68550227	68550925	CpG:
17	68551982	68552239	CpG:
17	69022967	69023625	CpG:
17	69473653	69474699	CpG:
17	69475899	69481169	CpG:
17	70550902	70551586	CpG:
17	70969048	70969386	CpG:
17	71093576	71094002	CpG:
17	71573610	71574465	CpG:
17	71607854	71608324	CpG:
17	71827622	71827849	CpG:
17	72053771	72054358	CpG:
17	72420985	72421226	CpG:
17	73263716	73264209	CpG:
17	73286847	73287449	CpG:
17	73334785	73335035	CpG:
17	73384126	73384566	CpG:
17	73385882	73386177	CpG:
17	73412327	73413065	CpG:
17	73484305	73484515	CpG:
17	73486492	73487229	CpG:
17	73527289	73528080	CpG:
17	73578051	73578522	CpG:
17	73581250	73581477	CpG:
17	73582824	73585569	CpG:
17	73614337	73614547	CpG:
17	73621970	73622354	CpG:
17	73670605	73672070	CpG:
17	73779043	73779599	CpG:
17	73786585	73788099	CpG:
17	73809134	73811918	CpG:
17	73812711	73812972	CpG:
17	73814695	73814929	CpG:
17	73853193	73853451	CpG:
17	73854216	73854625	CpG:
17	73855402	73855659	CpG:
17	73855825	73856429	CpG:
17	73865778	73865995	CpG:
17	73955718	73956440	CpG:
17	74097596	74098294	CpG:
17	74134408	74139169	CpG:
17	74153494	74158221	CpG:
17	74191137	74191369	CpG:
17	74194455	74197695	CpG:
17	74208295	74211181	CpG:
17	74221014	74222562	CpG:
17	74314571	74314841	CpG:
17	74319097	74320283	CpG:
17	74334913	74339809	CpG:
17	74401320	74401827	CpG:
17	74402240	74412159	CpG:
17	74412400	74412601	CpG:
17	74474687	74475033	CpG:
17	74522480	74524037	CpG:
17	74529359	74535088	CpG:
17	74627544	74636916	CpG:
17	74715397	74716378	CpG:
17	74818385	74818618	CpG:
17	74907708	74908485	CpG:
17	74968654	74969646	CpG:
17	74986279	74986857	CpG:
17	75127648	75127935	CpG:
18	1134827	1135065	CpG:
18	1532156	1532938	CpG:
18	1533233	1533441	CpG:
18	1534146	1534526	CpG:
18	1536519	1537010	CpG:
18	1748509	1749066	CpG:
18	1911226	1911537	CpG:
18	2207748	2207962	CpG:
18	2216233	2216744	CpG:
18	2299511	2299820	CpG:
18	2480644	2481714	CpG:
18	4449305	4449951	CpG:
18	5044791	5045900	CpG:
18	5298324	5298568	CpG:
18	5352699	5352905	CpG:
18	5611670	5612288	CpG:
18	5792290	5792619	CpG:
18	5797017	5797224	CpG:
18	6167553	6167798	CpG:
18	6551456	6554510	CpG:
18	7982183	7983272	CpG:
18	8078822	8079249	CpG:
18	8116761	8117400	CpG:
18	8123382	8123673	CpG:
18	8137580	8137889	CpG:
18	8286536	8286761	CpG:
18	10450775	10451656	CpG:
18	10475872	10476374	CpG:
18	10875922	10876919	CpG:
18	11171862	11172314	CpG:
18	11524528	11524781	CpG:
18	11799001	11800707	CpG:
18	12181808	12182102	CpG:
18	12403350	12403579	CpG:
18	13369721	13370859	CpG:
18	13504003	13504870	CpG:
18	13970006	13970327	CpG:
18	13971129	13971380	CpG:
18	14223314	14224054	CpG:
18	14379439	14380781	CpG:
18	15281381	15282209	CpG:
18	17815465	17817986	CpG:
18	18252811	18253241	CpG:
18	18392548	18395442	CpG:
18	19031924	19033895	CpG:
18	19158788	19159392	CpG:
18	24290303	24291177	CpG:
18	24350652	24351086	CpG:
18	25135904	25136233	CpG:
18	25371238	25372433	CpG:
18	25777612	25777825	CpG:
18	25799500	25799860	CpG:
18	25984743	25986536	CpG:
18	25988479	25990068	CpG:
18	29861411	29863651	CpG:
18	34659780	34660458	CpG:
18	34930969	34931251	CpG:
18	34979149	34979392	CpG:
18	35740046	35742450	CpG:
18	36469697	36470276	CpG:
18	39153862	39154077	CpG:
18	43358008	43358894	CpG:
18	43644032	43645356	CpG:
18	43843991	43846021	CpG:
18	43863379	43864599	CpG:
18	43928429	43931238	CpG:
18	44128332	44128708	CpG:
18	44417626	44418016	CpG:
18	46043093	46043631	CpG:
18	46163349	46165596	CpG:
18	46189446	46189845	CpG:
18	46585777	46586044	CpG:
18	46619371	46620735	CpG:
18	46621005	46621237	CpG:
18	46756018	46756484	CpG:
18	46893910	46894486	CpG:
18	46905508	46906550	CpG:
18	48140595	48142102	CpG:
18	48397725	48398437	CpG:
18	49292632	49293915	CpG:
18	49649444	49649890	CpG:
18	49657977	49659188	CpG:
18	49750131	49750684	CpG:
18	49908527	49908775	CpG:
18	50173025	50173440	CpG:
18	50273259	50273779	CpG:
18	51267328	51267546	CpG:
18	51317470	51317803	CpG:
18	51333577	51335820	CpG:
18	51415287	51415681	CpG:
18	51504155	51504542	CpG:
18	51505806	51506940	CpG:
18	51639091	51639761	CpG:
18	52099902	52100212	CpG:
18	52268339	52268825	CpG:
18	52311392	52311953	CpG:
18	52920887	52921210	CpG:
18	52922090	52922566	CpG:
18	52968835	52969111	CpG:
18	53435716	53436631	CpG:
18	53466003	53466323	CpG:
18	53676985	53677191	CpG:
18	53765058	53766336	CpG:
18	53772541	53773812	CpG:
18	53777319	53778111	CpG:
18	54187379	54188172	CpG:
18	54208211	54208699	CpG:
18	54493297	54493689	CpG:
18	54573276	54573500	CpG:
