chrBase	chr	base	strand	coverage	freqC	freqT
7.13931	7	13931	F	7	57.14	42.86
7.13653	7	13653	F	6	83.33	16.67
7.36579	7	36579	R	10	0.00	100.00
7.57083	7	57083	R	7	100.00	0.00
7.38720	7	38720	R	8	37.50	62.50
7.54779	7	54779	F	5	40.00	60.00
7.20787	7	20787	R	10	90.00	10.00
7.50086	7	50086	F	5	0.00	100.00
7.44488	7	44488	R	5	40.00	60.00
7.60818	7	60818	R	7	85.71	14.29
7.15236	7	15236	F	7	14.29	85.71
7.27539	7	27539	F	7	85.71	14.29
7.30308	7	30308	R	7	14.29	85.71
7.46952	7	46952	R	7	71.43	28.57
7.13681	7	13681	F	6	50.00	50.00
7.27640	7	27640	F	8	37.50	62.50
7.38134	7	38134	F	5	100.00	0.00
7.42716	7	42716	R	6	50.00	50.00
7.56103	7	56103	R	7	71.43	28.57
7.16921	7	16921	R	5	80.00	20.00
7.44879	7	44879	R	7	57.14	42.86
7.39714	7	39714	R	5	100.00	0.00
7.40202	7	40202	R	5	40.00	60.00
7.13412	7	13412	F	5	80.00	20.00
7.20204	7	20204	F	10	90.00	10.00
7.18418	7	18418	R	8	75.00	25.00
7.28231	7	28231	R	14	92.86	7.14
7.18103	7	18103	R	5	60.00	40.00
7.59521	7	59521	R	8	100.00	0.00
7.14205	7	14205	R	5	60.00	40.00
7.14079	7	14079	F	7	85.71	14.29
7.49053	7	49053	F	6	66.67	33.33
7.40054	7	40054	F	10	80.00	20.00
7.20902	7	20902	R	7	100.00	0.00
7.60643	7	60643	F	6	83.33	16.67
7.40604	7	40604	F	10	100.00	0.00
7.21752	7	21752	R	8	87.50	12.50
7.35609	7	35609	F	6	66.67	33.33
7.59721	7	59721	R	6	100.00	0.00
7.59988	7	59988	R	5	100.00	0.00
7.12959	7	12959	F	5	80.00	20.00
7.39098	7	39098	R	10	60.00	40.00
7.43983	7	43983	R	6	50.00	50.00
7.17554	7	17554	R	18	33.33	66.67
7.13586	7	13586	F	6	83.33	16.67
7.44824	7	44824	F	6	16.67	83.33
7.16131	7	16131	F	5	0.00	100.00
7.56434	7	56434	R	10	70.00	30.00
7.36356	7	36356	R	7	28.57	71.43
7.15320	7	15320	F	8	37.50	62.50
7.10901	7	10901	F	6	83.33	16.67
7.59060	7	59060	R	5	100.00	0.00
7.52978	7	52978	R	7	57.14	42.86
7.28311	7	28311	F	7	57.14	42.86
7.38646	7	38646	R	6	83.33	16.67
7.53854	7	53854	R	5	60.00	40.00
7.36505	7	36505	F	6	0.00	100.00
7.13537	7	13537	F	8	12.50	87.50
7.58665	7	58665	R	6	83.33	16.67
7.58308	7	58308	R	5	100.00	0.00
7.30231	7	30231	F	5	80.00	20.00
7.16974	7	16974	F	8	100.00	0.00
7.15333	7	15333	F	5	60.00	40.00
7.13250	7	13250	F	7	42.86	57.14
7.59254	7	59254	R	6	100.00	0.00
7.31636	7	31636	R	6	33.33	66.67
7.17389	7	17389	R	9	100.00	0.00
7.42152	7	42152	F	7	71.43	28.57
7.14001	7	14001	F	7	85.71	14.29
7.45413	7	45413	R	11	100.00	0.00
7.16876	7	16876	R	5	40.00	60.00
7.37273	7	37273	R	6	0.00	100.00
7.14023	7	14023	F	6	33.33	66.67
7.27424	7	27424	F	5	80.00	20.00
7.13689	7	13689	F	5	100.00	0.00
7.13558	7	13558	F	7	57.14	42.86
7.38798	7	38798	R	5	0.00	100.00
7.27425	7	27425	R	11	63.64	36.36
7.36506	7	36506	R	7	0.00	100.00
7.45412	7	45412	F	9	100.00	0.00
7.28875	7	28875	R	5	80.00	20.00
7.13504	7	13504	F	7	14.29	85.71
7.59951	7	59951	R	5	80.00	20.00
7.21228	7	21228	R	14	71.43	28.57
7.55871	7	55871	R	7	42.86	57.14
7.19201	7	19201	F	11	63.64	36.36
7.56262	7	56262	R	5	80.00	20.00
7.15311	7	15311	F	8	37.50	62.50
7.51205	7	51205	F	5	80.00	20.00
7.13336	7	13336	F	6	50.00	50.00
7.48799	7	48799	R	7	71.43	28.57
7.62706	7	62706	F	6	0.00	100.00
7.38273	7	38273	F	8	100.00	0.00
7.48073	7	48073	R	5	80.00	20.00
7.39097	7	39097	F	6	50.00	50.00
7.57577	7	57577	F	7	85.71	14.29
7.48676	7	48676	R	5	40.00	60.00
7.47547	7	47547	F	6	50.00	50.00
7.59178	7	59178	R	8	75.00	25.00
7.35682	7	35682	R	5	80.00	20.00
7.13723	7	13723	F	5	100.00	0.00
7.46569	7	46569	R	7	85.71	14.29
7.41777	7	41777	F	5	60.00	40.00
7.13967	7	13967	F	8	62.50	37.50
7.21128	7	21128	R	8	100.00	0.00
7.53013	7	53013	R	10	90.00	10.00
7.39325	7	39325	R	6	66.67	33.33
7.16875	7	16875	F	8	25.00	75.00
7.38853	7	38853	R	5	100.00	0.00
7.46288	7	46288	F	5	100.00	0.00
7.17789	7	17789	F	5	80.00	20.00
7.53669	7	53669	F	6	66.67	33.33
7.36393	7	36393	R	5	0.00	100.00
7.13695	7	13695	F	5	80.00	20.00
7.53490	7	53490	F	9	77.78	22.22
7.19538	7	19538	F	8	100.00	0.00
7.47736	7	47736	F	5	60.00	40.00
7.54787	7	54787	F	5	40.00	60.00
7.54929	7	54929	R	6	83.33	16.67
7.16795	7	16795	F	8	0.00	100.00
7.13995	7	13995	F	6	100.00	0.00
7.55557	7	55557	R	10	90.00	10.00
7.16854	7	16854	F	9	0.00	100.00
7.28534	7	28534	R	5	100.00	0.00
7.14115	7	14115	F	5	60.00	40.00
7.16985	7	16985	F	8	87.50	12.50
7.13496	7	13496	F	6	16.67	83.33
7.16103	7	16103	F	5	0.00	100.00
7.33597	7	33597	R	9	66.67	33.33
7.13210	7	13210	F	6	33.33	66.67
7.10178	7	10178	F	11	81.82	18.18
7.45555	7	45555	R	6	83.33	16.67
7.57840	7	57840	R	8	87.50	12.50
7.15264	7	15264	F	6	50.00	50.00
7.13244	7	13244	F	7	85.71	14.29
7.56054	7	56054	R	7	85.71	14.29
7.47486	7	47486	R	5	60.00	40.00
7.21101	7	21101	R	7	100.00	0.00
7.16776	7	16776	F	5	0.00	100.00
7.21360	7	21360	R	11	90.91	9.09
7.49960	7	49960	F	5	100.00	0.00
7.40528	7	40528	F	11	81.82	18.18
7.14031	7	14031	F	5	40.00	60.00
7.48560	7	48560	F	5	40.00	60.00
7.17474	7	17474	R	13	100.00	0.00
7.39610	7	39610	R	5	80.00	20.00
7.43272	7	43272	R	15	73.33	26.67
7.13667	7	13667	F	5	100.00	0.00
7.41487	7	41487	R	9	100.00	0.00
7.52332	7	52332	F	12	25.00	75.00
7.21655	7	21655	R	12	16.67	83.33
7.27482	7	27482	R	9	77.78	22.22
7.14225	7	14225	R	5	0.00	100.00
7.40201	7	40201	F	5	40.00	60.00
7.60765	7	60765	F	6	83.33	16.67
7.21245	7	21245	R	15	86.67	13.33
7.14282	7	14282	R	5	40.00	60.00
7.36390	7	36390	R	5	0.00	100.00
7.47648	7	47648	R	5	60.00	40.00
7.23381	7	23381	F	13	38.46	61.54
7.20801	7	20801	R	11	90.91	9.09
7.38512	7	38512	R	15	80.00	20.00
7.13704	7	13704	F	5	100.00	0.00
7.40559	7	40559	F	12	91.67	8.33
7.47406	7	47406	F	8	50.00	50.00
7.13287	7	13287	F	5	60.00	40.00
7.14057	7	14057	F	9	88.89	11.11
7.18030	7	18030	F	6	100.00	0.00
7.60909	7	60909	R	6	83.33	16.67
7.12321	7	12321	F	13	92.31	7.69
7.18266	7	18266	F	5	100.00	0.00
7.14169	7	14169	R	5	40.00	60.00
7.17004	7	17004	R	7	100.00	0.00
7.36360	7	36360	R	6	33.33	66.67
7.34408	7	34408	R	10	80.00	20.00
7.13232	7	13232	R	5	60.00	40.00
7.13676	7	13676	F	6	33.33	66.67
7.47499	7	47499	F	8	87.50	12.50
7.40586	7	40586	R	6	100.00	0.00
7.61253	7	61253	R	7	71.43	28.57
7.54928	7	54928	F	8	62.50	37.50
7.11088	7	11088	F	8	87.50	12.50
7.50948	7	50948	R	6	83.33	16.67
7.43907	7	43907	R	8	87.50	12.50
7.60885	7	60885	R	6	66.67	33.33
7.49386	7	49386	F	11	100.00	0.00
7.30232	7	30232	R	6	66.67	33.33
7.20782	7	20782	R	11	90.91	9.09
7.51231	7	51231	R	8	62.50	37.50
7.36543	7	36543	R	8	12.50	87.50
7.52928	7	52928	R	6	50.00	50.00
7.61341	7	61341	R	5	20.00	80.00
7.54304	7	54304	F	5	80.00	20.00
7.37295	7	37295	R	5	20.00	80.00
7.37278	7	37278	R	6	33.33	66.67
7.50961	7	50961	R	6	83.33	16.67
7.40753	7	40753	R	8	100.00	0.00
7.55957	7	55957	F	5	80.00	20.00
7.31631	7	31631	F	6	83.33	16.67
7.14227	7	14227	R	6	50.00	50.00
7.20379	7	20379	F	10	80.00	20.00
7.21142	7	21142	R	5	100.00	0.00
7.54907	7	54907	F	9	22.22	77.78
7.23757	7	23757	R	5	100.00	0.00
7.35607	7	35607	F	6	100.00	0.00
7.30366	7	30366	R	5	60.00	40.00
7.20421	7	20421	F	10	100.00	0.00
7.14284	7	14284	R	5	20.00	80.00
7.23579	7	23579	F	7	14.29	85.71
7.13572	7	13572	F	5	20.00	80.00
7.19238	7	19238	F	10	90.00	10.00
7.35720	7	35720	R	6	66.67	33.33
7.44377	7	44377	F	5	100.00	0.00
7.13511	7	13511	F	7	0.00	100.00
7.30336	7	30336	R	6	33.33	66.67
7.16847	7	16847	F	9	11.11	88.89
7.42132	7	42132	R	10	30.00	70.00
7.19721	7	19721	R	10	100.00	0.00
7.12137	7	12137	R	6	83.33	16.67
7.53425	7	53425	F	6	66.67	33.33
7.13661	7	13661	F	6	66.67	33.33
7.56136	7	56136	F	5	100.00	0.00
7.37254	7	37254	R	6	0.00	100.00
7.13343	7	13343	F	5	0.00	100.00
7.12200	7	12200	R	5	60.00	40.00
7.57643	7	57643	F	8	75.00	25.00
