chrBase	chr	base	strand	coverage	freqC	freqT
7.52332	7	52332	F	11	100.00	0.00
7.14618	7	14618	F	11	27.27	72.73
7.39580	7	39580	R	11	90.91	9.09
7.35399	7	35399	F	5	80.00	20.00
7.37017	7	37017	R	9	0.00	100.00
7.13391	7	13391	R	13	23.08	76.92
7.14869	7	14869	F	11	9.09	90.91
7.15627	7	15627	R	6	0.00	100.00
7.13210	7	13210	F	7	28.57	71.43
7.39714	7	39714	R	12	91.67	8.33
7.16347	7	16347	R	11	18.18	81.82
7.13390	7	13390	F	10	30.00	70.00
7.13760	7	13760	R	11	27.27	72.73
7.56102	7	56102	F	6	83.33	16.67
7.14760	7	14760	F	9	11.11	88.89
7.62257	7	62257	R	5	0.00	100.00
7.16592	7	16592	F	7	0.00	100.00
7.15061	7	15061	F	19	0.00	100.00
7.36902	7	36902	R	7	0.00	100.00
7.15788	7	15788	F	10	0.00	100.00
7.15306	7	15306	R	7	14.29	85.71
7.34602	7	34602	R	7	71.43	28.57
7.14225	7	14225	R	9	55.56	44.44
7.16601	7	16601	R	6	16.67	83.33
7.37506	7	37506	R	6	0.00	100.00
7.14500	7	14500	R	7	0.00	100.00
7.59313	7	59313	F	5	60.00	40.00
7.13623	7	13623	F	16	25.00	75.00
7.41487	7	41487	R	8	62.50	37.50
7.42255	7	42255	F	5	100.00	0.00
7.13814	7	13814	F	19	10.53	89.47
7.15982	7	15982	F	16	12.50	87.50
7.22620	7	22620	R	13	38.46	61.54
7.36131	7	36131	F	5	20.00	80.00
7.14196	7	14196	F	15	46.67	53.33
7.15843	7	15843	R	5	20.00	80.00
7.15388	7	15388	F	9	0.00	100.00
7.16487	7	16487	R	12	0.00	100.00
7.13927	7	13927	R	5	40.00	60.00
7.16517	7	16517	R	15	0.00	100.00
7.48587	7	48587	R	7	85.71	14.29
7.58854	7	58854	R	7	100.00	0.00
7.13856	7	13856	F	16	50.00	50.00
7.25579	7	25579	R	21	4.76	95.24
7.13704	7	13704	F	13	38.46	61.54
7.13939	7	13939	F	20	35.00	65.00
7.14262	7	14262	R	10	20.00	80.00
7.42132	7	42132	R	15	40.00	60.00
7.29177	7	29177	R	5	40.00	60.00
7.23381	7	23381	F	13	0.00	100.00
7.57596	7	57596	F	5	60.00	40.00
7.21072	7	21072	R	21	95.24	4.76
7.10506	7	10506	F	19	31.58	68.42
7.14984	7	14984	F	8	0.00	100.00
7.13228	7	13228	F	11	18.18	81.82
7.15376	7	15376	R	15	13.33	86.67
7.47659	7	47659	R	6	100.00	0.00
7.51173	7	51173	R	25	52.00	48.00
7.26458	7	26458	R	9	22.22	77.78
7.19948	7	19948	R	5	60.00	40.00
7.56261	7	56261	F	6	100.00	0.00
7.44934	7	44934	R	5	60.00	40.00
7.37147	7	37147	R	6	33.33	66.67
7.13724	7	13724	R	8	25.00	75.00
7.14367	7	14367	F	15	26.67	73.33
7.14961	7	14961	F	6	16.67	83.33
7.13329	7	13329	R	11	36.36	63.64
7.59837	7	59837	R	17	82.35	17.65
7.14724	7	14724	R	7	0.00	100.00
7.15174	7	15174	R	11	0.00	100.00
7.36888	7	36888	R	7	0.00	100.00
7.62703	7	62703	R	8	0.00	100.00
7.27810	7	27810	R	8	62.50	37.50
7.14415	7	14415	F	14	42.86	57.14
7.15115	7	15115	F	9	11.11	88.89
7.14296	7	14296	R	9	22.22	77.78
7.36991	7	36991	R	7	0.00	100.00
7.15452	7	15452	F	11	0.00	100.00
7.37347	7	37347	F	5	60.00	40.00
7.50802	7	50802	R	12	83.33	16.67
7.42843	7	42843	R	8	87.50	12.50
7.60318	7	60318	R	10	90.00	10.00
7.13440	7	13440	F	14	28.57	71.43
7.62529	7	62529	R	12	0.00	100.00
7.30742	7	30742	R	7	0.00	100.00
7.15380	7	15380	F	9	11.11	88.89
7.29257	7	29257	R	5	20.00	80.00
7.13469	7	13469	R	12	50.00	50.00
7.20253	7	20253	F	6	83.33	16.67
7.20421	7	20421	F	7	71.43	28.57
7.14704	7	14704	F	9	33.33	66.67
7.14985	7	14985	R	10	0.00	100.00
7.56054	7	56054	R	13	69.23	30.77
7.42250	7	42250	F	5	80.00	20.00
7.21135	7	21135	R	22	100.00	0.00
7.27209	7	27209	R	15	46.67	53.33
7.16122	7	16122	F	10	0.00	100.00
7.14891	7	14891	F	7	0.00	100.00
7.13511	7	13511	F	19	21.05	78.95
7.42854	7	42854	R	10	90.00	10.00
7.16374	7	16374	F	16	0.00	100.00
7.37623	7	37623	R	8	50.00	50.00
7.13780	7	13780	F	16	18.75	81.25
7.49635	7	49635	R	5	60.00	40.00
7.58645	7	58645	F	5	80.00	20.00
7.35986	7	35986	F	5	0.00	100.00
7.13552	7	13552	F	20	45.00	55.00
7.19050	7	19050	F	9	77.78	22.22
7.62479	7	62479	R	10	0.00	100.00
7.55272	7	55272	R	8	75.00	25.00
7.16262	7	16262	F	15	6.67	93.33
7.16411	7	16411	F	13	0.00	100.00
7.58735	7	58735	R	14	50.00	50.00
7.40605	7	40605	R	14	92.86	7.14
7.46661	7	46661	R	12	75.00	25.00
7.16151	7	16151	R	8	12.50	87.50
7.18919	7	18919	R	5	80.00	20.00
7.14254	7	14254	F	9	0.00	100.00
7.16368	7	16368	F	14	0.00	100.00
7.48676	7	48676	R	7	57.14	42.86
7.13229	7	13229	R	11	9.09	90.91
7.21893	7	21893	R	5	0.00	100.00
7.36543	7	36543	R	7	0.00	100.00
7.15506	7	15506	F	5	20.00	80.00
7.30583	7	30583	R	8	0.00	100.00
7.16551	7	16551	R	8	12.50	87.50
7.16886	7	16886	R	10	50.00	50.00
7.42853	7	42853	F	8	87.50	12.50
7.45320	7	45320	R	6	50.00	50.00
7.16975	7	16975	R	10	90.00	10.00
7.14219	7	14219	R	9	44.44	55.56
7.14162	7	14162	F	15	26.67	73.33
7.16208	7	16208	F	10	0.00	100.00
7.14801	7	14801	F	9	55.56	44.44
7.14234	7	14234	R	9	44.44	55.56
7.12723	7	12723	F	7	100.00	0.00
7.31583	7	31583	R	17	76.47	23.53
7.62801	7	62801	R	5	0.00	100.00
7.13460	7	13460	F	13	7.69	92.31
7.31925	7	31925	R	6	83.33	16.67
7.14926	7	14926	F	10	0.00	100.00
7.16803	7	16803	F	7	0.00	100.00
7.14375	7	14375	R	10	30.00	70.00
7.45601	7	45601	F	13	84.62	15.38
7.16132	7	16132	R	7	14.29	85.71
7.15850	7	15850	F	10	0.00	100.00
7.49779	7	49779	R	6	66.67	33.33
7.43003	7	43003	F	7	100.00	0.00
7.16104	7	16104	R	8	12.50	87.50
7.36903	7	36903	F	5	0.00	100.00
7.13315	7	13315	F	14	28.57	71.43
7.13705	7	13705	R	5	20.00	80.00
7.47652	7	47652	R	7	100.00	0.00
7.13503	7	13503	R	6	50.00	50.00
7.19091	7	19091	F	5	80.00	20.00
7.13899	7	13899	F	14	7.14	92.86
7.53004	7	53004	R	10	100.00	0.00
7.52151	7	52151	F	9	77.78	22.22
7.14905	7	14905	F	8	12.50	87.50
7.50087	7	50087	R	8	12.50	87.50
7.59059	7	59059	F	8	100.00	0.00
7.36887	7	36887	F	6	0.00	100.00
7.40055	7	40055	R	12	91.67	8.33
7.16313	7	16313	R	14	14.29	85.71
7.14521	7	14521	F	6	16.67	83.33
7.13596	7	13596	R	9	22.22	77.78
7.54363	7	54363	R	13	84.62	15.38
7.20731	7	20731	R	10	100.00	0.00
7.55158	7	55158	R	13	46.15	53.85
7.21228	7	21228	R	17	70.59	29.41
7.40488	7	40488	F	5	100.00	0.00
7.15956	7	15956	F	15	0.00	100.00
7.12583	7	12583	F	10	70.00	30.00
7.37277	7	37277	F	5	20.00	80.00
7.14535	7	14535	R	8	12.50	87.50
7.36097	7	36097	F	6	33.33	66.67
7.13752	7	13752	R	8	62.50	37.50
7.14593	7	14593	R	6	16.67	83.33
7.20801	7	20801	R	15	66.67	33.33
7.36961	7	36961	R	5	0.00	100.00
7.15815	7	15815	R	6	16.67	83.33
7.37057	7	37057	R	9	0.00	100.00
7.23580	7	23580	R	13	0.00	100.00
7.16424	7	16424	F	15	0.00	100.00
7.14450	7	14450	R	12	50.00	50.00
7.37003	7	37003	F	7	0.00	100.00
7.15036	7	15036	R	8	25.00	75.00
7.20494	7	20494	R	8	87.50	12.50
7.36775	7	36775	F	6	0.00	100.00
7.14705	7	14705	R	6	0.00	100.00
7.18382	7	18382	R	12	75.00	25.00
7.30815	7	30815	R	11	0.00	100.00
7.16776	7	16776	F	6	0.00	100.00
7.13733	7	13733	R	9	11.11	88.89
7.14978	7	14978	R	10	0.00	100.00
7.58866	7	58866	R	8	100.00	0.00
7.16921	7	16921	R	6	66.67	33.33
7.58652	7	58652	F	6	83.33	16.67
7.52152	7	52152	R	6	16.67	83.33
7.38575	7	38575	R	12	83.33	16.67
7.15444	7	15444	F	11	9.09	90.91
7.15809	7	15809	R	6	16.67	83.33
7.36008	7	36008	F	5	0.00	100.00
7.58845	7	58845	R	8	87.50	12.50
7.14459	7	14459	R	9	33.33	66.67
7.13279	7	13279	R	6	33.33	66.67
7.61287	7	61287	R	19	78.95	21.05
7.16536	7	16536	F	9	11.11	88.89
7.36612	7	36612	R	8	0.00	100.00
7.18918	7	18918	F	7	100.00	0.00
7.43006	7	43006	F	7	100.00	0.00
7.15395	7	15395	R	17	11.76	88.24
7.57307	7	57307	R	9	66.67	33.33
7.47640	7	47640	R	6	100.00	0.00
7.17264	7	17264	R	15	0.00	100.00
7.14116	7	14116	R	7	0.00	100.00
7.58868	7	58868	F	8	87.50	12.50
7.31787	7	31787	F	8	62.50	37.50
7.37461	7	37461	R	6	0.00	100.00
7.14906	7	14906	R	8	0.00	100.00
7.56113	7	56113	R	9	77.78	22.22
7.40753	7	40753	R	16	81.25	18.75
7.59073	7	59073	F	6	100.00	0.00
7.37166	7	37166	R	6	0.00	100.00
7.21423	7	21423	R	13	84.62	15.38
7.14002	7	14002	R	9	55.56	44.44
7.15992	7	15992	R	6	0.00	100.00
7.30683	7	30683	R	6	0.00	100.00
7.16235	7	16235	R	12	8.33	91.67
7.59175	7	59175	R	7	100.00	0.00
7.18045	7	18045	R	6	100.00	0.00
7.30812	7	30812	R	11	9.09	90.91
7.13940	7	13940	R	5	20.00	80.00
7.16453	7	16453	R	15	6.67	93.33
7.14613	7	14613	F	10	20.00	80.00
7.62581	7	62581	R	6	0.00	100.00
7.14458	7	14458	F	6	33.33	66.67
7.32521	7	32521	F	7	71.43	28.57
7.14395	7	14395	F	14	35.71	64.29
7.14177	7	14177	F	14	21.43	78.57
7.36782	7	36782	F	6	0.00	100.00
7.13667	7	13667	F	11	54.55	45.45
7.13370	7	13370	R	10	10.00	90.00
7.15321	7	15321	R	10	0.00	100.00
7.52978	7	52978	R	8	62.50	37.50
7.15202	7	15202	R	9	0.00	100.00
7.47994	7	47994	R	8	50.00	50.00
7.53731	7	53731	F	6	66.67	33.33
7.13948	7	13948	R	6	33.33	66.67
7.14290	7	14290	F	9	11.11	88.89
7.25641	7	25641	R	35	0.00	100.00
7.13809	7	13809	R	8	62.50	37.50
7.48401	7	48401	R	16	68.75	31.25
7.58665	7	58665	R	13	84.62	15.38
7.14038	7	14038	F	21	9.52	90.48
7.14793	7	14793	F	10	30.00	70.00
7.15619	7	15619	R	6	0.00	100.00
7.14858	7	14858	R	9	11.11	88.89
7.15892	7	15892	F	12	8.33	91.67
7.15250	7	15250	R	7	0.00	100.00
7.15459	7	15459	F	11	9.09	90.91
7.16033	7	16033	R	7	0.00	100.00
7.14471	7	14471	F	5	40.00	60.00
7.14557	7	14557	F	6	16.67	83.33
7.36582	7	36582	R	9	0.00	100.00
7.21138	7	21138	R	22	100.00	0.00
7.13975	7	13975	F	22	22.73	77.27
7.15823	7	15823	F	10	10.00	90.00
7.16438	7	16438	R	14	7.14	92.86
7.13764	7	13764	F	16	12.50	87.50
7.58646	7	58646	R	12	100.00	0.00
7.16545	7	16545	R	8	12.50	87.50
7.15125	7	15125	R	14	0.00	100.00
7.14327	7	14327	F	11	36.36	63.64
7.41285	7	41285	F	5	60.00	40.00
7.16201	7	16201	R	6	0.00	100.00
7.36754	7	36754	F	7	0.00	100.00
7.62595	7	62595	R	6	0.00	100.00
7.36808	7	36808	R	8	0.00	100.00
7.10258	7	10258	F	9	55.56	44.44
7.44377	7	44377	F	5	100.00	0.00
7.33381	7	33381	R	9	66.67	33.33
7.14556	7	14556	R	7	14.29	85.71
7.14403	7	14403	R	11	36.36	63.64
7.16433	7	16433	R	14	7.14	92.86
7.15264	7	15264	F	15	6.67	93.33
7.50961	7	50961	R	16	68.75	31.25
7.15500	7	15500	F	6	16.67	83.33
7.20877	7	20877	R	13	92.31	7.69
7.54511	7	54511	R	7	85.71	14.29
7.13348	7	13348	F	10	40.00	60.00
7.51571	7	51571	R	19	57.89	42.11
7.14913	7	14913	F	8	12.50	87.50
7.15996	7	15996	F	16	6.25	93.75
7.15062	7	15062	R	10	0.00	100.00
7.35208	7	35208	F	5	60.00	40.00
7.38853	7	38853	R	5	80.00	20.00
7.15375	7	15375	F	9	0.00	100.00
7.61298	7	61298	R	17	47.06	52.94
7.45622	7	45622	F	10	80.00	20.00
7.36176	7	36176	R	5	0.00	100.00
7.37206	7	37206	R	6	0.00	100.00
7.14648	7	14648	F	10	10.00	90.00
7.54057	7	54057	R	10	80.00	20.00
7.15297	7	15297	F	14	14.29	85.71
7.53012	7	53012	F	6	83.33	16.67
7.16684	7	16684	F	7	0.00	100.00
7.37025	7	37025	F	7	0.00	100.00
7.21365	7	21365	R	23	91.30	8.70
7.20787	7	20787	R	14	92.86	7.14
7.14603	7	14603	R	5	0.00	100.00
7.15129	7	15129	F	8	12.50	87.50
7.42153	7	42153	R	13	53.85	46.15
7.15864	7	15864	F	10	0.00	100.00
7.38824	7	38824	R	11	72.73	27.27
7.13974	7	13974	R	9	55.56	44.44
7.43004	7	43004	R	14	92.86	7.14
7.36901	7	36901	F	6	0.00	100.00
7.18103	7	18103	R	9	100.00	0.00
7.13341	7	13341	F	10	40.00	60.00
7.62746	7	62746	R	7	0.00	100.00
7.48073	7	48073	R	10	70.00	30.00
7.15320	7	15320	F	11	9.09	90.91
7.13781	7	13781	R	9	33.33	66.67
7.13932	7	13932	R	5	20.00	80.00
7.14528	7	14528	R	8	25.00	75.00
7.36247	7	36247	R	5	0.00	100.00
7.13617	7	13617	R	8	12.50	87.50
7.57180	7	57180	F	9	44.44	55.56
7.31453	7	31453	R	10	100.00	0.00
7.10766	7	10766	F	5	60.00	40.00
7.36049	7	36049	F	10	0.00	100.00
7.16045	7	16045	F	16	0.00	100.00
7.46175	7	46175	R	25	80.00	20.00
7.29715	7	29715	F	5	40.00	60.00
7.35995	7	35995	F	5	0.00	100.00
7.16165	7	16165	F	8	12.50	87.50
7.13309	7	13309	R	7	28.57	71.43
7.28134	7	28134	R	19	73.68	26.32
7.34616	7	34616	R	7	71.43	28.57
7.13334	7	13334	F	10	30.00	70.00
7.15362	7	15362	R	13	15.38	84.62
7.16467	7	16467	F	12	0.00	100.00
7.13954	7	13954	F	21	23.81	76.19
7.14284	7	14284	R	9	11.11	88.89
7.13272	7	13272	F	15	40.00	60.00
7.26147	7	26147	R	10	40.00	60.00
7.37165	7	37165	F	5	20.00	80.00
7.47648	7	47648	R	6	100.00	0.00
7.14661	7	14661	F	11	54.55	45.45
7.14781	7	14781	F	10	20.00	80.00
7.56137	7	56137	R	10	60.00	40.00
7.15039	7	15039	F	16	12.50	87.50
7.45774	7	45774	F	7	100.00	0.00
7.16402	7	16402	F	14	0.00	100.00
7.15647	7	15647	R	7	14.29	85.71
7.36822	7	36822	R	9	0.00	100.00
7.16627	7	16627	R	5	0.00	100.00
7.45412	7	45412	F	7	100.00	0.00
7.14844	7	14844	F	12	0.00	100.00
7.16304	7	16304	F	14	14.29	85.71
7.36676	7	36676	F	5	20.00	80.00
7.15017	7	15017	F	14	7.14	92.86
7.59659	7	59659	R	27	85.19	14.81
7.38310	7	38310	F	5	40.00	60.00
7.58752	7	58752	R	16	68.75	31.25
7.14641	7	14641	F	10	30.00	70.00
7.15339	7	15339	F	7	14.29	85.71
7.13342	7	13342	R	10	30.00	70.00
7.37170	7	37170	R	7	0.00	100.00
7.13912	7	13912	F	12	25.00	75.00
7.37142	7	37142	R	6	0.00	100.00
7.18031	7	18031	R	5	100.00	0.00
7.58806	7	58806	F	5	100.00	0.00
7.14851	7	14851	R	7	28.57	71.43
7.47500	7	47500	R	12	91.67	8.33
7.37217	7	37217	F	5	0.00	100.00
7.13890	7	13890	F	11	18.18	81.82
7.37031	7	37031	R	8	0.00	100.00
7.15677	7	15677	R	7	28.57	71.43
7.37254	7	37254	R	5	0.00	100.00
7.20770	7	20770	R	7	71.43	28.57
7.44567	7	44567	F	7	100.00	0.00
7.37146	7	37146	F	6	16.67	83.33
7.16089	7	16089	R	7	14.29	85.71
7.18958	7	18958	F	8	87.50	12.50
7.45256	7	45256	F	5	100.00	0.00
7.15767	7	15767	F	10	0.00	100.00
7.61696	7	61696	R	14	92.86	7.14
7.61041	7	61041	R	19	68.42	31.58
7.45610	7	45610	R	5	80.00	20.00
7.28534	7	28534	R	16	62.50	37.50
7.40604	7	40604	F	5	80.00	20.00
7.36738	7	36738	F	7	0.00	100.00
7.15760	7	15760	F	9	0.00	100.00
7.37607	7	37607	R	8	0.00	100.00
7.12811	7	12811	F	5	0.00	100.00
7.16236	7	16236	F	14	7.14	92.86
7.14565	7	14565	R	8	37.50	62.50
7.14227	7	14227	R	9	11.11	88.89
7.13862	7	13862	F	13	61.54	38.46
7.16461	7	16461	R	15	6.67	93.33
7.37169	7	37169	F	5	0.00	100.00
7.55298	7	55298	R	10	70.00	30.00
7.36776	7	36776	R	7	0.00	100.00
7.56533	7	56533	R	12	50.00	50.00
7.23065	7	23065	R	8	75.00	25.00
7.20204	7	20204	F	8	87.50	12.50
7.54908	7	54908	R	11	63.64	36.36
7.14558	7	14558	R	7	14.29	85.71
7.13646	7	13646	R	7	14.29	85.71
7.15453	7	15453	R	9	11.11	88.89
7.14226	7	14226	F	11	9.09	90.91
7.54191	7	54191	R	9	100.00	0.00
7.14674	7	14674	F	11	18.18	81.82
7.16663	7	16663	F	8	12.50	87.50
7.36503	7	36503	F	8	25.00	75.00
7.14115	7	14115	F	14	7.14	92.86
7.45609	7	45609	F	9	66.67	33.33
7.15283	7	15283	F	14	14.29	85.71
7.19725	7	19725	R	8	87.50	12.50
7.49952	7	49952	F	6	66.67	33.33
7.14962	7	14962	R	12	8.33	91.67
7.16661	7	16661	F	10	10.00	90.00
7.42960	7	42960	R	8	75.00	25.00
7.19054	7	19054	F	9	66.67	33.33
7.15904	7	15904	F	13	0.00	100.00
7.14205	7	14205	R	6	33.33	66.67
7.55957	7	55957	F	7	85.71	14.29
7.57543	7	57543	R	22	54.55	45.45
7.27815	7	27815	R	9	88.89	11.11
7.15025	7	15025	F	14	7.14	92.86
7.14452	7	14452	R	12	0.00	100.00
7.15314	7	15314	R	9	11.11	88.89
7.14086	7	14086	R	9	66.67	33.33
7.15571	7	15571	F	6	0.00	100.00
7.54929	7	54929	R	13	76.92	23.08
7.37521	7	37521	R	5	20.00	80.00
7.37913	7	37913	R	7	28.57	71.43
7.56255	7	56255	F	6	100.00	0.00
7.30603	7	30603	R	9	0.00	100.00
7.28925	7	28925	R	7	57.14	42.86
7.10862	7	10862	F	8	62.50	37.50
7.30844	7	30844	R	6	0.00	100.00
7.25657	7	25657	R	30	0.00	100.00
7.22625	7	22625	R	14	71.43	28.57
7.17448	7	17448	R	16	100.00	0.00
7.15032	7	15032	R	8	12.50	87.50
7.14029	7	14029	F	22	22.73	77.27
7.30857	7	30857	R	5	0.00	100.00
7.13772	7	13772	F	17	35.29	64.71
7.16290	7	16290	F	12	8.33	91.67
7.29608	7	29608	R	16	68.75	31.25
7.30383	7	30383	R	10	0.00	100.00
7.14725	7	14725	F	8	37.50	62.50
7.15684	7	15684	R	7	28.57	71.43
7.14612	7	14612	R	6	100.00	0.00
7.13918	7	13918	F	15	46.67	53.33
7.17045	7	17045	R	7	0.00	100.00
7.14023	7	14023	F	24	25.00	75.00
7.13428	7	13428	R	12	50.00	50.00
7.22376	7	22376	R	6	66.67	33.33
7.14449	7	14449	F	9	33.33	66.67
7.14016	7	14016	R	7	14.29	85.71
7.19791	7	19791	R	7	100.00	0.00
7.16048	7	16048	R	7	0.00	100.00
7.13723	7	13723	F	10	20.00	80.00
7.14934	7	14934	R	12	8.33	91.67
7.15241	7	15241	F	15	6.67	93.33
7.14502	7	14502	R	7	14.29	85.71
7.43907	7	43907	R	6	100.00	0.00
7.36246	7	36246	F	5	0.00	100.00
7.39098	7	39098	R	5	80.00	20.00
7.22567	7	22567	R	8	37.50	62.50
7.53013	7	53013	R	10	70.00	30.00
7.13055	7	13055	R	6	66.67	33.33
7.15130	7	15130	R	13	0.00	100.00
7.37294	7	37294	F	5	20.00	80.00
7.20923	7	20923	R	16	100.00	0.00
7.52139	7	52139	F	9	77.78	22.22
7.14873	7	14873	R	7	0.00	100.00
7.48226	7	48226	R	8	100.00	0.00
7.31582	7	31582	F	9	44.44	55.56
7.21367	7	21367	R	21	90.48	9.52
7.27075	7	27075	R	15	40.00	60.00
7.39651	7	39651	R	18	72.22	27.78
7.61794	7	61794	F	5	20.00	80.00
7.16600	7	16600	F	7	0.00	100.00
7.40905	7	40905	R	13	76.92	23.08
7.59988	7	59988	R	15	60.00	40.00
7.50948	7	50948	R	16	43.75	56.25
7.33979	7	33979	R	8	75.00	25.00
7.30232	7	30232	R	7	71.43	28.57
7.60026	7	60026	R	13	69.23	30.77
7.16431	7	16431	R	13	0.00	100.00
7.52341	7	52341	F	11	81.82	18.18
7.36840	7	36840	R	11	0.00	100.00
7.15712	7	15712	R	8	12.50	87.50
7.37016	7	37016	F	7	0.00	100.00
7.35872	7	35872	F	5	0.00	100.00
7.27641	7	27641	R	5	80.00	20.00
7.26540	7	26540	R	7	100.00	0.00
7.37659	7	37659	R	11	0.00	100.00
7.16458	7	16458	F	14	7.14	92.86
7.16209	7	16209	R	7	0.00	100.00
7.15229	7	15229	F	16	12.50	87.50
7.58443	7	58443	R	9	22.22	77.78
7.16621	7	16621	R	6	0.00	100.00
7.47208	7	47208	R	10	100.00	0.00
7.26243	7	26243	R	6	100.00	0.00
7.36990	7	36990	F	5	0.00	100.00
7.14010	7	14010	F	26	23.08	76.92
7.38354	7	38354	R	5	100.00	0.00
7.12199	7	12199	F	6	83.33	16.67
7.43272	7	43272	R	15	86.67	13.33
7.16459	7	16459	R	15	0.00	100.00
7.56744	7	56744	R	8	75.00	25.00
7.40559	7	40559	F	5	100.00	0.00
7.15612	7	15612	F	10	0.00	100.00
7.16876	7	16876	R	8	37.50	62.50
7.15757	7	15757	R	8	0.00	100.00
7.62707	7	62707	R	9	0.00	100.00
7.12142	7	12142	F	6	83.33	16.67
7.39097	7	39097	F	5	40.00	60.00
7.18858	7	18858	F	6	66.67	33.33
7.13717	7	13717	F	12	41.67	58.33
7.58610	7	58610	F	6	50.00	50.00
7.16855	7	16855	R	8	12.50	87.50
7.16444	7	16444	F	17	0.00	100.00
7.34787	7	34787	F	5	80.00	20.00
7.15242	7	15242	R	8	0.00	100.00
7.15088	7	15088	R	15	6.67	93.33
7.44753	7	44753	F	12	91.67	8.33
7.34408	7	34408	R	10	70.00	30.00
7.14948	7	14948	R	11	0.00	100.00
7.14416	7	14416	R	11	45.45	54.55
7.30308	7	30308	R	12	41.67	58.33
7.16868	7	16868	R	8	50.00	50.00
7.38646	7	38646	R	12	100.00	0.00
7.60612	7	60612	R	20	75.00	25.00
7.14690	7	14690	R	9	11.11	88.89
7.47303	7	47303	R	9	88.89	11.11
7.29704	7	29704	R	16	87.50	12.50
7.14233	7	14233	F	11	9.09	90.91
7.15928	7	15928	F	12	25.00	75.00
7.13668	7	13668	R	6	50.00	50.00
7.62507	7	62507	R	10	0.00	100.00
7.47941	7	47941	R	7	42.86	57.14
7.15816	7	15816	F	8	12.50	87.50
7.14870	7	14870	R	6	16.67	83.33
7.36474	7	36474	F	6	16.67	83.33
7.15059	7	15059	F	19	10.53	89.47
7.14746	7	14746	R	11	18.18	81.82
7.41286	7	41286	R	5	100.00	0.00
7.30819	7	30819	R	11	0.00	100.00
7.14990	7	14990	R	10	0.00	100.00
7.16248	7	16248	F	16	6.25	93.75
7.14653	7	14653	F	12	33.33	66.67
7.14619	7	14619	R	6	50.00	50.00
7.13280	7	13280	F	15	26.67	73.33
7.38458	7	38458	R	15	100.00	0.00
7.32050	7	32050	R	13	84.62	15.38
7.14039	7	14039	R	9	11.11	88.89
7.21921	7	21921	R	5	100.00	0.00
7.30581	7	30581	R	8	0.00	100.00
7.18437	7	18437	R	11	90.91	9.09
7.14030	7	14030	R	9	33.33	66.67
7.38071	7	38071	F	5	60.00	40.00
7.15562	7	15562	F	5	0.00	100.00
7.15096	7	15096	F	14	0.00	100.00
7.36522	7	36522	F	5	0.00	100.00
7.52333	7	52333	R	13	76.92	23.08
7.10178	7	10178	F	5	80.00	20.00
7.62553	7	62553	R	10	0.00	100.00
7.44123	7	44123	R	16	56.25	43.75
7.15709	7	15709	R	8	0.00	100.00
7.14605	7	14605	F	10	20.00	80.00
7.21752	7	21752	R	17	76.47	23.53
7.13308	7	13308	F	11	36.36	63.64
7.36935	7	36935	R	6	0.00	100.00
7.42715	7	42715	F	6	50.00	50.00
7.49074	7	49074	F	5	100.00	0.00
7.14822	7	14822	R	11	18.18	81.82
7.16854	7	16854	F	6	16.67	83.33
7.53762	7	53762	R	9	66.67	33.33
7.49099	7	49099	F	5	100.00	0.00
7.31509	7	31509	R	14	92.86	7.14
7.12170	7	12170	F	7	28.57	71.43
