chrBase	chr	base	strand	coverage	freqC	freqT
7.61122	7	61122	R	5	60.00	40.00
7.31122	7	31122	F	6	33.33	66.67
7.44753	7	44753	F	12	66.67	33.33
7.14521	7	14521	F	14	71.43	28.57
7.18045	7	18045	R	13	69.23	30.77
7.19791	7	19791	R	8	87.50	12.50
7.58711	7	58711	R	9	55.56	44.44
7.19231	7	19231	F	14	92.86	7.14
7.62306	7	62306	R	7	0.00	100.00
7.58735	7	58735	R	12	75.00	25.00
7.51206	7	51206	R	24	91.67	8.33
7.49961	7	49961	R	7	71.43	28.57
7.15152	7	15152	F	8	25.00	75.00
7.14535	7	14535	R	5	0.00	100.00
7.13982	7	13982	R	7	28.57	71.43
7.47652	7	47652	R	7	85.71	14.29
7.14977	7	14977	F	6	50.00	50.00
7.15060	7	15060	R	5	60.00	40.00
7.33892	7	33892	F	5	20.00	80.00
7.21252	7	21252	R	19	84.21	15.79
7.36886	7	36886	R	5	0.00	100.00
7.14431	7	14431	R	8	25.00	75.00
7.13475	7	13475	R	9	44.44	55.56
7.13586	7	13586	F	19	57.89	42.11
7.62698	7	62698	R	8	0.00	100.00
7.15786	7	15786	F	5	20.00	80.00
7.14072	7	14072	R	13	69.23	30.77
7.22620	7	22620	R	8	50.00	50.00
7.14261	7	14261	F	8	12.50	87.50
7.13400	7	13400	R	10	40.00	60.00
7.52139	7	52139	F	7	57.14	42.86
7.15788	7	15788	F	5	0.00	100.00
7.13723	7	13723	F	12	75.00	25.00
7.38646	7	38646	R	16	93.75	6.25
7.14038	7	14038	F	12	58.33	41.67
7.18108	7	18108	R	17	82.35	17.65
7.52642	7	52642	R	28	35.71	64.29
7.16691	7	16691	F	9	11.11	88.89
7.32513	7	32513	F	8	100.00	0.00
7.15912	7	15912	F	12	8.33	91.67
7.45412	7	45412	F	10	100.00	0.00
7.13690	7	13690	R	5	80.00	20.00
7.20877	7	20877	R	25	92.00	8.00
7.30794	7	30794	R	9	0.00	100.00
7.15904	7	15904	F	13	7.69	92.31
7.13681	7	13681	F	16	43.75	56.25
7.23065	7	23065	R	6	66.67	33.33
7.15380	7	15380	F	7	28.57	71.43
7.12230	7	12230	F	15	66.67	33.33
7.37570	7	37570	R	8	0.00	100.00
7.29507	7	29507	R	13	84.62	15.38
7.15018	7	15018	R	6	16.67	83.33
7.18704	7	18704	R	5	40.00	60.00
7.13489	7	13489	R	10	30.00	70.00
7.13477	7	13477	R	10	80.00	20.00
7.34967	7	34967	F	7	0.00	100.00
7.31925	7	31925	R	7	85.71	14.29
7.54908	7	54908	R	6	83.33	16.67
7.38824	7	38824	R	5	100.00	0.00
7.62512	7	62512	R	6	0.00	100.00
7.15843	7	15843	R	5	20.00	80.00
7.62383	7	62383	R	7	0.00	100.00
7.13232	7	13232	R	18	61.11	38.89
7.30673	7	30673	R	7	0.00	100.00
7.16389	7	16389	R	7	0.00	100.00
7.13646	7	13646	R	6	33.33	66.67
7.13872	7	13872	R	6	66.67	33.33
7.16178	7	16178	F	9	22.22	77.78
7.14618	7	14618	F	9	44.44	55.56
7.14422	7	14422	R	9	44.44	55.56
7.16144	7	16144	F	11	9.09	90.91
7.62455	7	62455	R	6	0.00	100.00
7.58725	7	58725	R	9	44.44	55.56
7.16486	7	16486	F	12	33.33	66.67
7.14927	7	14927	R	8	37.50	62.50
7.18958	7	18958	F	14	85.71	14.29
7.54305	7	54305	R	15	46.67	53.33
7.13540	7	13540	R	8	37.50	62.50
7.15920	7	15920	F	12	16.67	83.33
7.52978	7	52978	R	7	85.71	14.29
7.30581	7	30581	R	8	0.00	100.00
7.21079	7	21079	R	8	87.50	12.50
7.26147	7	26147	R	9	33.33	66.67
7.16654	7	16654	F	10	10.00	90.00
7.33547	7	33547	R	15	100.00	0.00
7.14870	7	14870	R	5	20.00	80.00
7.48259	7	48259	R	13	76.92	23.08
7.50961	7	50961	R	17	58.82	41.18
7.17009	7	17009	F	5	100.00	0.00
7.16570	7	16570	F	12	0.00	100.00
7.16131	7	16131	F	12	16.67	83.33
7.36229	7	36229	F	7	14.29	85.71
7.30967	7	30967	R	5	0.00	100.00
7.15230	7	15230	R	7	28.57	71.43
7.20801	7	20801	R	11	81.82	18.18
7.15130	7	15130	R	6	50.00	50.00
7.45704	7	45704	R	10	90.00	10.00
7.40489	7	40489	R	15	86.67	13.33
7.14697	7	14697	F	8	37.50	62.50
7.17626	7	17626	R	22	77.27	22.73
7.30534	7	30534	R	7	14.29	85.71
7.16304	7	16304	F	15	0.00	100.00
7.17529	7	17529	R	27	88.89	11.11
7.16319	7	16319	R	7	71.43	28.57
7.14219	7	14219	R	7	42.86	57.14
7.16626	7	16626	F	8	0.00	100.00
7.36475	7	36475	R	11	9.09	90.91
7.13524	7	13524	F	15	66.67	33.33
7.40585	7	40585	F	5	80.00	20.00
7.37205	7	37205	F	7	0.00	100.00
7.14015	7	14015	F	17	35.29	64.71
7.10862	7	10862	F	10	70.00	30.00
7.13751	7	13751	F	10	80.00	20.00
7.14391	7	14391	F	11	36.36	63.64
7.16460	7	16460	F	9	11.11	88.89
7.42255	7	42255	F	11	100.00	0.00
7.62428	7	62428	R	6	0.00	100.00
7.15877	7	15877	F	13	15.38	84.62
7.20456	7	20456	F	6	100.00	0.00
7.52940	7	52940	R	5	20.00	80.00
7.16921	7	16921	R	8	87.50	12.50
7.33015	7	33015	R	5	20.00	80.00
7.30819	7	30819	R	9	0.00	100.00
7.26587	7	26587	R	7	85.71	14.29
7.32049	7	32049	F	5	80.00	20.00
7.14494	7	14494	R	7	85.71	14.29
7.43003	7	43003	F	5	100.00	0.00
7.54363	7	54363	R	12	100.00	0.00
7.15395	7	15395	R	6	0.00	100.00
7.21072	7	21072	R	10	90.00	10.00
7.57644	7	57644	R	11	90.91	9.09
7.18381	7	18381	F	5	100.00	0.00
7.14920	7	14920	R	7	71.43	28.57
7.26303	7	26303	R	9	33.33	66.67
7.16265	7	16265	R	5	40.00	60.00
7.20238	7	20238	R	6	100.00	0.00
7.20059	7	20059	R	6	83.33	16.67
7.30683	7	30683	R	8	0.00	100.00
7.54457	7	54457	R	11	81.82	18.18
7.15836	7	15836	F	7	42.86	57.14
7.10409	7	10409	F	16	56.25	43.75
7.13862	7	13862	F	10	70.00	30.00
7.42853	7	42853	F	7	100.00	0.00
7.14016	7	14016	R	12	33.33	66.67
7.14872	7	14872	F	5	40.00	60.00
7.28924	7	28924	F	5	80.00	20.00
7.44567	7	44567	F	7	71.43	28.57
7.37170	7	37170	R	5	20.00	80.00
7.14726	7	14726	R	11	45.45	54.55
7.13609	7	13609	R	6	83.33	16.67
7.16125	7	16125	R	6	0.00	100.00
7.14501	7	14501	F	12	50.00	50.00
7.54253	7	54253	R	7	71.43	28.57
7.14393	7	14393	F	11	36.36	63.64
7.16318	7	16318	F	13	7.69	92.31
7.13918	7	13918	F	18	83.33	16.67
7.55298	7	55298	R	12	66.67	33.33
7.16683	7	16683	R	5	0.00	100.00
7.14528	7	14528	R	7	42.86	57.14
7.12959	7	12959	F	7	85.71	14.29
7.12583	7	12583	F	7	71.43	28.57
7.26377	7	26377	R	9	77.78	22.22
7.62436	7	62436	R	6	0.00	100.00
7.15878	7	15878	R	5	20.00	80.00
7.39580	7	39580	R	6	66.67	33.33
7.58671	7	58671	F	5	100.00	0.00
7.13208	7	13208	F	7	14.29	85.71
7.28134	7	28134	R	25	76.00	24.00
7.14280	7	14280	F	11	72.73	27.27
7.36991	7	36991	R	6	0.00	100.00
7.60535	7	60535	R	9	66.67	33.33
7.39222	7	39222	R	6	83.33	16.67
7.15424	7	15424	F	6	33.33	66.67
7.14374	7	14374	F	12	66.67	33.33
7.13996	7	13996	R	7	57.14	42.86
7.15241	7	15241	F	5	20.00	80.00
7.13945	7	13945	F	20	55.00	45.00
7.14586	7	14586	R	5	20.00	80.00
7.62411	7	62411	R	6	0.00	100.00
7.45622	7	45622	F	5	100.00	0.00
7.16859	7	16859	F	8	37.50	62.50
7.42153	7	42153	R	11	100.00	0.00
7.14367	7	14367	F	13	53.85	46.15
7.20889	7	20889	R	23	91.30	8.70
7.36414	7	36414	R	7	28.57	71.43
7.14010	7	14010	F	14	35.71	64.29
7.25579	7	25579	R	39	2.56	97.44
7.14328	7	14328	R	6	66.67	33.33
7.50788	7	50788	R	7	100.00	0.00
7.15109	7	15109	F	5	60.00	40.00
7.36788	7	36788	R	6	0.00	100.00
7.15397	7	15397	R	6	16.67	83.33
7.36972	7	36972	R	5	0.00	100.00
7.16060	7	16060	F	9	22.22	77.78
7.41981	7	41981	R	22	90.91	9.09
7.54382	7	54382	R	14	78.57	21.43
7.14402	7	14402	F	11	27.27	72.73
7.30857	7	30857	R	11	0.00	100.00
7.13279	7	13279	R	8	75.00	25.00
7.16248	7	16248	F	13	30.77	69.23
7.16312	7	16312	F	13	7.69	92.31
7.26243	7	26243	R	7	100.00	0.00
7.14163	7	14163	R	7	57.14	42.86
7.16136	7	16136	F	11	18.18	81.82
7.53732	7	53732	R	9	88.89	11.11
7.20461	7	20461	F	6	100.00	0.00
7.30887	7	30887	R	7	0.00	100.00
7.21900	7	21900	R	6	66.67	33.33
7.15255	7	15255	F	5	20.00	80.00
7.14962	7	14962	R	8	50.00	50.00
7.47485	7	47485	F	6	83.33	16.67
7.16885	7	16885	F	6	33.33	66.67
7.34974	7	34974	F	10	40.00	60.00
7.41778	7	41778	R	17	70.59	29.41
7.43907	7	43907	R	6	50.00	50.00
7.14705	7	14705	R	11	27.27	72.73
7.15297	7	15297	F	5	40.00	60.00
7.14029	7	14029	F	15	40.00	60.00
7.16397	7	16397	R	7	14.29	85.71
7.55158	7	55158	R	10	30.00	70.00
7.13640	7	13640	R	7	57.14	42.86
7.37594	7	37594	R	9	11.11	88.89
7.28534	7	28534	R	17	88.24	11.76
7.14690	7	14690	R	10	60.00	40.00
7.42203	7	42203	R	10	50.00	50.00
7.13580	7	13580	F	16	37.50	62.50
7.47647	7	47647	F	9	88.89	11.11
7.13661	7	13661	F	17	70.59	29.41
7.16068	7	16068	F	9	22.22	77.78
7.37057	7	37057	R	6	0.00	100.00
7.27482	7	27482	R	7	85.71	14.29
7.14234	7	14234	R	7	42.86	57.14
7.14710	7	14710	R	11	45.45	54.55
7.36755	7	36755	R	7	0.00	100.00
7.14154	7	14154	F	11	45.45	54.55
7.36761	7	36761	R	7	0.00	100.00
7.16776	7	16776	F	7	0.00	100.00
7.37528	7	37528	R	8	0.00	100.00
7.13504	7	13504	F	18	11.11	88.89
7.59074	7	59074	R	5	40.00	60.00
7.13316	7	13316	R	10	60.00	40.00
7.19607	7	19607	R	6	83.33	16.67
7.16376	7	16376	F	10	30.00	70.00
7.37809	7	37809	R	9	11.11	88.89
7.19039	7	19039	F	8	87.50	12.50
7.13800	7	13800	F	10	20.00	80.00
7.34602	7	34602	R	6	100.00	0.00
7.15011	7	15011	R	6	0.00	100.00
7.15172	7	15172	R	6	0.00	100.00
7.56262	7	56262	R	12	91.67	8.33
7.54476	7	54476	R	10	30.00	70.00
7.16437	7	16437	F	10	30.00	70.00
7.16847	7	16847	F	8	25.00	75.00
7.61847	7	61847	R	5	80.00	20.00
7.37141	7	37141	F	7	0.00	100.00
7.13250	7	13250	F	7	71.43	28.57
7.36311	7	36311	F	7	0.00	100.00
7.13245	7	13245	R	11	81.82	18.18
7.14886	7	14886	R	7	14.29	85.71
7.53669	7	53669	F	7	85.71	14.29
7.37142	7	37142	R	5	20.00	80.00
7.49613	7	49613	R	5	20.00	80.00
7.50087	7	50087	R	6	0.00	100.00
7.16237	7	16237	R	6	50.00	50.00
7.57681	7	57681	R	13	84.62	15.38
7.13856	7	13856	F	10	90.00	10.00
7.20210	7	20210	F	8	62.50	37.50
7.58443	7	58443	R	7	28.57	71.43
7.42131	7	42131	F	9	33.33	66.67
7.29404	7	29404	R	6	66.67	33.33
7.13620	7	13620	F	15	40.00	60.00
7.14527	7	14527	F	13	61.54	38.46
7.36390	7	36390	R	7	14.29	85.71
7.62371	7	62371	F	7	0.00	100.00
7.15388	7	15388	F	6	33.33	66.67
7.54274	7	54274	R	7	71.43	28.57
7.13496	7	13496	F	16	75.00	25.00
7.14169	7	14169	R	7	71.43	28.57
7.17045	7	17045	R	7	71.43	28.57
7.28925	7	28925	R	10	60.00	40.00
7.39651	7	39651	R	8	100.00	0.00
7.62526	7	62526	R	6	0.00	100.00
7.38354	7	38354	R	12	75.00	25.00
7.20493	7	20493	F	5	100.00	0.00
7.13893	7	13893	R	8	50.00	50.00
7.25657	7	25657	R	21	0.00	100.00
7.21244	7	21244	F	6	100.00	0.00
7.14858	7	14858	R	6	16.67	83.33
7.56744	7	56744	R	14	71.43	28.57
7.16584	7	16584	F	9	0.00	100.00
7.15724	7	15724	F	5	40.00	60.00
7.36474	7	36474	F	6	0.00	100.00
7.15305	7	15305	F	5	40.00	60.00
7.15725	7	15725	R	5	0.00	100.00
7.42736	7	42736	R	6	66.67	33.33
7.16564	7	16564	F	11	0.00	100.00
7.15258	7	15258	R	6	33.33	66.67
7.14611	7	14611	F	9	44.44	55.56
7.13624	7	13624	R	7	28.57	71.43
7.15991	7	15991	F	6	16.67	83.33
7.62352	7	62352	F	6	0.00	100.00
7.14488	7	14488	F	10	80.00	20.00
7.18919	7	18919	R	6	100.00	0.00
7.34673	7	34673	R	11	0.00	100.00
7.14205	7	14205	R	8	25.00	75.00
7.36330	7	36330	R	5	0.00	100.00
7.23579	7	23579	F	17	47.06	52.94
7.22862	7	22862	R	11	72.73	27.27
7.31924	7	31924	F	10	80.00	20.00
7.36504	7	36504	R	13	7.69	92.31
7.15186	7	15186	F	7	0.00	100.00
7.17004	7	17004	R	11	90.91	9.09
7.37066	7	37066	R	5	0.00	100.00
7.15417	7	15417	R	6	0.00	100.00
7.55871	7	55871	R	14	71.43	28.57
7.36840	7	36840	R	5	0.00	100.00
7.37518	7	37518	R	7	0.00	100.00
7.13441	7	13441	R	10	20.00	80.00
7.13926	7	13926	F	21	33.33	66.67
7.58645	7	58645	F	6	100.00	0.00
7.22535	7	22535	R	6	83.33	16.67
7.16103	7	16103	F	10	20.00	80.00
7.28609	7	28609	R	13	61.54	38.46
7.21109	7	21109	R	11	100.00	0.00
7.10178	7	10178	F	11	90.91	9.09
7.46629	7	46629	R	11	72.73	27.27
7.23759	7	23759	F	7	100.00	0.00
7.14086	7	14086	R	12	66.67	33.33
7.12170	7	12170	F	15	60.00	40.00
7.15006	7	15006	R	6	33.33	66.67
7.28874	7	28874	F	5	80.00	20.00
7.16179	7	16179	R	6	16.67	83.33
7.53894	7	53894	R	6	83.33	16.67
7.13209	7	13209	R	19	10.53	89.47
7.12261	7	12261	F	17	76.47	23.53
7.61298	7	61298	R	12	16.67	83.33
7.36315	7	36315	F	7	0.00	100.00
7.36904	7	36904	R	7	0.00	100.00
7.36998	7	36998	R	5	20.00	80.00
7.17474	7	17474	R	24	70.83	29.17
7.14310	7	14310	R	6	66.67	33.33
7.32850	7	32850	R	5	100.00	0.00
7.21086	7	21086	R	10	60.00	40.00
7.57091	7	57091	R	15	93.33	6.67
7.62382	7	62382	F	8	0.00	100.00
7.30383	7	30383	R	11	18.18	81.82
7.58916	7	58916	F	6	100.00	0.00
7.36822	7	36822	R	5	0.00	100.00
7.60235	7	60235	R	6	16.67	83.33
7.37217	7	37217	F	6	0.00	100.00
7.14416	7	14416	R	8	50.00	50.00
7.13608	7	13608	F	16	62.50	37.50
7.15926	7	15926	F	12	16.67	83.33
7.25749	7	25749	R	16	0.00	100.00
7.18309	7	18309	F	5	60.00	40.00
7.15956	7	15956	F	10	10.00	90.00
7.31850	7	31850	R	9	77.78	22.22
7.13695	7	13695	F	14	85.71	14.29
7.14337	7	14337	F	12	66.67	33.33
7.31123	7	31123	R	9	22.22	77.78
7.15173	7	15173	F	9	11.11	88.89
7.48239	7	48239	R	11	81.82	18.18
7.16129	7	16129	F	12	16.67	83.33
7.13328	7	13328	F	5	20.00	80.00
7.13843	7	13843	F	11	45.45	54.55
7.14197	7	14197	R	6	66.67	33.33
7.52084	7	52084	F	15	53.33	46.67
7.22567	7	22567	R	8	25.00	75.00
7.37512	7	37512	R	5	20.00	80.00
7.37505	7	37505	F	5	20.00	80.00
7.16986	7	16986	R	10	90.00	10.00
7.38575	7	38575	R	17	52.94	47.06
7.36460	7	36460	R	10	0.00	100.00
7.13307	7	13307	R	11	45.45	54.55
7.14613	7	14613	F	9	22.22	77.78
7.10767	7	10767	R	6	83.33	16.67
7.36675	7	36675	R	6	0.00	100.00
7.13614	7	13614	F	16	31.25	68.75
7.14311	7	14311	F	12	50.00	50.00
7.13787	7	13787	F	7	14.29	85.71
7.13704	7	13704	F	14	85.71	14.29
7.15865	7	15865	R	5	20.00	80.00
7.62463	7	62463	R	7	0.00	100.00
7.21423	7	21423	R	14	100.00	0.00
7.62298	7	62298	R	7	0.00	100.00
7.13559	7	13559	R	8	62.50	37.50
7.13634	7	13634	R	7	42.86	57.14
7.13645	7	13645	F	15	40.00	60.00
7.32784	7	32784	R	5	80.00	20.00
7.59837	7	59837	R	18	77.78	22.22
7.36902	7	36902	R	6	0.00	100.00
7.14549	7	14549	F	17	88.24	11.76
7.20462	7	20462	R	6	100.00	0.00
7.21022	7	21022	R	18	83.33	16.67
7.36718	7	36718	R	6	0.00	100.00
7.13871	7	13871	F	10	20.00	80.00
7.40271	7	40271	R	10	40.00	60.00
7.20782	7	20782	R	10	100.00	0.00
7.36285	7	36285	F	6	0.00	100.00
7.16209	7	16209	R	5	20.00	80.00
7.36543	7	36543	R	8	12.50	87.50
7.33454	7	33454	R	15	73.33	26.67
7.29911	7	29911	R	10	100.00	0.00
7.38310	7	38310	F	5	80.00	20.00
7.60096	7	60096	R	9	88.89	11.11
7.43004	7	43004	R	10	80.00	20.00
7.58653	7	58653	R	11	100.00	0.00
7.15090	7	15090	R	5	40.00	60.00
7.16920	7	16920	F	6	50.00	50.00
7.37757	7	37757	R	10	20.00	80.00
7.49680	7	49680	R	5	40.00	60.00
7.13623	7	13623	F	14	21.43	78.57
7.40753	7	40753	R	11	81.82	18.18
7.20162	7	20162	F	6	100.00	0.00
7.14489	7	14489	R	8	62.50	37.50
7.13537	7	13537	F	15	26.67	73.33
7.16867	7	16867	F	8	75.00	25.00
7.29062	7	29062	R	9	44.44	55.56
7.36447	7	36447	F	6	0.00	100.00
7.47994	7	47994	R	9	44.44	55.56
7.16411	7	16411	F	7	0.00	100.00
7.14500	7	14500	R	9	33.33	66.67
7.26735	7	26735	R	8	37.50	62.50
7.14481	7	14481	R	10	70.00	30.00
7.16677	7	16677	R	5	0.00	100.00
7.15711	7	15711	F	5	40.00	60.00
7.11995	7	11995	F	11	63.64	36.36
7.15780	7	15780	F	5	20.00	80.00
7.55687	7	55687	R	14	85.71	14.29
7.13726	7	13726	R	5	60.00	40.00
7.11565	7	11565	R	6	16.67	83.33
7.14508	7	14508	F	13	0.00	100.00
7.16663	7	16663	F	8	25.00	75.00
7.14602	7	14602	F	11	18.18	81.82
7.40752	7	40752	F	5	80.00	20.00
7.14668	7	14668	R	7	57.14	42.86
7.13642	7	13642	R	7	42.86	57.14
7.62703	7	62703	R	8	0.00	100.00
7.13272	7	13272	F	7	71.43	28.57
7.13468	7	13468	F	15	60.00	40.00
7.15850	7	15850	F	8	12.50	87.50
7.14051	7	14051	F	14	71.43	28.57
7.42752	7	42752	F	5	80.00	20.00
7.36360	7	36360	R	5	0.00	100.00
7.21141	7	21141	F	5	100.00	0.00
7.15893	7	15893	R	5	20.00	80.00
7.30536	7	30536	R	7	0.00	100.00
7.44774	7	44774	F	10	80.00	20.00
