chrBase	chr	base	strand	coverage	freqC	freqT
7.27554	7	27554	R	5	60.00	40.00
7.17554	7	17554	R	8	25.00	75.00
7.16125	7	16125	R	6	0.00	100.00
7.13940	7	13940	R	7	14.29	85.71
7.36097	7	36097	F	7	14.29	85.71
7.20602	7	20602	R	6	66.67	33.33
7.44824	7	44824	F	5	80.00	20.00
7.18267	7	18267	R	6	100.00	0.00
7.17474	7	17474	R	10	100.00	0.00
7.14328	7	14328	R	5	40.00	60.00
7.13558	7	13558	F	9	22.22	77.78
7.61516	7	61516	R	5	80.00	20.00
7.16725	7	16725	R	5	0.00	100.00
7.13390	7	13390	F	5	0.00	100.00
7.10767	7	10767	R	6	83.33	16.67
7.16117	7	16117	R	6	0.00	100.00
7.14016	7	14016	R	5	40.00	60.00
7.14773	7	14773	F	5	0.00	100.00
7.16803	7	16803	F	6	0.00	100.00
7.14262	7	14262	R	7	28.57	71.43
7.20787	7	20787	R	8	87.50	12.50
7.13633	7	13633	F	7	28.57	71.43
7.13968	7	13968	R	8	37.50	62.50
7.13623	7	13623	F	8	12.50	87.50
7.10862	7	10862	F	10	70.00	30.00
7.13341	7	13341	F	7	28.57	71.43
7.23381	7	23381	F	9	55.56	44.44
7.15885	7	15885	R	5	0.00	100.00
7.36092	7	36092	F	5	0.00	100.00
7.14613	7	14613	F	5	60.00	40.00
7.25579	7	25579	R	18	0.00	100.00
7.57307	7	57307	R	6	33.33	66.67
7.34599	7	34599	R	6	50.00	50.00
7.27343	7	27343	R	8	100.00	0.00
7.62018	7	62018	R	5	80.00	20.00
7.37231	7	37231	R	5	0.00	100.00
7.14661	7	14661	F	5	80.00	20.00
7.13428	7	13428	R	5	60.00	40.00
7.10902	7	10902	R	5	100.00	0.00
7.13315	7	13315	F	5	40.00	60.00
7.15996	7	15996	F	6	0.00	100.00
7.28609	7	28609	R	5	40.00	60.00
7.14415	7	14415	F	6	50.00	50.00
7.51118	7	51118	R	18	83.33	16.67
7.21365	7	21365	R	8	100.00	0.00
7.16886	7	16886	R	5	0.00	100.00
7.14648	7	14648	F	6	16.67	83.33
7.53425	7	53425	F	6	100.00	0.00
7.13504	7	13504	F	7	28.57	71.43
7.54253	7	54253	R	5	80.00	20.00
7.56137	7	56137	R	9	44.44	55.56
7.42959	7	42959	F	7	85.71	14.29
7.60026	7	60026	R	10	70.00	30.00
7.13251	7	13251	R	6	33.33	66.67
7.12230	7	12230	F	10	70.00	30.00
7.16453	7	16453	R	6	0.00	100.00
7.14266	7	14266	F	5	80.00	20.00
7.61253	7	61253	R	9	77.78	22.22
7.13488	7	13488	F	6	33.33	66.67
7.51556	7	51556	R	12	83.33	16.67
7.20877	7	20877	R	8	100.00	0.00
7.38458	7	38458	R	13	69.23	30.77
7.13976	7	13976	R	8	37.50	62.50
7.35531	7	35531	F	6	100.00	0.00
7.57526	7	57526	R	6	100.00	0.00
7.30830	7	30830	R	10	0.00	100.00
7.60096	7	60096	R	6	66.67	33.33
7.39651	7	39651	R	9	77.78	22.22
7.14312	7	14312	R	6	16.67	83.33
7.33804	7	33804	R	8	87.50	12.50
7.14555	7	14555	F	5	100.00	0.00
7.36157	7	36157	F	10	10.00	90.00
7.13608	7	13608	F	9	55.56	44.44
7.20939	7	20939	R	5	100.00	0.00
7.14451	7	14451	F	5	20.00	80.00
7.13530	7	13530	F	8	50.00	50.00
7.14920	7	14920	R	6	50.00	50.00
7.30800	7	30800	R	8	0.00	100.00
7.14522	7	14522	R	6	50.00	50.00
7.41286	7	41286	R	10	80.00	20.00
7.41063	7	41063	R	9	77.78	22.22
7.13806	7	13806	F	5	20.00	80.00
7.48799	7	48799	R	5	60.00	40.00
7.25641	7	25641	R	15	0.00	100.00
7.14585	7	14585	F	7	71.43	28.57
7.45320	7	45320	R	8	62.50	37.50
7.14550	7	14550	R	5	40.00	60.00
7.17010	7	17010	R	6	83.33	16.67
7.20159	7	20159	F	5	20.00	80.00
7.13483	7	13483	F	6	33.33	66.67
7.16855	7	16855	R	5	0.00	100.00
7.13477	7	13477	R	6	66.67	33.33
7.62070	7	62070	R	5	40.00	60.00
7.29902	7	29902	R	6	50.00	50.00
7.14071	7	14071	F	12	41.67	58.33
7.14360	7	14360	R	5	20.00	80.00
7.14536	7	14536	F	5	60.00	40.00
7.59521	7	59521	R	6	66.67	33.33
7.55235	7	55235	R	7	0.00	100.00
7.13399	7	13399	F	5	40.00	60.00
7.40905	7	40905	R	11	81.82	18.18
7.61298	7	61298	R	7	14.29	85.71
7.15194	7	15194	R	7	71.43	28.57
7.44878	7	44878	F	5	100.00	0.00
7.14367	7	14367	F	9	44.44	55.56
7.46952	7	46952	R	9	66.67	33.33
7.13947	7	13947	F	6	33.33	66.67
7.14191	7	14191	R	5	20.00	80.00
7.13461	7	13461	R	6	50.00	50.00
7.55958	7	55958	R	7	71.43	28.57
7.19107	7	19107	F	6	66.67	33.33
7.22668	7	22668	R	6	83.33	16.67
7.60017	7	60017	R	11	81.82	18.18
7.13661	7	13661	F	6	66.67	33.33
7.14388	7	14388	R	5	20.00	80.00
7.39199	7	39199	R	7	100.00	0.00
7.44664	7	44664	F	5	20.00	80.00
7.37913	7	37913	R	6	50.00	50.00
7.21118	7	21118	R	7	100.00	0.00
7.46569	7	46569	R	6	66.67	33.33
7.14267	7	14267	R	5	80.00	20.00
7.33547	7	33547	R	6	83.33	16.67
7.16770	7	16770	F	6	0.00	100.00
7.14558	7	14558	R	5	20.00	80.00
7.22625	7	22625	R	6	83.33	16.67
7.16468	7	16468	R	5	0.00	100.00
7.16840	7	16840	R	5	0.00	100.00
7.20935	7	20935	R	6	100.00	0.00
7.14051	7	14051	F	11	72.73	27.27
7.15174	7	15174	R	7	42.86	57.14
7.16789	7	16789	F	6	0.00	100.00
7.14197	7	14197	R	5	20.00	80.00
7.44378	7	44378	R	11	100.00	0.00
7.27540	7	27540	R	6	100.00	0.00
7.16228	7	16228	F	5	20.00	80.00
7.52341	7	52341	F	6	66.67	33.33
7.13502	7	13502	F	7	28.57	71.43
7.54305	7	54305	R	6	0.00	100.00
7.31451	7	31451	R	5	100.00	0.00
7.14085	7	14085	F	12	75.00	25.00
7.13476	7	13476	F	7	42.86	57.14
7.55569	7	55569	R	7	57.14	42.86
7.20923	7	20923	R	8	100.00	0.00
7.60570	7	60570	R	9	88.89	11.11
7.47769	7	47769	R	6	66.67	33.33
7.13939	7	13939	F	7	42.86	57.14
7.17045	7	17045	R	6	83.33	16.67
7.17448	7	17448	R	13	92.31	7.69
7.13412	7	13412	F	5	100.00	0.00
7.25775	7	25775	R	6	0.00	100.00
7.14238	7	14238	F	7	57.14	42.86
7.61287	7	61287	R	10	70.00	30.00
7.15257	7	15257	F	5	40.00	60.00
7.57543	7	57543	R	8	87.50	12.50
7.58917	7	58917	R	5	80.00	20.00
7.14549	7	14549	F	5	80.00	20.00
7.20594	7	20594	R	5	60.00	40.00
7.13537	7	13537	F	7	14.29	85.71
7.45555	7	45555	R	9	66.67	33.33
7.56262	7	56262	R	5	40.00	60.00
7.14927	7	14927	R	6	16.67	83.33
7.13306	7	13306	F	5	40.00	60.00
7.38626	7	38626	R	11	81.82	18.18
7.13572	7	13572	F	6	16.67	83.33
7.25623	7	25623	R	15	0.00	100.00
7.57083	7	57083	R	7	100.00	0.00
7.13945	7	13945	F	6	50.00	50.00
7.14296	7	14296	R	6	33.33	66.67
7.14115	7	14115	F	12	41.67	58.33
7.62398	7	62398	R	5	20.00	80.00
7.48042	7	48042	R	6	50.00	50.00
7.30648	7	30648	R	7	0.00	100.00
7.13892	7	13892	F	8	25.00	75.00
7.16038	7	16038	F	6	0.00	100.00
7.40586	7	40586	R	7	85.71	14.29
7.61122	7	61122	R	8	87.50	12.50
7.13511	7	13511	F	7	0.00	100.00
7.16817	7	16817	F	5	0.00	100.00
7.36447	7	36447	F	7	0.00	100.00
7.38646	7	38646	R	8	62.50	37.50
7.13926	7	13926	F	7	14.29	85.71
7.13116	7	13116	R	5	0.00	100.00
7.30871	7	30871	R	9	0.00	100.00
7.48192	7	48192	R	6	66.67	33.33
7.33616	7	33616	R	5	100.00	0.00
7.25657	7	25657	R	14	0.00	100.00
7.14002	7	14002	R	7	42.86	57.14
7.55298	7	55298	R	7	28.57	71.43
7.13369	7	13369	F	6	0.00	100.00
7.19112	7	19112	F	7	57.14	42.86
7.33597	7	33597	R	5	100.00	0.00
7.42752	7	42752	F	5	100.00	0.00
7.14224	7	14224	F	8	37.50	62.50
7.45601	7	45601	F	9	88.89	11.11
7.14509	7	14509	R	5	0.00	100.00
7.57091	7	57091	R	7	85.71	14.29
7.14618	7	14618	F	5	60.00	40.00
7.21040	7	21040	R	12	66.67	33.33
7.13667	7	13667	F	6	66.67	33.33
7.10418	7	10418	F	8	75.00	25.00
7.58542	7	58542	R	12	91.67	8.33
7.17705	7	17705	R	14	92.86	7.14
7.54476	7	54476	R	5	80.00	20.00
7.13209	7	13209	R	7	0.00	100.00
7.13890	7	13890	F	7	42.86	57.14
7.14284	7	14284	R	6	16.67	83.33
7.14331	7	14331	F	7	71.43	28.57
7.26243	7	26243	R	5	100.00	0.00
7.30857	7	30857	R	9	0.00	100.00
7.14929	7	14929	R	6	50.00	50.00
7.16433	7	16433	R	5	0.00	100.00
7.44113	7	44113	R	10	40.00	60.00
7.44856	7	44856	F	6	83.33	16.67
7.13899	7	13899	F	6	33.33	66.67
7.27354	7	27354	R	6	100.00	0.00
7.17790	7	17790	R	8	75.00	25.00
7.13834	7	13834	F	6	50.00	50.00
7.29704	7	29704	R	8	75.00	25.00
7.14178	7	14178	R	6	0.00	100.00
7.15984	7	15984	F	5	0.00	100.00
7.44567	7	44567	F	7	85.71	14.29
7.21655	7	21655	R	6	16.67	83.33
7.39607	7	39607	R	8	75.00	25.00
7.30815	7	30815	R	9	0.00	100.00
7.30866	7	30866	R	8	12.50	87.50
7.16208	7	16208	F	6	16.67	83.33
7.42203	7	42203	R	5	40.00	60.00
7.16004	7	16004	F	7	0.00	100.00
7.14162	7	14162	F	7	85.71	14.29
7.13447	7	13447	R	6	33.33	66.67
7.31583	7	31583	R	5	40.00	60.00
7.53854	7	53854	R	5	40.00	60.00
7.27075	7	27075	R	5	40.00	60.00
7.49831	7	49831	R	5	80.00	20.00
7.45622	7	45622	F	9	88.89	11.11
7.20897	7	20897	R	7	100.00	0.00
7.36475	7	36475	R	5	20.00	80.00
7.59659	7	59659	R	18	100.00	0.00
7.17626	7	17626	R	8	75.00	25.00
7.15158	7	15158	R	5	40.00	60.00
7.44825	7	44825	R	6	66.67	33.33
7.14226	7	14226	F	7	42.86	57.14
7.38575	7	38575	R	14	71.43	28.57
7.61131	7	61131	R	6	66.67	33.33
7.10895	7	10895	R	5	100.00	0.00
7.19119	7	19119	F	7	57.14	42.86
7.38274	7	38274	R	6	83.33	16.67
7.13441	7	13441	R	6	33.33	66.67
7.54363	7	54363	R	7	85.71	14.29
7.60885	7	60885	R	10	60.00	40.00
7.13356	7	13356	F	6	33.33	66.67
7.31123	7	31123	R	5	40.00	60.00
7.17264	7	17264	R	5	0.00	100.00
7.13336	7	13336	F	8	37.50	62.50
7.21228	7	21228	R	11	81.82	18.18
7.56102	7	56102	F	6	33.33	66.67
7.45274	7	45274	R	7	85.71	14.29
7.15873	7	15873	R	5	0.00	100.00
7.14038	7	14038	F	9	44.44	55.56
7.19054	7	19054	F	5	100.00	0.00
7.45775	7	45775	R	12	100.00	0.00
7.30592	7	30592	R	5	0.00	100.00
7.36474	7	36474	F	6	16.67	83.33
7.15991	7	15991	F	6	0.00	100.00
7.39214	7	39214	R	5	100.00	0.00
7.25621	7	25621	R	16	0.00	100.00
7.56053	7	56053	F	5	40.00	60.00
7.31850	7	31850	R	6	83.33	16.67
7.34736	7	34736	R	5	0.00	100.00
7.14570	7	14570	R	5	20.00	80.00
7.14537	7	14537	R	6	0.00	100.00
7.28231	7	28231	R	10	90.00	10.00
7.14620	7	14620	F	5	0.00	100.00
7.56100	7	56100	R	5	40.00	60.00
7.14155	7	14155	R	5	0.00	100.00
7.38720	7	38720	R	7	42.86	57.14
7.16768	7	16768	R	5	20.00	80.00
7.11012	7	11012	F	15	46.67	53.33
7.41190	7	41190	R	13	46.15	53.85
7.14031	7	14031	F	7	28.57	71.43
7.20422	7	20422	R	5	100.00	0.00
7.10178	7	10178	F	7	71.43	28.57
7.14246	7	14246	F	8	75.00	25.00
7.33839	7	33839	R	6	50.00	50.00
7.33454	7	33454	R	9	88.89	11.11
7.57180	7	57180	F	6	16.67	83.33
7.58945	7	58945	R	5	80.00	20.00
7.16431	7	16431	R	5	0.00	100.00
7.36413	7	36413	F	8	0.00	100.00
7.21086	7	21086	R	8	100.00	0.00
7.14502	7	14502	R	5	80.00	20.00
7.61696	7	61696	R	6	50.00	50.00
7.13927	7	13927	R	7	14.29	85.71
7.55278	7	55278	R	6	66.67	33.33
7.13475	7	13475	R	6	16.67	83.33
7.45257	7	45257	R	7	42.86	57.14
7.14032	7	14032	R	6	33.33	66.67
7.14168	7	14168	F	7	71.43	28.57
7.14169	7	14169	R	6	16.67	83.33
7.16284	7	16284	F	7	14.29	85.71
7.13620	7	13620	F	9	44.44	55.56
7.14387	7	14387	F	9	44.44	55.56
7.39852	7	39852	R	6	50.00	50.00
7.13828	7	13828	F	6	66.67	33.33
7.62027	7	62027	R	5	0.00	100.00
7.38824	7	38824	R	5	60.00	40.00
7.16819	7	16819	F	5	0.00	100.00
7.54777	7	54777	R	8	100.00	0.00
7.34602	7	34602	R	6	83.33	16.67
7.27096	7	27096	F	5	40.00	60.00
7.27097	7	27097	R	5	80.00	20.00
7.13982	7	13982	R	8	37.50	62.50
7.23580	7	23580	R	5	40.00	60.00
7.60735	7	60735	R	5	80.00	20.00
7.42735	7	42735	F	5	60.00	40.00
7.13995	7	13995	F	8	62.50	37.50
7.60967	7	60967	R	8	75.00	25.00
7.59677	7	59677	R	19	94.74	5.26
7.15824	7	15824	R	5	0.00	100.00
7.14291	7	14291	R	5	60.00	40.00
7.14556	7	14556	R	5	60.00	40.00
7.14873	7	14873	R	5	0.00	100.00
7.13328	7	13328	F	8	37.50	62.50
7.61847	7	61847	R	5	100.00	0.00
7.56434	7	56434	R	5	100.00	0.00
7.13539	7	13539	F	7	57.14	42.86
7.58913	7	58913	R	5	100.00	0.00
7.18465	7	18465	R	7	100.00	0.00
7.14239	7	14239	R	6	50.00	50.00
7.40306	7	40306	R	5	60.00	40.00
7.14641	7	14641	F	6	33.33	66.67
7.59641	7	59641	R	15	86.67	13.33
7.13946	7	13946	R	7	14.29	85.71
7.20902	7	20902	R	7	71.43	28.57
7.58443	7	58443	R	6	66.67	33.33
7.21094	7	21094	R	6	100.00	0.00
7.40696	7	40696	R	9	66.67	33.33
7.16461	7	16461	R	6	0.00	100.00
7.24846	7	24846	F	35	80.00	20.00
7.54196	7	54196	R	6	50.00	50.00
7.14569	7	14569	F	5	20.00	80.00
7.29494	7	29494	R	5	20.00	80.00
7.14154	7	14154	F	8	25.00	75.00
7.17054	7	17054	R	6	100.00	0.00
7.30826	7	30826	R	9	0.00	100.00
7.60612	7	60612	R	9	77.78	22.22
7.28312	7	28312	R	7	28.57	71.43
7.61989	7	61989	R	6	66.67	33.33
7.16771	7	16771	R	5	0.00	100.00
7.15851	7	15851	R	5	0.00	100.00
7.38665	7	38665	R	6	100.00	0.00
7.48401	7	48401	R	5	60.00	40.00
7.46136	7	46136	R	12	100.00	0.00
7.56899	7	56899	R	5	40.00	60.00
7.20861	7	20861	R	10	100.00	0.00
7.30308	7	30308	R	8	12.50	87.50
7.27425	7	27425	R	5	80.00	20.00
7.30336	7	30336	R	7	14.29	85.71
7.13343	7	13343	F	6	0.00	100.00
7.14368	7	14368	R	5	0.00	100.00
7.16047	7	16047	F	5	0.00	100.00
7.20801	7	20801	R	8	87.50	12.50
7.14190	7	14190	F	8	62.50	37.50
7.16425	7	16425	R	5	0.00	100.00
7.13653	7	13653	F	6	33.33	66.67
7.13348	7	13348	F	6	16.67	83.33
7.60644	7	60644	R	11	90.91	9.09
7.21360	7	21360	R	8	87.50	12.50
7.49100	7	49100	R	5	80.00	20.00
7.14391	7	14391	F	10	30.00	70.00
7.16104	7	16104	R	6	0.00	100.00
7.21101	7	21101	R	6	100.00	0.00
7.33015	7	33015	R	5	60.00	40.00
7.14942	7	14942	R	6	50.00	50.00
7.20889	7	20889	R	7	100.00	0.00
7.55870	7	55870	F	7	28.57	71.43
7.14205	7	14205	R	6	16.67	83.33
7.13456	7	13456	R	6	16.67	83.33
7.34495	7	34495	R	6	0.00	100.00
7.14395	7	14395	F	9	22.22	77.78
7.54908	7	54908	R	6	66.67	33.33
7.59721	7	59721	R	12	83.33	16.67
7.52342	7	52342	R	7	57.14	42.86
7.13208	7	13208	F	5	40.00	60.00
7.57681	7	57681	R	11	72.73	27.27
7.15237	7	15237	R	7	28.57	71.43
7.60581	7	60581	R	9	88.89	11.11
7.45704	7	45704	R	6	83.33	16.67
7.37720	7	37720	R	5	0.00	100.00
7.13848	7	13848	F	8	37.50	62.50
7.28534	7	28534	R	6	83.33	16.67
7.44019	7	44019	R	6	50.00	50.00
7.51281	7	51281	R	11	54.55	45.45
7.54780	7	54780	R	8	50.00	50.00
7.10506	7	10506	F	9	33.33	66.67
7.14247	7	14247	R	7	57.14	42.86
7.57181	7	57181	R	6	33.33	66.67
7.47994	7	47994	R	5	80.00	20.00
7.14934	7	14934	R	6	50.00	50.00
7.21752	7	21752	R	6	66.67	33.33
7.32665	7	32665	F	6	66.67	33.33
7.15976	7	15976	F	6	0.00	100.00
7.16069	7	16069	R	5	0.00	100.00
7.14011	7	14011	R	5	40.00	60.00
7.55871	7	55871	R	5	80.00	20.00
7.14435	7	14435	F	7	42.86	57.14
7.46289	7	46289	R	9	88.89	11.11
7.10894	7	10894	F	9	100.00	0.00
7.16986	7	16986	R	5	60.00	40.00
7.21057	7	21057	R	9	88.89	11.11
7.14001	7	14001	F	8	75.00	25.00
7.14023	7	14023	F	8	75.00	25.00
7.13975	7	13975	F	6	50.00	50.00
7.14196	7	14196	F	10	40.00	60.00
7.58477	7	58477	R	8	87.50	12.50
7.16445	7	16445	R	6	0.00	100.00
7.51411	7	51411	R	7	57.14	42.86
7.12136	7	12136	F	5	60.00	40.00
7.21100	7	21100	F	5	80.00	20.00
7.14717	7	14717	F	5	20.00	80.00
7.57840	7	57840	R	5	60.00	40.00
7.51206	7	51206	R	13	46.15	53.85
7.13391	7	13391	R	5	20.00	80.00
7.21367	7	21367	R	9	100.00	0.00
7.52333	7	52333	R	7	57.14	42.86
7.14057	7	14057	F	12	66.67	33.33
7.47407	7	47407	R	5	60.00	40.00
7.14135	7	14135	F	11	63.64	36.36
7.46310	7	46310	R	8	87.50	12.50
7.12583	7	12583	F	5	80.00	20.00
7.16019	7	16019	F	7	0.00	100.00
7.55272	7	55272	R	5	20.00	80.00
7.17009	7	17009	F	6	83.33	16.67
7.14253	7	14253	R	7	42.86	57.14
7.16089	7	16089	R	6	0.00	100.00
7.30683	7	30683	R	6	0.00	100.00
7.29716	7	29716	R	7	71.43	28.57
7.36394	7	36394	F	5	0.00	100.00
7.14141	7	14141	F	9	55.56	44.44
7.14066	7	14066	F	14	28.57	71.43
7.38901	7	38901	R	7	85.71	14.29
7.16795	7	16795	F	6	0.00	100.00
7.60945	7	60945	R	7	100.00	0.00
7.21142	7	21142	R	7	100.00	0.00
7.20770	7	20770	R	9	88.89	11.11
7.36504	7	36504	R	6	33.33	66.67
7.14521	7	14521	F	6	50.00	50.00
7.38354	7	38354	R	5	80.00	20.00
7.14906	7	14906	R	6	16.67	83.33
7.14332	7	14332	R	5	60.00	40.00
7.29747	7	29747	R	5	60.00	40.00
7.13871	7	13871	F	8	25.00	75.00
7.14338	7	14338	R	5	40.00	60.00
7.23579	7	23579	F	11	36.36	63.64
7.14535	7	14535	R	6	16.67	83.33
