chrBase	chr	base	strand	coverage	freqC	freqT
7.26972	7	26972	R	5	100.00	0.00
7.14611	7	14611	F	5	60.00	40.00
7.15025	7	15025	F	5	20.00	80.00
7.13995	7	13995	F	8	62.50	37.50
7.21752	7	21752	R	16	56.25	43.75
7.13926	7	13926	F	12	33.33	66.67
7.31632	7	31632	R	5	60.00	40.00
7.16860	7	16860	R	6	16.67	83.33
7.13393	7	13393	R	7	42.86	57.14
7.13806	7	13806	F	6	50.00	50.00
7.13476	7	13476	F	8	87.50	12.50
7.13301	7	13301	R	7	85.71	14.29
7.14058	7	14058	R	8	25.00	75.00
7.14057	7	14057	F	5	80.00	20.00
7.13945	7	13945	F	12	50.00	50.00
7.16248	7	16248	F	8	0.00	100.00
7.20787	7	20787	R	5	100.00	0.00
7.27354	7	27354	R	9	100.00	0.00
7.10506	7	10506	F	14	57.14	42.86
7.17529	7	17529	R	15	86.67	13.33
7.13448	7	13448	F	8	37.50	62.50
7.14527	7	14527	F	5	80.00	20.00
7.13316	7	13316	R	8	62.50	37.50
7.14079	7	14079	F	5	100.00	0.00
7.13116	7	13116	R	8	100.00	0.00
7.20939	7	20939	R	13	84.62	15.38
7.26431	7	26431	R	7	71.43	28.57
7.30729	7	30729	R	6	0.00	100.00
7.12142	7	12142	F	9	100.00	0.00
7.31636	7	31636	R	5	60.00	40.00
7.13778	7	13778	F	5	80.00	20.00
7.16229	7	16229	R	5	0.00	100.00
7.13279	7	13279	R	5	80.00	20.00
7.13400	7	13400	R	6	33.33	66.67
7.14162	7	14162	F	5	60.00	40.00
7.20897	7	20897	R	10	100.00	0.00
7.15444	7	15444	F	5	60.00	40.00
7.14449	7	14449	F	8	75.00	25.00
7.30866	7	30866	R	6	16.67	83.33
7.25745	7	25745	R	7	0.00	100.00
7.16876	7	16876	R	6	0.00	100.00
7.15264	7	15264	F	8	37.50	62.50
7.15976	7	15976	F	5	40.00	60.00
7.14115	7	14115	F	7	42.86	57.14
7.15478	7	15478	F	5	20.00	80.00
7.30336	7	30336	R	5	0.00	100.00
7.15376	7	15376	R	5	20.00	80.00
7.14038	7	14038	F	7	42.86	57.14
7.16209	7	16209	R	5	0.00	100.00
7.13975	7	13975	F	10	60.00	40.00
7.13460	7	13460	F	8	62.50	37.50
7.14141	7	14141	F	6	83.33	16.67
7.13968	7	13968	R	6	83.33	16.67
7.13390	7	13390	F	6	33.33	66.67
7.13976	7	13976	R	5	80.00	20.00
7.14421	7	14421	F	8	75.00	25.00
7.17401	7	17401	R	15	46.67	53.33
7.15012	7	15012	F	5	20.00	80.00
7.27209	7	27209	R	8	25.00	75.00
7.20380	7	20380	R	5	100.00	0.00
7.16228	7	16228	F	7	0.00	100.00
7.26202	7	26202	R	5	80.00	20.00
7.20889	7	20889	R	10	90.00	10.00
7.21252	7	21252	R	12	91.67	8.33
7.25885	7	25885	R	6	66.67	33.33
7.14367	7	14367	F	8	50.00	50.00
7.17554	7	17554	R	17	70.59	29.41
7.13427	7	13427	F	7	71.43	28.57
7.16234	7	16234	F	7	0.00	100.00
7.13281	7	13281	R	5	80.00	20.00
7.14067	7	14067	R	8	0.00	100.00
7.20645	7	20645	R	6	83.33	16.67
7.13308	7	13308	F	5	100.00	0.00
7.15984	7	15984	F	5	0.00	100.00
7.14261	7	14261	F	10	30.00	70.00
7.15241	7	15241	F	7	28.57	71.43
7.23579	7	23579	F	8	37.50	62.50
7.14311	7	14311	F	8	62.50	37.50
7.13899	7	13899	F	9	66.67	33.33
7.14197	7	14197	R	7	71.43	28.57
7.16145	7	16145	R	5	0.00	100.00
7.14977	7	14977	F	5	0.00	100.00
7.14233	7	14233	F	7	28.57	71.43
7.18465	7	18465	R	5	80.00	20.00
7.34538	7	34538	R	6	33.33	66.67
7.15417	7	15417	R	6	33.33	66.67
7.33752	7	33752	R	5	60.00	40.00
7.17626	7	17626	R	18	94.44	5.56
7.14023	7	14023	F	9	44.44	55.56
7.33547	7	33547	R	7	85.71	14.29
7.13981	7	13981	F	10	30.00	70.00
7.34599	7	34599	R	9	66.67	33.33
7.13309	7	13309	R	6	83.33	16.67
7.21135	7	21135	R	8	87.50	12.50
7.13530	7	13530	F	7	57.14	42.86
7.13420	7	13420	F	5	40.00	60.00
7.21245	7	21245	R	12	91.67	8.33
7.17448	7	17448	R	17	70.59	29.41
7.12170	7	12170	F	8	75.00	25.00
7.21109	7	21109	R	6	83.33	16.67
7.14602	7	14602	F	6	16.67	83.33
7.34602	7	34602	R	10	80.00	20.00
7.27097	7	27097	R	12	50.00	50.00
7.13357	7	13357	R	10	70.00	30.00
7.31191	7	31191	R	6	0.00	100.00
7.14002	7	14002	R	9	66.67	33.33
7.30830	7	30830	R	5	0.00	100.00
7.16088	7	16088	F	6	16.67	83.33
7.15445	7	15445	R	6	33.33	66.67
7.25579	7	25579	R	25	0.00	100.00
7.15249	7	15249	F	8	37.50	62.50
7.21064	7	21064	R	6	100.00	0.00
7.25696	7	25696	R	14	0.00	100.00
7.29821	7	29821	R	7	57.14	42.86
7.13800	7	13800	F	6	83.33	16.67
7.13055	7	13055	R	5	60.00	40.00
7.33446	7	33446	R	5	80.00	20.00
7.15451	7	15451	R	6	33.33	66.67
7.13320	7	13320	F	5	100.00	0.00
7.16536	7	16536	F	5	0.00	100.00
7.14555	7	14555	F	6	50.00	50.00
7.13369	7	13369	F	5	20.00	80.00
7.13752	7	13752	R	6	83.33	16.67
7.31115	7	31115	R	5	20.00	80.00
7.14309	7	14309	F	8	100.00	0.00
7.10862	7	10862	F	5	60.00	40.00
7.14387	7	14387	F	10	60.00	40.00
7.32850	7	32850	R	5	80.00	20.00
7.31016	7	31016	R	7	14.29	85.71
7.14723	7	14723	F	6	50.00	50.00
7.21138	7	21138	R	7	100.00	0.00
7.13780	7	13780	F	5	80.00	20.00
7.15396	7	15396	F	5	60.00	40.00
7.13337	7	13337	R	8	62.50	37.50
7.10178	7	10178	F	6	100.00	0.00
7.14745	7	14745	F	5	60.00	40.00
7.13787	7	13787	F	6	50.00	50.00
7.16038	7	16038	F	6	16.67	83.33
7.13399	7	13399	F	6	83.33	16.67
7.13446	7	13446	F	8	50.00	50.00
7.15394	7	15394	F	5	60.00	40.00
7.14295	7	14295	F	6	66.67	33.33
7.15171	7	15171	F	5	60.00	40.00
7.15229	7	15229	F	7	28.57	71.43
7.17790	7	17790	R	13	69.23	30.77
7.18108	7	18108	R	7	100.00	0.00
7.14585	7	14585	F	5	60.00	40.00
7.13524	7	13524	F	8	75.00	25.00
7.13474	7	13474	F	8	75.00	25.00
7.11042	7	11042	F	23	73.91	26.09
7.14191	7	14191	R	6	50.00	50.00
7.15991	7	15991	F	6	0.00	100.00
7.13954	7	13954	F	13	38.46	61.54
7.13211	7	13211	R	5	40.00	60.00
7.13912	7	13912	F	10	80.00	20.00
7.33839	7	33839	R	5	60.00	40.00
7.21101	7	21101	R	6	83.33	16.67
7.14415	7	14415	F	10	50.00	50.00
7.12261	7	12261	F	12	83.33	16.67
7.14227	7	14227	R	5	40.00	60.00
7.13392	7	13392	F	6	50.00	50.00
7.13209	7	13209	R	5	40.00	60.00
7.13537	7	13537	F	6	16.67	83.33
7.19791	7	19791	R	5	100.00	0.00
7.14557	7	14557	F	5	0.00	100.00
7.31032	7	31032	R	8	12.50	87.50
7.12230	7	12230	F	7	85.71	14.29
7.16066	7	16066	F	7	14.29	85.71
7.17389	7	17389	R	13	92.31	7.69
7.21142	7	21142	R	7	100.00	0.00
7.13862	7	13862	F	7	71.43	28.57
7.20770	7	20770	R	5	80.00	20.00
7.14024	7	14024	R	10	50.00	50.00
7.13695	7	13695	F	5	100.00	0.00
7.16290	7	16290	F	8	25.00	75.00
7.13751	7	13751	F	5	100.00	0.00
7.12199	7	12199	F	7	57.14	42.86
7.14071	7	14071	F	5	80.00	20.00
7.19201	7	19201	F	5	80.00	20.00
7.16284	7	16284	F	7	14.29	85.71
7.21094	7	21094	R	7	85.71	14.29
7.21423	7	21423	R	8	100.00	0.00
7.18120	7	18120	R	6	100.00	0.00
7.14395	7	14395	F	9	22.22	77.78
7.30852	7	30852	R	6	0.00	100.00
7.14391	7	14391	F	9	33.33	66.67
7.21057	7	21057	R	6	83.33	16.67
7.14086	7	14086	R	8	75.00	25.00
7.13967	7	13967	F	11	63.64	36.36
7.34616	7	34616	R	9	33.33	66.67
7.13974	7	13974	R	6	83.33	16.67
7.14359	7	14359	F	7	100.00	0.00
7.14458	7	14458	F	8	25.00	75.00
7.14108	7	14108	R	5	60.00	40.00
7.13391	7	13391	R	7	28.57	71.43
7.16068	7	16068	F	7	14.29	85.71
7.30880	7	30880	R	5	0.00	100.00
7.31253	7	31253	R	11	45.45	54.55
7.34218	7	34218	R	9	22.22	77.78
7.33893	7	33893	R	6	0.00	100.00
7.13947	7	13947	F	12	58.33	41.67
7.20163	7	20163	R	5	60.00	40.00
7.14190	7	14190	F	6	66.67	33.33
7.29608	7	29608	R	5	40.00	60.00
7.13539	7	13539	F	5	40.00	60.00
7.19725	7	19725	R	9	77.78	22.22
7.14402	7	14402	F	11	63.64	36.36
7.14066	7	14066	F	5	60.00	40.00
7.26458	7	26458	R	6	33.33	66.67
7.25641	7	25641	R	24	0.00	100.00
7.13336	7	13336	F	5	80.00	20.00
7.11088	7	11088	F	19	73.68	26.32
7.14435	7	14435	F	7	71.43	28.57
7.14225	7	14225	R	5	40.00	60.00
7.30876	7	30876	R	6	0.00	100.00
7.13828	7	13828	F	6	66.67	33.33
7.14430	7	14430	F	8	62.50	37.50
7.15173	7	15173	F	5	60.00	40.00
7.13982	7	13982	R	5	100.00	0.00
7.16235	7	16235	R	5	0.00	100.00
7.14697	7	14697	F	5	0.00	100.00
7.13273	7	13273	R	5	60.00	40.00
7.21522	7	21522	R	8	87.50	12.50
7.25657	7	25657	R	18	0.00	100.00
7.16151	7	16151	R	5	0.00	100.00
7.13363	7	13363	R	9	77.78	22.22
7.13468	7	13468	F	8	87.50	12.50
7.13973	7	13973	F	11	45.45	54.55
7.14085	7	14085	F	5	80.00	20.00
7.17677	7	17677	R	14	78.57	21.43
7.31026	7	31026	R	8	12.50	87.50
7.16060	7	16060	F	6	16.67	83.33
7.14451	7	14451	F	5	20.00	80.00
7.13648	7	13648	F	5	40.00	60.00
7.14122	7	14122	F	5	80.00	20.00
7.14219	7	14219	R	5	80.00	20.00
7.31925	7	31925	R	5	100.00	0.00
7.20602	7	20602	R	6	33.33	66.67
7.25617	7	25617	R	23	0.00	100.00
7.16264	7	16264	F	8	0.00	100.00
7.31275	7	31275	R	9	66.67	33.33
7.31923	7	31923	R	5	100.00	0.00
7.14039	7	14039	R	12	8.33	91.67
7.13335	7	13335	R	8	62.50	37.50
7.25623	7	25623	R	22	0.00	100.00
7.27343	7	27343	R	10	100.00	0.00
7.24846	7	24846	F	52	80.77	19.23
7.16304	7	16304	F	7	0.00	100.00
7.13307	7	13307	R	6	66.67	33.33
7.15450	7	15450	F	5	60.00	40.00
7.16019	7	16019	F	7	0.00	100.00
7.14331	7	14331	F	8	62.50	37.50
7.13315	7	13315	F	5	100.00	0.00
7.14107	7	14107	F	7	85.71	14.29
7.13370	7	13370	R	8	12.50	87.50
7.21072	7	21072	R	5	100.00	0.00
7.25749	7	25749	R	8	0.00	100.00
7.20923	7	20923	R	10	70.00	30.00
7.21128	7	21128	R	6	83.33	16.67
7.13321	7	13321	R	9	33.33	66.67
7.10409	7	10409	F	7	57.14	42.86
7.14226	7	14226	F	7	57.14	42.86
7.20594	7	20594	R	8	25.00	75.00
7.30715	7	30715	R	5	0.00	100.00
7.30857	7	30857	R	6	0.00	100.00
7.33597	7	33597	R	7	100.00	0.00
7.26794	7	26794	R	9	11.11	88.89
7.28534	7	28534	R	9	55.56	44.44
7.16975	7	16975	R	6	66.67	33.33
7.13580	7	13580	F	5	60.00	40.00
7.16312	7	16312	F	6	16.67	83.33
7.14337	7	14337	F	7	71.43	28.57
7.15236	7	15236	F	7	14.29	85.71
7.14246	7	14246	F	10	60.00	40.00
7.15425	7	15425	R	6	33.33	66.67
7.17274	7	17274	R	14	85.71	14.29
7.14072	7	14072	R	8	12.50	87.50
7.13918	7	13918	F	8	100.00	0.00
7.14266	7	14266	F	9	44.44	55.56
7.13808	7	13808	F	6	66.67	33.33
7.14605	7	14605	F	6	66.67	33.33
7.22234	7	22234	F	6	83.33	16.67
7.13871	7	13871	F	6	50.00	50.00
7.30742	7	30742	R	6	0.00	100.00
7.15424	7	15424	F	5	60.00	40.00
7.20342	7	20342	R	8	100.00	0.00
7.14113	7	14113	F	6	100.00	0.00
7.13552	7	13552	F	7	85.71	14.29
7.14177	7	14177	F	8	12.50	87.50
7.14032	7	14032	R	11	9.09	90.91
7.16868	7	16868	R	6	0.00	100.00
7.13558	7	13558	F	5	60.00	40.00
7.14080	7	14080	R	7	71.43	28.57
7.14252	7	14252	F	9	55.56	44.44
7.14218	7	14218	F	5	100.00	0.00
7.13504	7	13504	F	8	25.00	75.00
7.13334	7	13334	F	5	80.00	20.00
7.16886	7	16886	R	6	0.00	100.00
7.13329	7	13329	R	8	50.00	50.00
7.20902	7	20902	R	9	88.89	11.11
7.21367	7	21367	R	9	77.78	22.22
7.13764	7	13764	F	6	66.67	33.33
7.19238	7	19238	F	5	100.00	0.00
7.14760	7	14760	F	5	20.00	80.00
7.14327	7	14327	F	8	75.00	25.00
7.21228	7	21228	R	12	50.00	50.00
7.14569	7	14569	F	5	60.00	40.00
7.21118	7	21118	R	5	100.00	0.00
7.25621	7	25621	R	22	0.00	100.00
7.21360	7	21360	R	9	100.00	0.00
7.14549	7	14549	F	6	66.67	33.33
7.13342	7	13342	R	9	55.56	44.44
7.20861	7	20861	R	13	84.62	15.38
7.13772	7	13772	F	6	100.00	0.00
7.16276	7	16276	F	7	14.29	85.71
7.22534	7	22534	F	6	66.67	33.33
7.30725	7	30725	R	6	0.00	100.00
7.21040	7	21040	R	6	100.00	0.00
7.30722	7	30722	R	5	0.00	100.00
7.20801	7	20801	R	7	71.43	28.57
7.34673	7	34673	R	5	0.00	100.00
7.14196	7	14196	F	5	60.00	40.00
7.31509	7	31509	R	10	70.00	30.00
7.10258	7	10258	F	8	75.00	25.00
7.13488	7	13488	F	8	25.00	75.00
7.33381	7	33381	R	6	0.00	100.00
7.16032	7	16032	F	6	0.00	100.00
7.13455	7	13455	F	6	33.33	66.67
7.14536	7	14536	F	6	83.33	16.67
7.14135	7	14135	F	5	80.00	20.00
7.18045	7	18045	R	8	87.50	12.50
7.17264	7	17264	R	14	0.00	100.00
7.16165	7	16165	F	5	0.00	100.00
7.30744	7	30744	R	6	0.00	100.00
7.15283	7	15283	F	5	20.00	80.00
7.13890	7	13890	F	9	77.78	22.22
7.13856	7	13856	F	6	83.33	16.67
7.19231	7	19231	F	5	100.00	0.00
7.14562	7	14562	F	5	40.00	60.00
7.15982	7	15982	F	5	40.00	60.00
7.15453	7	15453	R	6	33.33	66.67
7.17705	7	17705	R	12	91.67	8.33
7.14534	7	14534	F	6	33.33	66.67
7.16921	7	16921	R	7	57.14	42.86
7.15808	7	15808	F	5	20.00	80.00
7.17550	7	17550	R	18	66.67	33.33
7.61516	7	61516	R	5	100.00	0.00
7.49831	7	49831	R	8	37.50	62.50
7.38798	7	38798	R	6	33.33	66.67
7.57644	7	57644	R	7	71.43	28.57
7.38274	7	38274	R	6	100.00	0.00
7.59936	7	59936	R	17	94.12	5.88
7.58308	7	58308	R	7	100.00	0.00
7.60818	7	60818	R	6	83.33	16.67
7.57597	7	57597	R	6	50.00	50.00
7.60644	7	60644	R	7	71.43	28.57
7.58735	7	58735	R	6	66.67	33.33
7.36961	7	36961	R	5	0.00	100.00
7.49779	7	49779	R	6	50.00	50.00
7.45622	7	45622	F	6	100.00	0.00
7.48073	7	48073	R	8	87.50	12.50
7.42959	7	42959	F	5	80.00	20.00
7.36504	7	36504	R	5	0.00	100.00
7.59641	7	59641	R	22	81.82	18.18
7.44856	7	44856	F	9	77.78	22.22
7.52332	7	52332	F	8	25.00	75.00
7.36092	7	36092	F	6	0.00	100.00
7.38665	7	38665	R	12	66.67	33.33
7.57578	7	57578	R	7	100.00	0.00
7.38023	7	38023	F	5	80.00	20.00
7.60967	7	60967	R	6	83.33	16.67
7.38626	7	38626	R	12	91.67	8.33
7.57681	7	57681	R	10	80.00	20.00
7.41190	7	41190	R	6	83.33	16.67
7.51118	7	51118	R	15	66.67	33.33
7.37230	7	37230	F	5	0.00	100.00
7.46423	7	46423	R	5	100.00	0.00
7.60570	7	60570	R	5	80.00	20.00
7.38720	7	38720	R	15	13.33	86.67
7.40959	7	40959	R	7	71.43	28.57
7.56112	7	56112	F	5	60.00	40.00
7.58677	7	58677	R	6	100.00	0.00
7.40753	7	40753	R	6	66.67	33.33
7.36958	7	36958	R	5	0.00	100.00
7.40241	7	40241	F	6	50.00	50.00
7.52342	7	52342	R	8	100.00	0.00
7.46629	7	46629	R	6	83.33	16.67
7.40488	7	40488	F	5	80.00	20.00
7.50948	7	50948	R	10	40.00	60.00
7.45273	7	45273	F	5	100.00	0.00
7.39580	7	39580	R	9	77.78	22.22
7.58542	7	58542	R	5	100.00	0.00
7.40646	7	40646	F	5	80.00	20.00
7.35267	7	35267	F	5	20.00	80.00
7.37316	7	37316	R	5	0.00	100.00
7.58477	7	58477	R	6	100.00	0.00
7.45623	7	45623	R	6	83.33	16.67
7.54511	7	54511	R	6	33.33	66.67
7.40559	7	40559	F	6	100.00	0.00
7.60253	7	60253	R	6	100.00	0.00
7.37231	7	37231	R	5	0.00	100.00
7.40414	7	40414	F	8	87.50	12.50
7.43439	7	43439	R	10	90.00	10.00
7.58672	7	58672	R	6	100.00	0.00
7.62171	7	62171	R	5	0.00	100.00
7.58807	7	58807	R	8	25.00	75.00
7.46102	7	46102	R	16	56.25	43.75
7.36506	7	36506	R	5	0.00	100.00
7.50961	7	50961	R	9	77.78	22.22
7.44123	7	44123	R	8	62.50	37.50
7.44019	7	44019	R	5	40.00	60.00
7.49680	7	49680	R	6	50.00	50.00
7.47941	7	47941	R	8	12.50	87.50
7.39651	7	39651	R	13	100.00	0.00
7.58327	7	58327	R	9	100.00	0.00
7.52139	7	52139	F	6	66.67	33.33
7.43907	7	43907	R	7	57.14	42.86
7.39714	7	39714	R	8	87.50	12.50
7.45413	7	45413	R	6	100.00	0.00
7.51173	7	51173	R	11	36.36	63.64
7.48239	7	48239	R	5	100.00	0.00
7.58791	7	58791	R	7	57.14	42.86
7.43004	7	43004	R	7	85.71	14.29
7.44487	7	44487	F	6	83.33	16.67
7.40400	7	40400	F	7	100.00	0.00
7.45610	7	45610	R	6	83.33	16.67
7.46175	7	46175	R	13	76.92	23.08
7.37528	7	37528	R	5	0.00	100.00
7.60612	7	60612	R	6	83.33	16.67
7.60399	7	60399	R	9	100.00	0.00
7.40201	7	40201	F	7	71.43	28.57
7.45555	7	45555	R	14	71.43	28.57
7.54305	7	54305	R	5	60.00	40.00
7.39607	7	39607	R	11	90.91	9.09
7.61387	7	61387	R	5	40.00	60.00
7.36187	7	36187	F	6	0.00	100.00
7.42132	7	42132	R	10	40.00	60.00
7.38354	7	38354	R	7	100.00	0.00
7.61298	7	61298	R	7	14.29	85.71
7.49630	7	49630	R	6	50.00	50.00
7.59800	7	59800	R	9	100.00	0.00
7.40586	7	40586	R	5	60.00	40.00
7.50802	7	50802	R	8	100.00	0.00
7.53905	7	53905	F	5	0.00	100.00
7.36460	7	36460	R	5	0.00	100.00
7.42131	7	42131	F	6	33.33	66.67
7.36097	7	36097	F	6	16.67	83.33
7.40905	7	40905	R	8	87.50	12.50
7.59951	7	59951	R	15	80.00	20.00
7.46661	7	46661	R	8	87.50	12.50
7.52333	7	52333	R	9	44.44	55.56
7.55158	7	55158	R	5	40.00	60.00
7.56533	7	56533	R	6	33.33	66.67
7.50726	7	50726	R	6	83.33	16.67
7.58646	7	58646	R	6	100.00	0.00
7.50195	7	50195	R	8	50.00	50.00
7.56261	7	56261	F	5	80.00	20.00
7.42853	7	42853	F	8	100.00	0.00
7.40605	7	40605	R	5	40.00	60.00
7.55871	7	55871	R	6	16.67	83.33
7.43272	7	43272	R	15	80.00	20.00
7.38646	7	38646	R	14	100.00	0.00
7.38311	7	38311	R	6	100.00	0.00
7.55333	7	55333	R	7	28.57	71.43
7.59837	7	59837	R	9	88.89	11.11
7.44782	7	44782	F	5	100.00	0.00
7.58827	7	58827	R	7	28.57	71.43
7.41063	7	41063	R	12	66.67	33.33
7.60227	7	60227	R	7	100.00	0.00
7.45320	7	45320	R	6	16.67	83.33
7.37254	7	37254	R	5	0.00	100.00
7.54195	7	54195	F	5	60.00	40.00
7.41487	7	41487	R	7	85.71	14.29
7.53773	7	53773	R	5	60.00	40.00
7.52230	7	52230	F	9	77.78	22.22
7.54907	7	54907	F	5	100.00	0.00
7.38035	7	38035	F	5	40.00	60.00
7.36448	7	36448	R	6	0.00	100.00
7.46136	7	46136	R	12	83.33	16.67
7.48042	7	48042	R	5	20.00	80.00
7.55235	7	55235	R	7	14.29	85.71
7.41778	7	41778	R	10	90.00	10.00
7.39610	7	39610	R	13	84.62	15.38
7.48226	7	48226	R	5	80.00	20.00
7.44878	7	44878	F	10	70.00	30.00
7.54259	7	54259	R	6	66.67	33.33
7.43007	7	43007	R	8	75.00	25.00
7.55045	7	55045	R	7	57.14	42.86
7.44567	7	44567	F	5	80.00	20.00
7.45704	7	45704	R	5	80.00	20.00
7.46289	7	46289	R	12	83.33	16.67
7.40055	7	40055	R	5	80.00	20.00
7.37548	7	37548	R	5	0.00	100.00
7.51206	7	51206	R	11	81.82	18.18
7.59521	7	59521	R	5	100.00	0.00
7.57083	7	57083	R	5	100.00	0.00
7.47208	7	47208	R	6	83.33	16.67
7.42735	7	42735	F	7	71.43	28.57
7.54908	7	54908	R	8	100.00	0.00
7.60096	7	60096	R	7	57.14	42.86
