chrBase	chr	base	strand	coverage	freqC	freqT
7.15388	7	15388	F	5	0.00	100.00
7.13779	7	13779	R	5	40.00	60.00
7.17389	7	17389	R	5	100.00	0.00
7.13667	7	13667	F	5	60.00	40.00
7.13759	7	13759	F	5	40.00	60.00
7.14585	7	14585	F	6	16.67	83.33
7.18120	7	18120	R	12	100.00	0.00
7.13391	7	13391	R	5	60.00	40.00
7.13815	7	13815	R	5	0.00	100.00
7.18031	7	18031	R	6	83.33	16.67
7.13609	7	13609	R	6	50.00	50.00
7.14956	7	14956	F	7	0.00	100.00
7.14190	7	14190	F	7	71.43	28.57
7.14602	7	14602	F	6	50.00	50.00
7.13553	7	13553	R	5	60.00	40.00
7.16438	7	16438	R	5	20.00	80.00
7.12170	7	12170	F	5	60.00	40.00
7.12142	7	12142	F	7	100.00	0.00
7.14877	7	14877	F	5	60.00	40.00
7.11995	7	11995	F	8	37.50	62.50
7.18103	7	18103	R	8	87.50	12.50
7.14941	7	14941	F	9	44.44	55.56
7.13689	7	13689	F	6	83.33	16.67
7.13899	7	13899	F	8	25.00	75.00
7.13399	7	13399	F	6	50.00	50.00
7.13835	7	13835	R	5	40.00	60.00
7.14085	7	14085	F	6	100.00	0.00
7.17401	7	17401	R	7	0.00	100.00
7.10178	7	10178	F	7	100.00	0.00
7.13617	7	13617	R	5	40.00	60.00
7.14725	7	14725	F	5	60.00	40.00
7.13848	7	13848	F	7	100.00	0.00
7.13545	7	13545	R	5	80.00	20.00
7.14066	7	14066	F	6	66.67	33.33
7.15013	7	15013	R	5	0.00	100.00
7.14969	7	14969	F	5	0.00	100.00
7.10895	7	10895	R	5	100.00	0.00
7.11042	7	11042	F	6	66.67	33.33
7.14857	7	14857	F	5	60.00	40.00
7.16486	7	16486	F	7	0.00	100.00
7.17626	7	17626	R	8	50.00	50.00
7.14107	7	14107	F	9	77.78	22.22
7.14001	7	14001	F	7	71.43	28.57
7.17529	7	17529	R	14	85.71	14.29
7.16817	7	16817	F	8	12.50	87.50
7.14015	7	14015	F	8	75.00	25.00
7.12321	7	12321	F	7	85.71	14.29
7.13695	7	13695	F	6	66.67	33.33
7.14337	7	14337	F	6	50.00	50.00
7.14926	7	14926	F	9	11.11	88.89
7.16839	7	16839	F	7	28.57	71.43
7.12230	7	12230	F	6	83.33	16.67
7.14449	7	14449	F	7	100.00	0.00
7.13745	7	13745	F	5	80.00	20.00
7.14802	7	14802	R	5	0.00	100.00
7.14393	7	14393	F	7	71.43	28.57
7.13315	7	13315	F	5	60.00	40.00
7.15026	7	15026	R	5	0.00	100.00
7.16781	7	16781	F	9	11.11	88.89
7.14808	7	14808	R	5	0.00	100.00
7.14010	7	14010	F	8	37.50	62.50
7.14681	7	14681	F	7	42.86	57.14
7.14978	7	14978	R	5	0.00	100.00
7.13573	7	13573	R	5	40.00	60.00
7.14905	7	14905	F	8	25.00	75.00
7.14435	7	14435	F	7	71.43	28.57
7.13621	7	13621	R	5	40.00	60.00
7.14168	7	14168	F	9	66.67	33.33
7.16516	7	16516	F	5	0.00	100.00
7.13250	7	13250	F	5	60.00	40.00
7.21064	7	21064	R	7	85.71	14.29
7.20877	7	20877	R	8	50.00	50.00
7.21057	7	21057	R	6	83.33	16.67
7.21252	7	21252	R	6	100.00	0.00
7.20787	7	20787	R	7	85.71	14.29
7.21423	7	21423	R	10	100.00	0.00
7.21079	7	21079	R	8	100.00	0.00
7.21245	7	21245	R	6	100.00	0.00
7.20845	7	20845	R	10	80.00	20.00
7.21022	7	21022	R	6	66.67	33.33
7.20923	7	20923	R	5	60.00	40.00
7.20902	7	20902	R	7	85.71	14.29
7.21072	7	21072	R	7	100.00	0.00
7.21522	7	21522	R	9	77.78	22.22
7.21655	7	21655	R	10	0.00	100.00
7.20566	7	20566	R	5	80.00	20.00
7.20770	7	20770	R	8	87.50	12.50
7.21138	7	21138	R	8	87.50	12.50
7.20494	7	20494	R	7	71.43	28.57
7.21128	7	21128	R	6	100.00	0.00
7.20782	7	20782	R	7	85.71	14.29
7.21365	7	21365	R	10	100.00	0.00
7.21360	7	21360	R	10	90.00	10.00
7.21040	7	21040	R	8	75.00	25.00
7.21367	7	21367	R	11	100.00	0.00
7.21142	7	21142	R	6	100.00	0.00
7.21118	7	21118	R	5	80.00	20.00
7.20897	7	20897	R	6	100.00	0.00
7.21752	7	21752	R	6	33.33	66.67
7.20892	7	20892	R	6	100.00	0.00
7.21339	7	21339	R	11	90.91	9.09
7.21101	7	21101	R	5	100.00	0.00
7.20645	7	20645	R	5	60.00	40.00
7.20889	7	20889	R	7	100.00	0.00
7.20801	7	20801	R	8	75.00	25.00
7.21086	7	21086	R	6	100.00	0.00
7.21094	7	21094	R	6	100.00	0.00
7.20861	7	20861	R	9	77.78	22.22
7.21135	7	21135	R	8	100.00	0.00
7.21228	7	21228	R	6	83.33	16.67
7.20816	7	20816	R	10	40.00	60.00
7.21109	7	21109	R	5	80.00	20.00
7.57526	7	57526	R	6	50.00	50.00
7.60535	7	60535	R	9	88.89	11.11
7.40905	7	40905	R	9	77.78	22.22
7.52642	7	52642	R	7	71.43	28.57
7.49831	7	49831	R	7	85.71	14.29
7.34616	7	34616	R	7	85.71	14.29
7.60789	7	60789	R	8	37.50	62.50
7.58791	7	58791	R	6	50.00	50.00
7.47941	7	47941	R	8	25.00	75.00
7.34602	7	34602	R	9	88.89	11.11
7.58327	7	58327	R	9	88.89	11.11
7.44753	7	44753	F	5	40.00	60.00
7.54511	7	54511	R	7	85.71	14.29
7.35400	7	35400	R	5	100.00	0.00
7.48073	7	48073	R	7	14.29	85.71
7.61696	7	61696	R	5	100.00	0.00
7.60885	7	60885	R	10	70.00	30.00
7.36979	7	36979	F	5	0.00	100.00
7.35208	7	35208	F	6	16.67	83.33
7.55592	7	55592	R	5	80.00	20.00
7.34531	7	34531	R	11	27.27	72.73
7.47589	7	47589	R	8	87.50	12.50
7.25669	7	25669	R	14	0.00	100.00
7.57644	7	57644	R	6	50.00	50.00
7.55958	7	55958	R	8	75.00	25.00
7.40959	7	40959	R	13	84.62	15.38
7.51231	7	51231	R	10	60.00	40.00
7.51118	7	51118	R	11	90.91	9.09
7.31509	7	31509	R	6	83.33	16.67
7.30673	7	30673	R	5	0.00	100.00
7.31632	7	31632	R	5	100.00	0.00
7.49613	7	49613	R	5	40.00	60.00
7.58827	7	58827	R	5	20.00	80.00
7.58308	7	58308	R	9	77.78	22.22
7.56113	7	56113	R	6	50.00	50.00
7.38512	7	38512	R	7	71.43	28.57
7.30366	7	30366	R	7	14.29	85.71
7.38665	7	38665	R	7	85.71	14.29
7.49779	7	49779	R	5	100.00	0.00
7.60612	7	60612	R	6	50.00	50.00
7.40753	7	40753	R	8	75.00	25.00
7.45775	7	45775	R	9	88.89	11.11
7.43983	7	43983	R	8	37.50	62.50
7.61041	7	61041	R	6	16.67	83.33
7.61253	7	61253	R	8	87.50	12.50
7.49630	7	49630	R	5	80.00	20.00
7.59641	7	59641	R	19	78.95	21.05
7.52333	7	52333	R	6	100.00	0.00
7.56112	7	56112	F	5	20.00	80.00
7.62004	7	62004	R	7	100.00	0.00
7.40055	7	40055	R	8	100.00	0.00
7.41286	7	41286	R	8	87.50	12.50
7.48352	7	48352	R	6	66.67	33.33
7.47629	7	47629	F	5	60.00	40.00
7.23381	7	23381	F	5	0.00	100.00
7.61122	7	61122	R	8	62.50	37.50
7.49618	7	49618	R	5	100.00	0.00
7.47659	7	47659	R	7	85.71	14.29
7.55235	7	55235	R	8	37.50	62.50
7.60570	7	60570	R	11	100.00	0.00
7.60318	7	60318	R	5	100.00	0.00
7.48239	7	48239	R	5	100.00	0.00
7.53490	7	53490	F	5	40.00	60.00
7.36957	7	36957	F	5	0.00	100.00
7.34673	7	34673	R	6	0.00	100.00
7.61298	7	61298	R	7	14.29	85.71
7.40400	7	40400	F	6	83.33	16.67
7.37277	7	37277	F	5	0.00	100.00
7.46629	7	46629	R	6	66.67	33.33
7.42853	7	42853	F	5	60.00	40.00
7.59951	7	59951	R	9	88.89	11.11
7.44378	7	44378	R	11	90.91	9.09
7.47500	7	47500	R	5	80.00	20.00
7.47640	7	47640	R	8	87.50	12.50
7.60017	7	60017	R	5	80.00	20.00
7.46569	7	46569	R	9	55.56	44.44
7.38720	7	38720	R	10	20.00	80.00
7.38626	7	38626	R	12	91.67	8.33
7.32513	7	32513	F	8	50.00	50.00
7.22788	7	22788	R	7	71.43	28.57
7.33547	7	33547	R	8	100.00	0.00
7.40585	7	40585	F	6	100.00	0.00
7.48475	7	48475	R	8	25.00	75.00
7.55569	7	55569	R	5	100.00	0.00
7.26431	7	26431	R	5	100.00	0.00
7.30683	7	30683	R	5	0.00	100.00
7.59988	7	59988	R	7	71.43	28.57
7.25696	7	25696	R	13	0.00	100.00
7.32049	7	32049	F	5	40.00	60.00
7.62018	7	62018	R	6	50.00	50.00
7.62012	7	62012	R	7	71.43	28.57
7.53669	7	53669	F	13	69.23	30.77
7.57840	7	57840	R	5	60.00	40.00
7.42368	7	42368	R	6	83.33	16.67
7.25775	7	25775	R	9	0.00	100.00
7.61653	7	61653	R	5	100.00	0.00
7.26242	7	26242	F	6	83.33	16.67
7.33636	7	33636	R	6	50.00	50.00
7.50948	7	50948	R	8	62.50	37.50
7.46661	7	46661	R	12	91.67	8.33
7.36934	7	36934	F	5	0.00	100.00
7.43439	7	43439	R	11	90.91	9.09
7.37190	7	37190	F	6	0.00	100.00
7.37143	7	37143	F	7	0.00	100.00
7.46952	7	46952	R	8	100.00	0.00
7.56100	7	56100	R	5	40.00	60.00
7.24846	7	24846	F	25	96.00	4.00
7.50195	7	50195	R	7	42.86	57.14
7.31275	7	31275	R	10	80.00	20.00
7.60235	7	60235	R	6	83.33	16.67
7.56053	7	56053	F	6	50.00	50.00
7.27343	7	27343	R	5	60.00	40.00
7.48561	7	48561	R	5	0.00	100.00
7.43004	7	43004	R	5	100.00	0.00
7.47486	7	47486	R	5	80.00	20.00
7.53772	7	53772	F	5	60.00	40.00
7.49953	7	49953	R	8	100.00	0.00
7.37131	7	37131	F	5	20.00	80.00
7.51206	7	51206	R	9	44.44	55.56
7.37809	7	37809	R	5	0.00	100.00
7.57543	7	57543	R	5	40.00	60.00
7.60644	7	60644	R	5	40.00	60.00
7.59659	7	59659	R	19	84.21	15.79
7.40560	7	40560	R	8	75.00	25.00
7.35267	7	35267	F	6	16.67	83.33
7.54382	7	54382	R	6	33.33	66.67
7.49961	7	49961	R	8	87.50	12.50
7.62027	7	62027	R	6	83.33	16.67
7.60581	7	60581	R	8	100.00	0.00
7.40696	7	40696	R	7	100.00	0.00
7.28231	7	28231	R	7	71.43	28.57
7.44933	7	44933	F	5	100.00	0.00
7.28609	7	28609	R	13	76.92	23.08
7.55278	7	55278	R	9	77.78	22.22
7.54363	7	54363	R	5	80.00	20.00
7.31636	7	31636	R	5	100.00	0.00
7.44123	7	44123	R	7	71.43	28.57
7.27209	7	27209	R	6	50.00	50.00
7.58672	7	58672	R	5	100.00	0.00
7.36948	7	36948	F	5	0.00	100.00
7.38311	7	38311	R	6	100.00	0.00
7.22714	7	22714	R	5	100.00	0.00
7.56533	7	56533	R	10	80.00	20.00
7.52230	7	52230	F	6	83.33	16.67
7.56256	7	56256	R	5	100.00	0.00
7.58735	7	58735	R	5	40.00	60.00
7.61131	7	61131	R	8	75.00	25.00
7.59212	7	59212	F	5	60.00	40.00
7.52342	7	52342	R	8	75.00	25.00
7.61562	7	61562	R	5	60.00	40.00
7.43272	7	43272	R	11	81.82	18.18
7.38575	7	38575	R	14	57.14	42.86
7.60945	7	60945	R	10	100.00	0.00
7.56099	7	56099	F	5	40.00	60.00
7.48226	7	48226	R	7	85.71	14.29
7.42153	7	42153	R	6	66.67	33.33
7.47406	7	47406	F	5	60.00	40.00
7.40586	7	40586	R	7	85.71	14.29
7.40604	7	40604	F	5	80.00	20.00
7.55333	7	55333	R	7	42.86	57.14
7.44113	7	44113	R	5	60.00	40.00
7.38274	7	38274	R	6	100.00	0.00
7.58762	7	58762	R	5	40.00	60.00
7.58542	7	58542	R	12	91.67	8.33
7.40529	7	40529	R	6	83.33	16.67
7.44487	7	44487	F	6	50.00	50.00
7.60818	7	60818	R	8	50.00	50.00
7.61989	7	61989	R	7	57.14	42.86
7.44664	7	44664	F	7	71.43	28.57
7.30336	7	30336	R	7	0.00	100.00
7.50788	7	50788	R	5	80.00	20.00
7.48259	7	48259	R	9	88.89	11.11
7.50921	7	50921	R	10	70.00	30.00
7.41063	7	41063	R	14	100.00	0.00
7.32521	7	32521	F	10	70.00	30.00
7.31787	7	31787	F	5	40.00	60.00
7.44377	7	44377	F	5	100.00	0.00
7.59677	7	59677	R	16	81.25	18.75
7.32490	7	32490	F	9	44.44	55.56
7.60026	7	60026	R	6	50.00	50.00
7.54476	7	54476	R	6	83.33	16.67
7.58807	7	58807	R	6	50.00	50.00
7.50087	7	50087	R	5	20.00	80.00
7.40528	7	40528	F	6	100.00	0.00
7.48042	7	48042	R	7	14.29	85.71
7.48401	7	48401	R	5	60.00	40.00
7.40415	7	40415	R	5	80.00	20.00
7.60227	7	60227	R	5	100.00	0.00
7.43449	7	43449	R	12	91.67	8.33
7.44488	7	44488	R	5	80.00	20.00
7.38458	7	38458	R	10	80.00	20.00
7.25745	7	25745	R	8	0.00	100.00
7.37171	7	37171	F	5	20.00	80.00
7.57181	7	57181	R	6	33.33	66.67
7.57681	7	57681	R	7	85.71	14.29
7.33446	7	33446	R	10	100.00	0.00
7.30383	7	30383	R	6	0.00	100.00
7.44019	7	44019	R	9	88.89	11.11
7.34218	7	34218	R	10	30.00	70.00
7.30676	7	30676	R	5	0.00	100.00
7.58646	7	58646	R	6	83.33	16.67
7.48192	7	48192	R	6	33.33	66.67
7.34599	7	34599	R	9	66.67	33.33
7.49635	7	49635	R	5	80.00	20.00
7.56434	7	56434	R	7	57.14	42.86
7.31850	7	31850	R	5	100.00	0.00
7.33381	7	33381	R	8	75.00	25.00
7.37165	7	37165	F	6	0.00	100.00
7.54457	7	54457	R	6	100.00	0.00
7.56255	7	56255	F	5	100.00	0.00
7.38798	7	38798	R	7	28.57	71.43
7.55298	7	55298	R	10	30.00	70.00
7.25641	7	25641	R	11	0.00	100.00
7.57597	7	57597	R	5	20.00	80.00
7.36960	7	36960	F	6	0.00	100.00
7.25749	7	25749	R	8	0.00	100.00
7.26735	7	26735	R	5	60.00	40.00
7.53732	7	53732	R	5	80.00	20.00
7.33454	7	33454	R	11	100.00	0.00
7.61287	7	61287	R	6	66.67	33.33
7.48587	7	48587	R	6	100.00	0.00
7.56103	7	56103	R	6	33.33	66.67
7.37205	7	37205	F	5	0.00	100.00
7.33338	7	33338	R	5	40.00	60.00
7.43907	7	43907	R	9	66.67	33.33
7.57083	7	57083	R	5	80.00	20.00
7.60253	7	60253	R	6	100.00	0.00
7.38353	7	38353	F	5	100.00	0.00
7.57578	7	57578	R	7	71.43	28.57
7.52084	7	52084	F	9	88.89	11.11
7.51411	7	51411	R	6	50.00	50.00
7.58477	7	58477	R	5	100.00	0.00
7.37161	7	37161	F	6	0.00	100.00
7.32758	7	32758	F	5	80.00	20.00
7.34495	7	34495	R	6	0.00	100.00
7.59521	7	59521	R	7	57.14	42.86
7.60920	7	60920	R	11	81.82	18.18
7.25621	7	25621	R	9	0.00	100.00
7.60766	7	60766	R	5	100.00	0.00
7.25617	7	25617	R	9	0.00	100.00
7.60909	7	60909	R	10	80.00	20.00
7.44568	7	44568	R	6	66.67	33.33
7.31583	7	31583	R	11	63.64	36.36
7.55272	7	55272	R	9	66.67	33.33
7.42132	7	42132	R	6	66.67	33.33
7.34538	7	34538	R	10	70.00	30.00
7.58611	7	58611	R	9	55.56	44.44
7.48427	7	48427	R	6	33.33	66.67
7.53425	7	53425	F	6	66.67	33.33
7.56261	7	56261	F	5	100.00	0.00
7.50961	7	50961	R	9	77.78	22.22
7.37141	7	37141	F	7	14.29	85.71
7.38354	7	38354	R	5	80.00	20.00
7.55045	7	55045	R	11	63.64	36.36
7.57306	7	57306	F	5	20.00	80.00
7.25623	7	25623	R	9	11.11	88.89
7.23759	7	23759	F	5	60.00	40.00
7.38853	7	38853	R	5	60.00	40.00
7.61341	7	61341	R	6	33.33	66.67
7.33616	7	33616	R	8	75.00	25.00
7.60043	7	60043	R	6	83.33	16.67
7.36968	7	36968	F	5	0.00	100.00
7.35442	7	35442	F	5	100.00	0.00
7.36920	7	36920	F	5	0.00	100.00
7.28134	7	28134	R	12	83.33	16.67
7.60967	7	60967	R	7	100.00	0.00
7.26992	7	26992	R	5	60.00	40.00
7.41190	7	41190	R	8	50.00	50.00
7.59535	7	59535	R	5	60.00	40.00
7.40488	7	40488	F	6	100.00	0.00
7.47630	7	47630	R	8	87.50	12.50
7.29177	7	29177	R	5	40.00	60.00
7.53383	7	53383	F	6	66.67	33.33
7.45704	7	45704	R	6	83.33	16.67
7.59721	7	59721	R	7	100.00	0.00
7.37169	7	37169	F	5	20.00	80.00
7.25730	7	25730	R	11	0.00	100.00
7.47652	7	47652	R	5	100.00	0.00
7.57091	7	57091	R	5	100.00	0.00
7.37230	7	37230	F	6	0.00	100.00
7.42715	7	42715	F	5	80.00	20.00
