Chromosome	Position	Coverage	# methylated	% methylated
1	179534	12	0	0
1	179542	12	0	0
1	179546	12	0	0
1	179554	12	0	0
1	179561	19	0	0
1	179564	22	1	4.5
1	179570	22	1	4.5
1	179595	22	0	0
1	179606	22	0	0
1	179612	14	0	0
1	179775	11	0	0
1	179782	11	1	9
1	179791	11	1	9
1	179794	11	1	9
1	179804	11	1	9
1	179817	11	1	9
1	179945	11	1	9
1	179967	11	0	0
1	180055	11	1	9
1	180062	11	0	0
1	180072	11	0	0
1	180089	11	1	9
1	180092	11	0	0
1	180096	11	2	18.1
1	180117	15	0	0
1	180135	18	0	0
1	180149	18	0	0
1	180167	18	0	0
1	180179	18	1	5.5
1	180220	18	3	16.6
1	180260	12	1	8.3
1	193659	16	15	93.7
1	193669	16	16	100
1	193679	15	14	93.3
1	193724	15	15	100
1	208296	10	8	80
1	214441	14	13	92.8
1	214488	21	21	100
1	214562	18	17	94.4
1	214567	20	18	90
1	214593	20	18	90
1	214655	15	14	93.3
1	242020	16	0	0
1	242033	16	0	0
1	242037	16	0	0
1	242051	16	0	0
1	242133	15	0	0
1	242145	15	0	0
1	242175	15	0	0
1	242182	15	0	0
1	242197	16	0	0
1	242204	16	0	0
1	242219	18	0	0
1	242231	18	0	0
1	242234	18	0	0
1	242248	18	0	0
1	242430	10	0	0
1	242435	10	0	0
1	242438	10	0	0
1	242442	10	0	0
1	242447	10	0	0
1	242451	10	0	0
1	242456	10	0	0
1	242462	10	0	0
1	242477	10	0	0
1	242482	10	0	0
1	242490	10	0	0
1	242501	10	0	0
1	242507	10	0	0
1	242511	23	0	0
1	242517	21	0	0
1	242520	21	0	0
1	242526	21	0	0
1	242532	21	0	0
1	242553	21	0	0
1	242592	21	0	0
1	242601	21	0	0
1	242618	21	0	0
1	242628	21	0	0
1	242634	21	0	0
1	242659	12	0	0
1	242664	12	0	0
1	242669	12	0	0
1	242672	12	0	0
1	242676	12	0	0
1	242683	12	0	0
1	242869	16	0	0
1	242880	16	0	0
1	242946	16	0	0
1	242949	16	0	0
1	242962	16	0	0
1	242968	22	0	0
1	242997	14	0	0
1	243012	14	0	0
1	243016	14	1	7.1
1	252466	11	1	9
1	252480	23	7	30.4
1	252605	13	9	69.2
1	257962	13	9	69.2
1	257977	13	13	100
1	257987	12	12	100
1	257994	12	9	75
1	264944	17	17	100
1	264968	17	17	100
1	264994	17	17	100
1	265006	10	10	100
1	265712	11	10	90.9
1	265828	11	0	0
1	265928	20	20	100
1	265944	20	20	100
1	265976	19	14	73.6
1	266012	22	16	72.7
1	266046	16	13	81.2
1	266094	16	14	87.5
1	266126	16	16	100
1	270462	12	12	100
1	271284	12	12	100
1	271418	11	11	100
1	279793	20	20	100
1	279803	20	20	100
1	279824	20	19	95
1	279832	14	14	100
1	281380	10	9	90
1	281389	10	10	100
1	281417	10	10	100
1	305157	14	14	100
1	305205	12	11	91.6
1	311829	10	10	100
1	311910	10	10	100
1	311941	10	9	90
1	329374	13	10	76.9
1	353310	10	10	100
1	353317	10	10	100
1	353350	10	10	100
1	353364	10	10	100
1	356451	13	12	92.3
1	356460	13	13	100
1	356469	13	0	0
1	357597	19	18	94.7
1	357608	19	17	89.4
1	357616	19	19	100
1	357639	19	19	100
1	357642	19	17	89.4
1	357653	19	18	94.7
1	357660	19	19	100
1	357671	16	16	100
1	363066	14	14	100
1	363168	14	14	100
1	370633	24	1	4.1
1	370640	24	0	0
1	370666	24	0	0
1	370702	24	0	0
1	370716	24	0	0
1	370737	23	0	0
1	370770	10	0	0
1	370794	10	0	0
1	370806	10	0	0
1	370928	10	1	10
1	371651	12	12	100
1	371750	21	19	90.4
1	371790	16	14	87.5
1	401115	13	0	0
1	401119	13	0	0
1	401131	13	0	0
1	401136	13	0	0
1	401149	13	0	0
1	401158	13	2	15.3
1	401162	13	0	0
1	401167	13	0	0
1	401172	13	0	0
1	401185	13	0	0
1	401189	13	0	0
1	401201	13	0	0
1	401222	13	0	0
1	401226	13	0	0
1	401233	13	0	0
1	401242	13	1	7.6
1	401247	13	2	15.3
1	401254	10	0	0
1	404682	21	20	95.2
1	404712	12	12	100
1	429272	19	17	89.4
1	429311	19	19	100
1	429378	12	9	75
1	466333	15	11	73.3
1	466340	12	7	58.3
1	466364	12	11	91.6
1	466367	12	10	83.3
1	466465	12	12	100
1	466477	12	11	91.6
1	466484	12	10	83.3
1	466498	12	12	100
1	478779	13	0	0
1	478784	13	0	0
1	478797	13	0	0
1	478815	12	0	0
1	478823	12	0	0
1	478833	13	0	0
1	478849	13	0	0
1	478855	13	0	0
1	478860	13	0	0
1	478868	13	0	0
1	478909	24	0	0
1	478918	24	0	0
1	478921	23	0	0
1	478924	24	0	0
1	478945	24	0	0
1	478962	23	0	0
1	478968	13	0	0
1	478996	13	0	0
1	479011	13	0	0
1	479016	13	0	0
1	479026	13	0	0
1	479031	13	0	0
1	479038	17	0	0
1	479086	24	0	0
1	479094	24	0	0
1	479110	13	0	0
1	479116	24	0	0
1	479129	24	0	0
1	479144	24	0	0
1	479159	24	0	0
1	479164	24	0	0
1	479174	24	0	0
1	479179	24	0	0
1	479183	24	0	0
1	479187	12	0	0
1	479290	17	0	0
1	479301	17	0	0
1	479305	17	0	0
1	479345	17	0	0
1	479353	11	0	0
1	509748	10	10	100
1	533239	20	20	100
1	533259	12	12	100
1	535487	17	8	47
1	535539	19	15	78.9
1	535568	11	11	100
1	536149	15	14	93.3
1	536227	12	12	100
1	558906	11	10	90.9
1	558926	12	10	83.3
1	558993	12	9	75
1	559398	10	7	70
1	559457	10	8	80
1	564822	13	12	92.3
1	564984	14	11	78.5
1	565059	14	12	85.7
1	565075	14	12	85.7
1	565088	14	13	92.8
1	565113	14	12	85.7
1	565123	14	11	78.5
1	565126	13	10	76.9
1	565405	17	17	100
1	565418	17	15	88.2
1	565424	17	17	100
1	598748	13	10	76.9
1	598772	20	19	95
1	623473	14	14	100
1	623656	13	11	84.6
1	650689	14	13	92.8
1	655103	18	18	100
1	655112	18	17	94.4
1	655125	18	18	100
1	655139	18	18	100
1	655144	18	18	100
1	655194	11	11	100
1	667041	10	10	100
1	667056	16	16	100
1	667089	16	14	87.5
1	667101	18	17	94.4
1	667107	15	15	100
1	667118	15	15	100
1	667128	15	15	100
1	667133	15	15	100
1	667144	15	15	100
1	667153	15	15	100
1	667198	15	15	100
1	667201	15	5	33.3
1	680436	13	12	92.3
1	680454	13	13	100
1	680466	13	13	100
1	680508	14	13	92.8
1	680546	11	10	90.9
1	681616	12	4	33.3
1	681628	12	3	25
1	681641	12	4	33.3
1	681685	11	3	27.2
1	684456	17	14	82.3
1	710430	16	15	93.7
1	710440	26	26	100
1	710448	26	25	96.1
1	710467	26	26	100
1	710488	26	25	96.1
1	710524	26	25	96.1
1	710536	26	25	96.1
1	710553	22	22	100
1	710563	19	19	100
1	710581	19	19	100
1	710586	18	18	100
1	710644	19	19	100
1	710668	19	19	100
1	710683	10	10	100
1	710737	13	12	92.3
1	710797	24	24	100
1	710809	24	23	95.8
1	710834	12	11	91.6
1	711124	10	10	100
1	711136	10	10	100
1	711297	10	10	100
1	733181	13	0	0
1	733196	13	0	0
1	733236	13	0	0
1	733293	12	0	0
1	733639	13	0	0
1	733668	13	0	0
1	733670	13	0	0
1	733684	13	0	0
1	733748	12	0	0
1	733760	19	0	0
1	733772	19	0	0
1	733778	19	0	0
1	733789	14	0	0
1	733797	14	0	0
1	733800	14	0	0
1	733818	19	0	0
1	733822	18	0	0
1	733831	18	0	0
1	733847	19	0	0
1	733851	19	0	0
1	733856	19	0	0
1	733867	19	0	0
1	734596	10	4	40
1	734608	10	6	60
1	734675	10	8	80
1	734691	10	4	40
1	741996	21	20	95.2
1	742029	21	19	90.4
1	742046	21	19	90.4
1	742064	21	20	95.2
1	742080	21	20	95.2
1	742109	15	15	100
1	743140	11	9	81.8
1	743146	13	13	100
1	743246	13	8	61.5
1	772698	10	10	100
1	772708	11	11	100
1	772714	11	11	100
1	773266	16	15	93.7
1	773285	16	15	93.7
1	773322	16	15	93.7
1	773341	15	14	93.3
1	779088	18	15	83.3
1	779154	13	13	100
1	811430	10	0	0
1	811464	11	3	27.2
1	811474	11	9	81.8
1	811560	11	11	100
1	859529	11	9	81.8
1	859537	22	15	68.1
1	859552	22	19	86.3
1	859555	22	12	54.5
1	859561	22	21	95.4
1	859589	22	16	72.7
1	859597	22	18	81.8
1	859611	23	18	78.2
1	859669	15	15	100
1	859686	17	17	100
1	859701	17	17	100
1	859714	17	17	100
1	859736	17	17	100
1	859745	17	17	100
1	875121	15	13	86.6
1	875150	15	8	53.3
1	886783	16	0	0
1	886821	16	0	0
1	894835	11	11	100
1	894847	20	19	95
1	910599	15	14	93.3
1	910644	15	13	86.6
1	922550	14	0	0
1	922558	14	0	0
1	922565	14	0	0
1	922586	14	0	0
1	922590	14	0	0
1	922596	14	0	0
1	922602	13	0	0
1	922606	14	0	0
1	922612	14	0	0
1	922628	13	0	0
1	922636	13	0	0
1	922670	14	0	0
1	922685	21	0	0
1	922710	23	0	0
1	922729	23	0	0
1	922744	12	0	0
1	922776	12	0	0
1	922800	12	0	0
1	922805	12	0	0
1	922809	12	0	0
1	922890	12	0	0
1	922906	12	0	0
1	922913	12	0	0
1	922917	12	0	0
1	922932	12	0	0
1	930337	13	12	92.3
1	930341	18	18	100
1	930395	17	17	100
1	930404	18	18	100
1	930408	18	16	88.8
1	930424	18	18	100
1	930430	18	18	100
1	930437	18	18	100
1	930454	18	18	100
1	933173	17	0	0
1	933202	21	0	0
1	933210	21	0	0
1	933235	21	0	0
1	938417	14	0	0
1	938426	14	1	7.1
1	938438	14	0	0
1	941351	14	14	100
1	941388	14	14	100
1	941441	14	14	100
1	941503	14	14	100
1	954469	17	16	94.1
1	954490	21	21	100
1	954497	21	21	100
1	954501	21	20	95.2
1	954520	21	21	100
1	954529	21	21	100
1	964897	10	10	100
1	965053	15	13	86.6
1	971231	11	11	100
1	971279	22	19	86.3
1	971339	10	9	90
1	976583	11	11	100
1	982460	10	9	90
1	982488	11	11	100
1	989797	22	22	100
1	989807	22	22	100
1	989826	22	21	95.4
1	989848	16	15	93.7
1	992161	15	15	100
1	992268	11	9	81.8
1	1004506	11	11	100
1	1004534	11	10	90.9
1	1004561	11	11	100
1	1004563	11	11	100
1	1004661	11	11	100
1	1004676	11	10	90.9
1	1005597	11	10	90.9
1	1005614	19	17	89.4
1	1005634	19	19	100
1	1005643	19	18	94.7
1	1005660	19	18	94.7
1	1017552	10	9	90
1	1017593	15	15	100
1	1017622	15	14	93.3
1	1017626	15	15	100
1	1017651	15	15	100
1	1170098	11	11	100
1	1170116	15	15	100
1	1170125	15	15	100
1	1170135	15	15	100
1	1170156	15	15	100
1	1170797	14	14	100
1	1170834	15	13	86.6
1	1170848	10	10	100
1	1187692	14	0	0
1	1187701	14	0	0
1	1187705	14	0	0
1	1187709	14	0	0
1	1187718	14	0	0
1	1187745	13	0	0
1	1187750	14	0	0
1	1187771	14	0	0
1	1187789	14	0	0
1	1187793	10	0	0
1	1187799	12	0	0
1	1187802	12	0	0
1	1187806	12	0	0
1	1187825	12	0	0
1	1187832	12	0	0
1	1187837	12	0	0
1	1187843	12	0	0
1	1187846	12	0	0
1	1187868	12	0	0
1	1187871	12	0	0
1	1188122	10	0	0
1	1188127	10	0	0
1	1188237	10	0	0
1	1188245	10	0	0
1	1188258	10	0	0
1	1188262	10	0	0
1	1188269	10	0	0
1	1188274	10	0	0
1	1188286	10	0	0
1	1188303	18	0	0
1	1188310	18	0	0
1	1188313	18	0	0
1	1188321	18	0	0
1	1188336	18	0	0
1	1188346	18	0	0
1	1188364	18	0	0
1	1188375	18	0	0
1	1188396	18	0	0
1	1188402	18	0	0
1	1188424	17	0	0
1	1189030	12	0	0
1	1189045	29	0	0
1	1189051	29	0	0
1	1189063	29	0	0
1	1189072	29	0	0
1	1189094	29	0	0
1	1189099	29	1	3.4
1	1189114	26	0	0
1	1189129	15	0	0
1	1189135	15	0	0
1	1189147	15	0	0
1	1189161	15	0	0
1	1189170	15	0	0
1	1189174	15	0	0
1	1189232	15	0	0
1	1189243	15	0	0
1	1189262	15	0	0
1	1189271	15	0	0
1	1189276	15	0	0
1	1223162	14	0	0
1	1223176	14	0	0
1	1223212	14	0	0
1	1223218	14	0	0
1	1223228	18	0	0
1	1223239	26	0	0
1	1223244	26	0	0
1	1223261	26	0	0
1	1223279	26	0	0
1	1223284	26	0	0
1	1223289	26	0	0
1	1223306	26	0	0
1	1223316	17	0	0
1	1223671	12	0	0
1	1223948	10	0	0
1	1223960	17	0	0
1	1223964	17	0	0
1	1223980	17	0	0
1	1223988	17	0	0
1	1223995	18	0	0
1	1224010	21	0	0
1	1224013	21	0	0
1	1224024	21	0	0
1	1224028	21	0	0
1	1224036	21	0	0
1	1224045	15	0	0
1	1224058	10	0	0
1	1224061	10	0	0
1	1224070	10	0	0
1	1224075	10	0	0
1	1224081	10	0	0
1	1224085	10	0	0
1	1224092	10	0	0
1	1224096	10	0	0
1	1224105	10	0	0
1	1224112	10	0	0
1	1224119	10	0	0
1	1224137	10	0	0
1	1224172	10	0	0
1	1224176	10	1	10
1	1224181	10	0	0
1	1224210	10	0	0
1	1224220	10	0	0
1	1251875	29	28	96.5
1	1251888	29	29	100
1	1251942	22	22	100
1	1254021	13	13	100
1	1254036	13	13	100
1	1254045	13	13	100
1	1254057	13	13	100
1	1254066	13	13	100
1	1254078	13	12	92.3
1	1254084	13	10	76.9
1	1254087	13	13	100
1	1254099	12	12	100
1	1254105	12	12	100
1	1254108	12	12	100
1	1254143	11	11	100
1	1258733	10	10	100
1	1264531	12	0	0
1	1264542	23	0	0
1	1264549	23	0	0
1	1264555	23	0	0
1	1264561	23	0	0
1	1264586	23	0	0
1	1264599	23	0	0
1	1264630	23	0	0
1	1264661	13	0	0
1	1264677	12	0	0
1	1264698	12	0	0
1	1264708	12	0	0
1	1264716	11	0	0
1	1264720	11	0	0
1	1264725	11	0	0
1	1264773	12	0	0
1	1264783	12	0	0
1	1264788	12	0	0
1	1264798	12	0	0
1	1264805	12	0	0
1	1264808	12	0	0
1	1264842	10	0	0
1	1265715	30	0	0
1	1265724	30	0	0
1	1265728	30	0	0
1	1265733	30	0	0
1	1265743	29	0	0
1	1265747	30	0	0
1	1265750	30	0	0
1	1265760	30	0	0
1	1265788	30	0	0
1	1265792	21	0	0
1	1291139	15	1	6.6
1	1291148	14	0	0
1	1291176	14	1	7.1
1	1291218	13	0	0
1	1291284	11	0	0
1	1291393	11	2	18.1
1	1291440	11	11	100
1	1302331	11	11	100
1	1306090	16	0	0
1	1306123	16	0	0
1	1306152	16	0	0
1	1306184	16	0	0
1	1306955	16	0	0
1	1306979	16	0	0
1	1306987	16	0	0
1	1306993	16	0	0
1	1307020	16	0	0
1	1307027	16	0	0
1	1307030	16	0	0
1	1307046	16	0	0
1	1307072	18	0	0
1	1307085	20	0	0
1	1307105	20	0	0
1	1307111	20	0	0
1	1307119	20	0	0
1	1307128	20	0	0
1	1307131	20	0	0
1	1307146	20	0	0
1	1307161	12	0	0
1	1307189	11	0	0
1	1307215	20	0	0
1	1307223	20	0	0
1	1307235	20	0	0
1	1307250	20	0	0
1	1324240	11	0	0
1	1324250	11	0	0
1	1324283	11	0	0
1	1324320	15	0	0
1	1324332	19	0	0
1	1324338	19	0	0
1	1324354	19	0	0
1	1324364	19	0	0
1	1324368	19	0	0
1	1324371	19	0	0
1	1324392	19	0	0
1	1324642	13	0	0
1	1324656	16	0	0
1	1324661	16	0	0
1	1324666	16	0	0
1	1324672	16	0	0
1	1324688	16	0	0
1	1324692	16	0	0
1	1324698	16	0	0
1	1324703	16	0	0
1	1324724	16	0	0
1	1324762	14	0	0
1	1324767	14	0	0
1	1324774	14	0	0
1	1324781	14	0	0
1	1324784	14	0	0
1	1324789	14	0	0
1	1324792	14	0	0
1	1324795	14	0	0
1	1324815	14	0	0
1	1324821	12	0	0
1	1324836	22	0	0
1	1324840	22	0	0
1	1324847	22	0	0
1	1324853	22	0	0
1	1324863	22	0	0
1	1324873	22	0	0
1	1324876	22	0	0
1	1324879	22	0	0
1	1324909	22	0	0
1	1324918	22	0	0
1	1324927	13	0	0
1	1325756	12	0	0
1	1325774	15	0	0
1	1325817	15	0	0
1	1366853	11	10	90.9
1	1366940	11	11	100
1	1366948	11	11	100
1	1366967	11	11	100
1	1366994	11	11	100
1	1366997	11	11	100
1	1372984	11	10	90.9
1	1373006	11	11	100
1	1374549	15	14	93.3
1	1374561	15	14	93.3
1	1374569	11	9	81.8
1	1374788	12	10	83.3
1	1401245	10	8	80
1	1401303	11	11	100
1	1401314	11	10	90.9
1	1401435	11	10	90.9
1	1401448	11	2	18.1
1	1401478	11	5	45.4
1	1406579	10	0	0
1	1406600	13	0	0
1	1406608	13	0	0
1	1406641	12	0	0
1	1406672	13	0	0
1	1406685	13	0	0
1	1406689	13	0	0
1	1406709	10	0	0
1	1406712	16	0	0
1	1406729	16	0	0
1	1406778	12	0	0
1	1406839	16	0	0
1	1406852	16	0	0
1	1407166	15	0	0
1	1407176	15	0	0
1	1407183	15	0	0
1	1407186	15	0	0
1	1407191	15	0	0
1	1407200	15	0	0
1	1407219	15	0	0
1	1407222	15	0	0
1	1407234	15	0	0
1	1407237	15	0	0
1	1407240	15	0	0
1	1407243	15	0	0
1	1407247	15	0	0
1	1407264	11	0	0
1	1407310	10	0	0
1	1407318	10	0	0
1	1407321	10	0	0
1	1407326	10	0	0
1	1407335	10	0	0
1	1407343	10	0	0
1	1407346	10	0	0
1	1407355	10	0	0
1	1407366	10	0	0
1	1407379	10	0	0
1	1407389	10	0	0
1	1407396	10	0	0
1	1407399	13	0	0
1	1407479	10	0	0
1	1407486	10	0	0
1	1407499	10	0	0
1	1407503	10	0	0
1	1407506	10	0	0
1	1407582	10	0	0
1	1407589	10	0	0
1	1407593	10	0	0
1	1407598	10	0	0
1	1407610	10	0	0
1	1407691	20	0	0
1	1407716	23	0	0
1	1407719	23	0	0
1	1407737	23	0	0
1	1407740	23	0	0
1	1407747	23	0	0
1	1407752	23	0	0
1	1407762	23	0	0
1	1407776	23	0	0
1	1408040	10	0	0
1	1408048	19	0	0
1	1408063	19	0	0
1	1408099	10	0	0
1	1418185	19	19	100
1	1418197	19	18	94.7
1	1418209	19	18	94.7
1	1418230	19	18	94.7
1	1418256	19	19	100
1	1418274	13	12	92.3
1	1472130	11	11	100
1	1472139	11	11	100
1	1472168	11	11	100
1	1472177	11	11	100
1	1472233	11	11	100
1	1472239	11	11	100
1	1472269	11	11	100
1	1476085	10	10	100
1	1476159	10	10	100
1	1476218	10	9	90
1	1480737	14	0	0
1	1480742	16	0	0
1	1480751	16	0	0
1	1480778	16	0	0
1	1495644	10	0	0
1	1495681	19	0	0
1	1495694	19	0	0
1	1495704	19	0	0
1	1495710	19	0	0
1	1495764	19	0	0
1	1495768	19	0	0
1	1495798	19	0	0
1	1495816	19	0	0
1	1495822	22	0	0
1	1495828	26	0	0
1	1495831	26	0	0
1	1495838	26	0	0
1	1495843	26	0	0
1	1495849	26	0	0
1	1495863	26	0	0
1	1495871	26	0	0
1	1495874	17	0	0
1	1495901	23	0	0
1	1495904	23	0	0
1	1495925	23	0	0
1	1495941	23	0	0
1	1495944	23	0	0
1	1495958	23	0	0
1	1495965	23	0	0
1	1495969	23	0	0
1	1495976	23	0	0
1	1495979	23	0	0
1	1496115	11	0	0
1	1496121	19	0	0
1	1496130	19	0	0
1	1496135	19	0	0
1	1496155	19	0	0
1	1496162	19	0	0
1	1496166	19	0	0
1	1496171	19	0	0
1	1496184	19	0	0
1	1496193	12	0	0
1	1496396	12	0	0
1	1496400	19	0	0
1	1496406	19	0	0
1	1496415	19	0	0
1	1496423	19	0	0
1	1496429	19	0	0
1	1496438	19	0	0
1	1496445	19	0	0
1	1496452	19	0	0
1	1496490	19	0	0
1	1496508	19	0	0
1	1496513	12	0	0
1	1527578	11	11	100
1	1527602	10	10	100
1	1527705	10	10	100
1	1544322	15	12	80
1	1544329	15	12	80
1	1544359	15	13	86.6
1	1544363	15	11	73.3
1	1544375	15	14	93.3
1	1544383	11	7	63.6
1	1563829	10	10	100
1	1563835	10	10	100
1	1563865	10	10	100
1	1563871	10	10	100
1	1563876	10	9	90
1	1563936	10	10	100
1	1563940	16	16	100
1	1563990	18	17	94.4
1	1563998	18	18	100
1	1564006	18	17	94.4
1	1565248	15	12	80
1	1565272	16	15	93.7
1	1565298	16	0	0
1	1565363	20	20	100
1	1565436	12	12	100
1	1568612	12	12	100
1	1568670	15	6	40
1	1568682	15	14	93.3
1	1568707	15	15	100
1	1588052	10	10	100
1	1588089	10	5	50
1	1588177	10	9	90
1	1588190	10	9	90
1	1591016	10	10	100
1	1591127	11	10	90.9
1	1591159	13	5	38.4
1	1591497	11	0	0
1	1591500	26	0	0
1	1591503	26	0	0
1	1591511	26	0	0
1	1591518	26	0	0
1	1591525	26	0	0
1	1591544	26	0	0
1	1591549	25	0	0
1	1591554	26	0	0
1	1591563	26	0	0
1	1591568	26	0	0
1	1591579	26	0	0
1	1591592	15	0	0
1	1591625	19	0	0
1	1591636	19	1	5.2
1	1591668	19	0	0
1	1591691	19	0	0
1	1591702	19	0	0
1	1591707	23	0	0
1	1591722	24	0	0
1	1591730	24	0	0
1	1591741	24	0	0
1	1591751	24	0	0
1	1591762	11	0	0
1	1591794	15	0	0
1	1591798	15	0	0
1	1591802	15	0	0
1	1591823	15	0	0
1	1626295	19	0	0
1	1626315	19	0	0
1	1626320	19	0	0
1	1626330	19	0	0
1	1626357	19	1	5.2
1	1626374	19	0	0
1	1626392	19	0	0
1	1626404	19	0	0
1	1626416	17	1	5.8
1	1626419	13	0	0
1	1626461	13	0	0
1	1626465	13	0	0
1	1626475	13	0	0
1	1626480	15	0	0
1	1626488	15	0	0
1	1626493	15	1	6.6
1	1626514	15	0	0
1	1626552	13	0	0
1	1626581	15	0	0
1	1626598	15	0	0
1	1626607	15	1	6.6
1	1626614	15	0	0
1	1626621	15	0	0
1	1626625	19	0	0
1	1626635	22	0	0
1	1626644	22	0	0
1	1626650	22	0	0
1	1626696	22	0	0
1	1626716	22	0	0
1	1626872	11	0	0
1	1626877	11	0	0
1	1626886	11	0	0
1	1626889	11	0	0
1	1626895	11	0	0
1	1626903	11	0	0
1	1626927	11	0	0
1	1626930	11	0	0
1	1627005	21	0	0
1	1627008	21	0	0
1	1627012	21	0	0
1	1627020	21	0	0
1	1627025	21	0	0
1	1627046	21	0	0
1	1627055	21	0	0
1	1627059	17	0	0
1	1627064	10	0	0
1	1627100	14	0	0
1	1627109	14	0	0
1	1640718	16	14	87.5
1	1640725	17	16	94.1
1	1640746	17	14	82.3
1	1640753	17	16	94.1
1	1685626	17	17	100
1	1685730	17	17	100
1	1692130	12	12	100
1	1692138	13	13	100
1	1692199	15	13	86.6
1	1697135	14	14	100
1	1697157	11	10	90.9
1	1697191	11	0	0
1	1697201	11	11	100
1	1697226	14	14	100
1	1697252	14	13	92.8
1	1709528	18	15	83.3
1	1709564	18	16	88.8
1	1709573	18	14	77.7
1	1709580	18	13	72.2
1	1709613	18	17	94.4
1	1709618	18	16	88.8
1	1709622	11	11	100
1	1712116	22	22	100
1	1712124	24	23	95.8
1	1712127	24	23	95.8
1	1712171	24	24	100
1	1712186	18	18	100
1	1712192	11	10	90.9
1	1712313	10	10	100
1	1712338	16	16	100
1	1712350	16	16	100
1	1712366	16	16	100
1	1712394	15	14	93.3
1	1712399	10	10	100
1	1712416	10	10	100
1	1712425	10	9	90
1	1712634	10	10	100
1	1712643	10	9	90
1	1712657	10	8	80
1	1714591	15	13	86.6
1	1724424	11	11	100
1	1724496	28	27	96.4
1	1724524	21	21	100
1	1735743	11	0	0
1	1735753	11	0	0
1	1735775	11	0	0
1	1735781	11	0	0
1	1735786	11	0	0
1	1735793	11	0	0
1	1735796	11	0	0
1	1735876	11	0	0
1	1735883	11	2	18.1
1	1735914	11	1	9
1	1735968	12	1	8.3
1	1735983	12	1	8.3
1	1735999	12	2	16.6
1	1736003	12	1	8.3
1	1736059	12	3	25
1	1736091	20	8	40
1	1736101	20	11	55
1	1736131	12	8	66.6
1	1736156	10	4	40
1	1736191	10	9	90
1	1736199	14	4	28.5
1	1736222	14	9	64.2
1	1736244	14	14	100
1	1736260	14	12	85.7
1	1738982	11	11	100
1	1739015	11	10	90.9
1	1743698	13	0	0
1	1743707	23	0	0
1	1743720	23	5	21.7
1	1743746	23	5	21.7
1	1743749	23	2	8.6
1	1743754	23	1	4.3
1	1743764	23	1	4.3
1	1743776	10	1	10
1	1744122	14	13	92.8
1	1744141	14	10	71.4
1	1744163	14	14	100
1	1747616	22	22	100
1	1747625	22	22	100
1	1747661	17	16	94.1
1	1750719	13	11	84.6
1	1750798	10	9	90
1	1769820	13	9	69.2
1	1769881	12	5	41.6
1	1769987	12	4	33.3
1	1770019	13	2	15.3
1	1770032	13	8	61.5
1	1770040	13	7	53.8
1	1770064	12	8	66.6
1	1770097	12	5	41.6
1	1770113	12	8	66.6
1	1770144	17	11	64.7
1	1770166	14	9	64.2
1	1770176	14	9	64.2
1	1770251	14	8	57.1
1	1770278	14	3	21.4
1	1770640	10	8	80
1	1770644	20	17	85
1	1770750	11	8	72.7
1	1771063	14	12	85.7
1	1771076	22	21	95.4
1	1771095	22	17	77.2
1	1771132	22	19	86.3
1	1771135	22	21	95.4
1	1775650	15	0	0
1	1775658	25	0	0
1	1775664	25	0	0
1	1775708	17	0	0
1	1775717	17	0	0
1	1775747	24	0	0
1	1775759	25	0	0
1	1775790	25	3	12
1	1775798	25	1	4
1	1775813	10	0	0
1	1776195	17	1	5.8
1	1776198	26	3	11.5
1	1776210	26	0	0
1	1776215	26	2	7.6
