Chromosome	Position	Coverage	# methylated	% methylated
1	180135	12	0	0
1	180149	12	0	0
1	180167	12	0	0
1	180179	12	0	0
1	180220	12	1	8.3
1	193548	12	10	83.3
1	193659	29	27	93.1
1	193669	26	26	100
1	193679	30	30	100
1	193724	30	30	100
1	193749	21	17	80.9
1	208123	10	8	80
1	208170	24	21	87.5
1	208256	14	12	85.7
1	214238	10	8	80
1	214441	20	20	100
1	214488	28	26	92.8
1	214562	25	25	100
1	214567	30	30	100
1	214593	30	27	90
1	214655	21	18	85.7
1	242020	11	0	0
1	242033	11	0	0
1	242037	11	0	0
1	242051	11	0	0
1	242133	11	0	0
1	242145	11	0	0
1	242175	11	0	0
1	242182	11	0	0
1	242197	11	0	0
1	242204	13	0	0
1	242219	16	0	0
1	242231	16	0	0
1	242234	16	0	0
1	242248	16	0	0
1	242255	11	0	0
1	242328	16	0	0
1	242331	16	0	0
1	242345	16	0	0
1	242348	16	0	0
1	242361	16	0	0
1	242374	16	0	0
1	242384	16	0	0
1	242392	16	0	0
1	242419	13	0	0
1	242511	19	0	0
1	242517	23	0	0
1	242520	23	0	0
1	242526	23	0	0
1	242532	23	0	0
1	242553	23	0	0
1	242592	23	0	0
1	242601	22	0	0
1	242618	23	0	0
1	242628	23	0	0
1	242634	23	0	0
1	242864	10	0	0
1	242869	23	0	0
1	242880	23	0	0
1	242946	23	0	0
1	242949	23	0	0
1	242962	23	0	0
1	242968	31	0	0
1	242997	29	0	0
1	243012	30	0	0
1	243016	30	1	3.3
1	243045	12	0	0
1	248765	11	8	72.7
1	252480	23	13	56.5
1	252605	17	13	76.4
1	257962	14	11	78.5
1	257977	14	13	92.8
1	257987	14	14	100
1	257994	14	12	85.7
1	264944	17	17	100
1	264968	17	16	94.1
1	264994	17	17	100
1	265892	14	13	92.8
1	265928	22	22	100
1	265944	22	22	100
1	265976	21	15	71.4
1	266012	20	16	80
1	266046	18	18	100
1	266094	18	17	94.4
1	266126	18	17	94.4
1	266147	10	10	100
1	270462	14	14	100
1	270474	10	9	90
1	271284	14	14	100
1	279761	15	15	100
1	279793	30	27	90
1	279803	30	28	93.3
1	279824	30	29	96.6
1	279832	17	17	100
1	305157	25	25	100
1	305205	18	17	94.4
1	311756	14	14	100
1	311820	25	25	100
1	311829	21	20	95.2
1	311910	21	21	100
1	311941	21	21	100
1	329096	12	1	8.3
1	329319	10	3	30
1	329374	17	15	88.2
1	329383	10	10	100
1	339497	12	11	91.6
1	339604	17	16	94.1
1	357597	18	18	100
1	357608	18	16	88.8
1	357616	18	18	100
1	357639	18	18	100
1	357642	18	18	100
1	357653	18	17	94.4
1	357660	18	17	94.4
1	357670	19	18	94.7
1	363044	10	10	100
1	363066	21	21	100
1	363168	21	20	95.2
1	363188	11	10	90.9
1	370616	20	0	0
1	370633	30	0	0
1	370640	30	0	0
1	370666	30	0	0
1	370702	30	0	0
1	370716	30	0	0
1	370737	25	0	0
1	370770	19	0	0
1	370794	20	0	0
1	370806	19	0	0
1	370928	20	1	5
1	371651	16	16	100
1	371750	44	37	84
1	371790	25	23	92
1	375096	13	12	92.3
1	375161	11	11	100
1	401110	15	0	0
1	401115	17	0	0
1	401119	17	0	0
1	401131	17	1	5.8
1	401136	17	0	0
1	401149	17	1	5.8
1	401158	17	3	17.6
1	401162	17	0	0
1	401167	17	2	11.7
1	401172	17	0	0
1	401185	17	2	11.7
1	401189	17	0	0
1	401201	17	0	0
1	401222	17	1	5.8
1	401226	17	0	0
1	401233	17	0	0
1	401242	17	1	5.8
1	401247	17	0	0
1	404613	22	17	77.2
1	404682	31	28	90.3
1	404712	14	13	92.8
1	429243	11	10	90.9
1	429272	21	19	90.4
1	429311	21	18	85.7
1	429378	10	9	90
1	466333	10	9	90
1	466340	14	13	92.8
1	466364	14	14	100
1	466367	14	13	92.8
1	466465	13	13	100
1	466477	13	13	100
1	466484	13	11	84.6
1	466498	13	13	100
1	466691	12	12	100
1	469161	11	11	100
1	476675	12	11	91.6
1	476811	13	13	100
1	478779	23	0	0
1	478784	23	0	0
1	478797	23	0	0
1	478815	23	0	0
1	478823	22	0	0
1	478833	22	1	4.5
1	478849	23	0	0
1	478855	23	0	0
1	478860	23	0	0
1	478868	23	0	0
1	478887	14	0	0
1	478902	12	0	0
1	478909	20	0	0
1	478918	20	0	0
1	478921	20	0	0
1	478924	20	0	0
1	478945	20	0	0
1	478962	20	0	0
1	478968	28	0	0
1	478996	28	0	0
1	479011	28	0	0
1	479016	28	0	0
1	479026	28	0	0
1	479031	28	0	0
1	479038	29	0	0
1	479086	21	0	0
1	479094	21	0	0
1	479110	20	0	0
1	479116	21	0	0
1	479129	21	0	0
1	479144	21	0	0
1	479159	21	0	0
1	479164	21	0	0
1	479174	21	0	0
1	479179	21	0	0
1	479183	21	0	0
1	479285	22	0	0
1	479290	38	0	0
1	479301	40	0	0
1	479305	40	0	0
1	479345	40	0	0
1	479354	21	0	0
1	497844	17	17	100
1	497858	17	17	100
1	497873	17	16	94.1
1	498006	10	4	40
1	533239	16	13	81.2
1	535439	26	22	84.6
1	535487	36	25	69.4
1	535539	37	32	86.4
1	535568	11	11	100
1	536149	24	24	100
1	536227	20	19	95
1	539181	13	12	92.3
1	539246	25	23	92
1	539320	12	12	100
1	558906	14	11	78.5
1	558926	23	22	95.6
1	558993	23	16	69.5
1	559016	18	4	22.2
1	559048	11	11	100
1	559056	11	11	100
1	564794	13	13	100
1	564822	23	21	91.3
1	564919	16	12	75
1	564984	13	12	92.3
1	565059	12	12	100
1	565075	13	12	92.3
1	565088	13	13	100
1	565113	13	13	100
1	565123	13	12	92.3
1	565405	17	17	100
1	565418	17	17	100
1	565424	17	17	100
1	565583	10	10	100
1	584666	10	10	100
1	584743	12	11	91.6
1	584749	12	10	83.3
1	584758	12	10	83.3
1	598748	14	14	100
1	598772	24	24	100
1	598868	18	17	94.4
1	598934	16	15	93.7
1	605893	10	1	10
1	623473	16	15	93.7
1	623656	10	8	80
1	623975	14	13	92.8
1	623993	14	14	100
1	624023	11	10	90.9
1	650689	16	15	93.7
1	655103	16	15	93.7
1	655112	16	16	100
1	655125	16	15	93.7
1	655139	16	15	93.7
1	655144	16	16	100
1	655194	11	11	100
1	664725	10	10	100
1	664849	22	21	95.4
1	664855	24	24	100
1	664882	24	24	100
1	664911	22	20	90.9
1	667056	12	12	100
1	667089	12	12	100
1	667101	19	19	100
1	667107	22	22	100
1	667118	21	21	100
1	667128	22	22	100
1	667133	22	22	100
1	667144	21	21	100
1	667153	22	22	100
1	667178	16	9	56.2
1	667198	22	20	90.9
1	667201	22	10	45.4
1	671474	10	10	100
1	671522	23	23	100
1	671537	13	13	100
1	680436	23	22	95.6
1	680454	23	23	100
1	680466	23	23	100
1	680493	20	20	100
1	680508	11	10	90.9
1	681582	11	6	54.5
1	681616	20	5	25
1	681628	20	4	20
1	681641	19	6	31.5
1	681685	18	4	22.2
1	682264	10	10	100
1	684456	19	13	68.4
1	684471	12	11	91.6
1	709693	12	12	100
1	709778	12	12	100
1	710430	21	21	100
1	710440	30	30	100
1	710448	30	29	96.6
1	710467	30	30	100
1	710488	30	30	100
1	710524	30	30	100
1	710536	30	29	96.6
1	710553	28	28	100
1	710563	29	29	100
1	710581	29	27	93.1
1	710586	29	29	100
1	710644	29	27	93.1
1	710668	29	27	93.1
1	710683	15	15	100
1	710737	15	15	100
1	710797	30	30	100
1	710809	30	30	100
1	710834	18	17	94.4
1	711124	11	11	100
1	711136	11	11	100
1	711297	11	10	90.9
1	733639	12	0	0
1	733668	18	0	0
1	733684	18	0	0
1	733748	12	0	0
1	733760	16	0	0
1	733772	16	0	0
1	733778	16	0	0
1	733789	15	0	0
1	733797	14	0	0
1	733800	14	0	0
1	733818	16	0	0
1	733822	16	0	0
1	733831	14	0	0
1	733847	16	0	0
1	733851	16	0	0
1	733856	16	0	0
1	733867	16	0	0
1	733876	13	0	0
1	733883	14	0	0
1	733886	14	0	0
1	733889	14	0	0
1	733917	12	0	0
1	733922	14	0	0
1	734485	10	0	0
1	734512	14	3	21.4
1	734524	14	3	21.4
1	734547	16	2	12.5
1	734596	22	12	54.5
1	734608	22	14	63.6
1	734675	22	19	86.3
1	734691	22	11	50
1	734722	10	8	80
1	741996	24	23	95.8
1	742029	24	21	87.5
1	742046	24	19	79.1
1	742064	24	20	83.3
1	742080	24	23	95.8
1	742109	15	14	93.3
1	743140	13	13	100
1	743146	19	19	100
1	743246	19	16	84.2
1	772684	10	10	100
1	772692	10	10	100
1	772698	10	10	100
1	772708	10	10	100
1	772714	10	10	100
1	773266	21	18	85.7
1	773285	21	19	90.4
1	773322	21	19	90.4
1	773341	14	10	71.4
1	779045	11	11	100
1	779088	30	26	86.6
1	779154	19	18	94.7
1	792780	15	14	93.3
1	792840	29	29	100
1	792854	14	13	92.8
1	811464	14	2	14.2
1	811474	14	8	57.1
1	811560	14	13	92.8
1	811589	18	15	83.3
1	811595	18	18	100
1	811640	18	18	100
1	859529	11	10	90.9
1	859537	23	18	78.2
1	859552	23	20	86.9
1	859555	23	18	78.2
1	859561	23	23	100
1	859589	23	18	78.2
1	859597	23	20	86.9
1	859611	22	21	95.4
1	859669	19	19	100
1	859686	14	14	100
1	859701	14	13	92.8
1	859714	14	14	100
1	859736	14	13	92.8
1	859745	14	14	100
1	875121	20	18	90
1	875150	20	8	40
1	875181	11	9	81.8
1	886783	23	0	0
1	886821	23	0	0
1	886833	16	0	0
1	894835	13	12	92.3
1	894847	28	28	100
1	894947	15	15	100
1	910124	10	10	100
1	910153	10	10	100
1	910599	14	13	92.8
1	910644	14	14	100
1	922550	13	0	0
1	922558	13	0	0
1	922565	13	0	0
1	922586	13	0	0
1	922590	13	0	0
1	922596	13	0	0
1	922602	13	0	0
1	922606	13	0	0
1	922612	13	0	0
1	922628	12	0	0
1	922636	12	0	0
1	922670	13	0	0
1	922685	15	0	0
1	922710	15	0	0
1	922729	15	0	0
1	930341	21	20	95.2
1	930395	21	21	100
1	930404	21	20	95.2
1	930408	21	21	100
1	930424	21	21	100
1	930430	21	20	95.2
1	930437	21	21	100
1	930454	21	21	100
1	930469	12	12	100
1	932451	11	10	90.9
1	932507	21	21	100
1	932534	21	19	90.4
1	932592	11	10	90.9
1	932926	10	4	40
1	933129	10	1	10
1	933173	21	1	4.7
1	933202	25	1	4
1	933210	25	1	4
1	933235	25	1	4
1	933264	12	1	8.3
1	941351	10	9	90
1	941388	10	10	100
1	941503	10	10	100
1	954469	10	9	90
1	954490	21	21	100
1	954497	21	21	100
1	954501	21	21	100
1	954520	21	21	100
1	954529	21	21	100
1	954540	11	10	90.9
1	964897	13	13	100
1	965053	17	17	100
1	965133	13	13	100
1	968225	12	12	100
1	968250	12	11	91.6
1	971231	10	10	100
1	971279	25	24	96
1	971339	15	15	100
1	973465	17	16	94.1
1	973484	17	16	94.1
1	973492	16	15	93.7
1	973519	16	14	87.5
1	973536	15	15	100
1	973558	17	17	100
1	973585	11	9	81.8
1	976583	12	11	91.6
1	982488	11	11	100
1	988484	10	8	80
1	988507	10	7	70
1	988522	10	10	100
1	988629	10	10	100
1	992150	10	9	90
1	992161	20	19	95
1	992268	10	10	100
1	1004506	16	15	93.7
1	1004534	21	20	95.2
1	1004561	21	21	100
1	1004661	21	19	90.4
1	1004676	21	19	90.4
1	1005597	13	11	84.6
1	1005614	23	21	91.3
1	1005634	23	23	100
1	1005643	23	22	95.6
1	1005660	23	21	91.3
1	1005665	12	11	91.6
1	1010767	17	15	88.2
1	1010770	27	27	100
1	1010779	27	26	96.2
1	1010844	27	26	96.2
1	1010879	27	26	96.2
1	1010883	10	10	100
1	1017552	11	11	100
1	1017593	23	23	100
1	1017622	23	23	100
1	1017626	23	23	100
1	1017651	23	23	100
1	1017672	12	12	100
1	1050720	10	10	100
1	1092296	12	12	100
1	1092309	11	11	100
1	1092383	12	12	100
1	1092404	12	12	100
1	1170098	11	11	100
1	1170116	21	21	100
1	1170125	21	21	100
1	1170135	21	21	100
1	1170156	21	20	95.2
1	1170161	10	10	100
1	1170755	14	14	100
1	1170797	21	20	95.2
1	1170834	21	20	95.2
1	1170848	13	13	100
1	1181691	10	10	100
1	1181700	10	10	100
1	1181706	10	9	90
1	1181716	10	10	100
1	1181739	10	10	100
1	1187490	18	0	0
1	1187518	23	0	0
1	1187531	23	0	0
1	1187596	23	1	4.3
1	1187600	23	0	0
1	1187687	12	0	0
1	1187692	20	0	0
1	1187701	20	0	0
1	1187705	20	0	0
1	1187709	20	0	0
1	1187718	20	0	0
1	1187745	20	0	0
1	1187750	20	0	0
1	1187771	20	0	0
1	1187789	20	0	0
1	1187793	15	0	0
1	1187799	15	0	0
1	1187802	15	0	0
1	1187806	15	0	0
1	1187825	15	0	0
1	1187832	15	0	0
1	1187837	15	0	0
1	1187843	14	0	0
1	1187846	14	0	0
1	1187868	15	0	0
1	1187871	15	0	0
1	1187937	14	0	0
1	1187940	32	0	0
1	1187962	32	0	0
1	1187975	32	0	0
1	1187988	32	0	0
1	1188007	32	0	0
1	1188011	18	0	0
1	1188303	20	0	0
1	1188310	20	0	0
1	1188313	20	0	0
1	1188321	20	0	0
1	1188336	20	0	0
1	1188346	20	0	0
1	1188364	19	0	0
1	1188375	19	0	0
1	1188396	20	0	0
1	1188402	19	0	0
1	1188423	19	0	0
1	1189030	15	0	0
1	1189045	32	0	0
1	1189051	32	0	0
1	1189063	32	0	0
1	1189072	32	0	0
1	1189094	32	0	0
1	1189099	31	0	0
1	1189114	25	0	0
1	1189129	14	0	0
1	1189135	14	0	0
1	1189147	14	0	0
1	1189161	14	0	0
1	1189170	14	0	0
1	1189174	14	0	0
1	1189232	14	0	0
1	1189243	14	1	7.1
1	1189262	14	1	7.1
1	1189271	14	0	0
1	1189276	14	0	0
1	1223152	15	0	0
1	1223162	31	0	0
1	1223176	31	0	0
1	1223212	31	0	0
1	1223218	31	0	0
1	1223228	32	0	0
1	1223239	29	0	0
1	1223244	29	0	0
1	1223261	29	0	0
1	1223279	28	0	0
1	1223284	29	0	0
1	1223289	29	0	0
1	1223306	29	0	0
1	1223316	13	0	0
1	1223899	11	0	0
1	1223913	10	0	0
1	1223926	10	0	0
1	1223938	10	0	0
1	1223948	10	0	0
1	1224045	10	0	0
1	1224058	18	0	0
1	1224061	18	0	0
1	1224070	18	0	0
1	1224075	18	0	0
1	1224081	18	0	0
1	1224085	18	0	0
1	1224092	18	0	0
1	1224096	18	0	0
1	1224105	18	0	0
1	1224112	18	0	0
1	1224119	18	0	0
1	1224137	18	0	0
1	1224148	11	0	0
1	1224172	12	0	0
1	1224176	12	0	0
1	1224181	12	0	0
1	1224210	12	0	0
1	1224220	12	0	0
1	1251875	29	29	100
1	1251888	29	29	100
1	1251942	23	23	100
1	1264531	12	0	0
1	1264542	28	0	0
1	1264549	28	0	0
1	1264555	28	0	0
1	1264561	28	0	0
1	1264586	28	0	0
1	1264599	28	0	0
1	1264630	28	0	0
1	1264661	25	0	0
1	1264677	18	0	0
1	1264698	18	0	0
1	1264708	18	0	0
1	1264716	18	0	0
1	1264720	18	0	0
1	1264725	18	0	0
1	1264773	17	0	0
1	1264783	17	0	0
1	1264788	17	0	0
1	1264798	17	0	0
1	1264805	18	0	0
1	1264808	18	0	0
1	1265712	15	0	0
1	1265715	31	0	0
1	1265724	31	0	0
1	1265728	31	0	0
1	1265733	31	0	0
1	1265743	31	0	0
1	1265747	31	0	0
1	1265750	31	0	0
1	1265760	31	0	0
1	1265788	31	1	3.2
1	1265791	29	0	0
1	1265829	25	0	0
1	1265842	25	0	0
1	1265881	12	0	0
1	1291139	10	2	20
1	1291148	18	3	16.6
1	1291176	18	1	5.5
1	1291218	17	1	5.8
1	1291260	15	0	0
1	1302331	18	18	100
1	1306086	10	0	0
1	1306090	15	0	0
1	1306123	15	0	0
1	1306152	15	0	0
1	1306184	15	0	0
1	1306955	11	0	0
1	1306979	11	0	0
1	1306987	11	0	0
1	1306993	11	0	0
1	1307020	11	0	0
1	1307027	11	0	0
1	1307030	11	0	0
1	1307046	11	0	0
1	1307072	12	0	0
1	1307085	26	0	0
1	1307105	26	0	0
1	1307111	26	0	0
1	1307119	26	0	0
1	1307128	26	0	0
1	1307131	26	0	0
1	1307146	26	0	0
1	1307160	19	0	0
1	1307189	10	0	0
1	1307215	25	0	0
1	1307223	25	0	0
1	1307235	24	0	0
1	1307250	25	0	0
1	1307271	15	0	0
1	1324240	18	0	0
1	1324250	18	0	0
1	1324283	18	0	0
1	1324290	12	0	0
1	1324320	12	0	0
1	1324332	27	0	0
1	1324338	27	0	0
1	1324354	27	0	0
1	1324364	27	0	0
1	1324368	26	0	0
1	1324371	25	0	0
1	1324392	27	0	0
1	1324408	16	0	0
1	1324574	24	4	16.6
1	1324578	24	0	0
1	1324583	24	3	12.5
1	1324589	24	3	12.5
1	1324595	24	4	16.6
1	1324603	24	4	16.6
1	1324621	20	0	0
1	1324630	20	0	0
1	1324633	20	0	0
1	1324642	23	0	0
1	1324656	18	0	0
1	1324661	18	0	0
1	1324666	18	0	0
1	1324672	17	0	0
1	1324688	18	0	0
1	1324692	18	0	0
1	1324698	18	0	0
1	1324703	18	0	0
1	1324724	18	0	0
1	1324762	17	0	0
1	1324767	17	0	0
1	1324774	17	0	0
1	1324781	17	0	0
1	1324784	17	0	0
1	1324789	17	0	0
1	1324792	17	0	0
1	1324795	17	0	0
1	1324815	17	0	0
1	1324821	10	0	0
1	1324833	11	0	0
1	1324836	27	0	0
1	1324840	27	0	0
1	1324847	27	0	0
1	1324853	27	0	0
1	1324863	27	0	0
1	1324873	27	0	0
1	1324876	27	0	0
1	1324879	27	0	0
1	1324909	27	0	0
1	1324918	27	0	0
1	1324927	16	0	0
1	1325713	16	0	0
1	1325756	23	0	0
1	1325774	25	0	0
1	1325817	24	0	0
1	1325834	13	0	0
1	1366853	14	14	100
1	1366940	14	14	100
1	1366948	14	14	100
1	1366967	14	14	100
1	1366994	14	12	85.7
1	1366997	14	13	92.8
1	1372965	11	11	100
1	1372984	16	13	81.2
1	1373006	16	15	93.7
1	1374499	11	9	81.8
1	1374549	22	21	95.4
1	1374561	22	21	95.4
1	1374569	12	12	100
1	1374672	13	10	76.9
1	1374788	16	11	68.7
1	1374826	17	17	100
1	1374852	10	10	100
1	1382617	14	12	85.7
1	1382720	15	15	100
1	1382732	15	14	93.3
1	1386792	10	8	80
1	1386803	20	20	100
1	1386826	20	20	100
1	1386974	11	11	100
1	1387163	10	8	80
1	1387188	10	4	40
1	1391045	10	10	100
1	1397752	14	2	14.2
1	1399986	10	10	100
1	1399991	10	10	100
1	1400140	10	10	100
1	1401245	13	13	100
1	1406600	14	0	0
1	1406608	14	0	0
1	1406641	13	0	0
1	1406672	14	1	7.1
1	1406685	13	0	0
1	1406689	14	0	0
1	1406709	14	0	0
1	1406712	18	0	0
1	1406729	18	0	0
1	1406778	18	0	0
1	1406786	10	0	0
1	1406839	18	0	0
1	1406852	18	0	0
1	1406860	13	0	0
1	1407166	17	0	0
1	1407176	17	1	5.8
1	1407183	16	0	0
1	1407186	17	0	0
1	1407191	17	0	0
1	1407200	17	0	0
1	1407219	17	0	0
1	1407222	17	0	0
1	1407234	17	0	0
1	1407237	17	0	0
1	1407240	17	0	0
1	1407243	17	0	0
1	1407247	17	0	0
1	1407310	16	0	0
1	1407318	16	0	0
1	1407321	16	0	0
1	1407326	16	0	0
1	1407335	16	0	0
1	1407338	16	0	0
1	1407343	16	0	0
1	1407346	15	0	0
1	1407355	15	0	0
1	1407359	16	0	0
1	1407366	16	0	0
1	1407379	16	0	0
1	1407389	16	1	6.2
1	1407396	16	0	0
1	1407399	19	0	0
1	1407408	17	0	0
1	1407411	17	0	0
1	1407417	17	0	0
1	1407429	17	0	0
1	1407433	17	0	0
1	1407437	17	0	0
1	1407442	17	0	0
1	1407450	17	0	0
1	1407453	17	0	0
1	1407617	10	0	0
1	1407639	17	0	0
1	1407653	17	0	0
1	1407691	13	0	0
1	1407716	19	0	0
1	1407719	21	0	0
1	1407737	21	0	0
1	1407740	21	0	0
1	1407747	21	0	0
1	1407752	21	0	0
1	1407762	21	0	0
1	1407776	21	0	0
1	1407791	10	0	0
1	1408048	20	0	0
1	1408063	20	1	5
1	1408099	11	0	0
1	1418178	10	9	90
1	1418185	24	21	87.5
1	1418197	24	24	100
1	1418209	24	24	100
1	1418230	24	24	100
1	1418256	24	24	100
1	1418274	14	14	100
1	1472110	11	11	100
1	1472130	24	24	100
1	1472139	24	24	100
1	1472168	24	24	100
1	1472177	24	24	100
1	1472226	11	11	100
1	1472233	23	23	100
1	1472239	23	23	100
1	1472269	24	23	95.8
1	1472300	13	12	92.3
1	1476085	11	11	100
1	1476159	11	10	90.9
1	1476218	11	11	100
1	1480737	11	2	18.1
1	1480742	13	0	0
1	1480751	13	0	0
1	1480778	13	0	0
1	1495644	10	0	0
1	1495681	15	0	0
1	1495694	15	0	0
1	1495704	15	0	0
1	1495710	15	0	0
1	1495718	10	0	0
1	1495764	15	0	0
1	1495768	15	0	0
1	1495798	15	0	0
1	1495816	15	0	0
1	1495828	15	0	0
1	1495831	15	0	0
1	1495838	15	0	0
1	1495843	15	0	0
1	1495849	15	0	0
1	1495863	15	0	0
1	1495871	15	0	0
1	1495874	16	0	0
1	1495901	12	0	0
1	1495904	12	0	0
1	1495925	14	0	0
1	1495941	14	0	0
1	1495944	14	0	0
1	1495958	14	0	0
1	1495965	14	0	0
1	1495969	14	0	0
1	1495976	14	0	0
1	1495979	20	0	0
1	1496003	21	0	0
1	1496017	21	0	0
1	1496029	20	0	0
1	1496036	20	0	0
1	1496039	20	0	0
1	1496065	21	0	0
1	1496070	21	0	0
1	1496082	21	0	0
1	1496093	21	0	0
1	1496110	21	0	0
1	1496115	25	0	0
1	1496121	32	0	0
1	1496130	32	0	0
1	1496135	32	0	0
1	1496155	32	0	0
1	1496162	32	0	0
1	1496166	32	0	0
1	1496171	31	0	0
1	1496184	32	0	0
1	1496193	18	0	0
1	1496396	11	0	0
1	1496400	18	0	0
1	1496406	18	0	0
1	1496415	18	0	0
1	1496423	18	0	0
1	1496429	18	0	0
1	1496438	18	0	0
1	1496445	18	0	0
1	1496452	17	0	0
1	1496490	18	0	0
1	1496508	18	0	0
1	1496513	14	0	0
1	1496531	16	0	0
1	1496536	16	0	0
1	1496558	16	0	0
1	1496564	16	0	0
1	1496643	16	0	0
1	1496649	16	0	0
1	1496657	16	0	0
1	1496672	16	0	0
1	1538816	15	15	100
1	1538825	15	15	100
1	1538848	15	13	86.6
1	1538959	15	15	100
1	1538994	15	14	93.3
1	1538999	10	10	100
1	1544322	15	8	53.3
1	1544329	15	12	80
1	1544359	15	11	73.3
1	1544363	15	10	66.6
1	1544375	15	14	93.3
1	1556901	12	11	91.6
1	1563826	12	12	100
1	1563829	30	30	100
1	1563835	30	29	96.6
1	1563865	30	29	96.6
1	1563871	30	30	100
1	1563876	30	30	100
1	1563936	30	30	100
1	1563940	27	27	100
1	1563990	21	20	95.2
1	1563998	21	21	100
1	1564006	21	21	100
1	1564013	12	12	100
1	1565248	16	10	62.5
1	1565272	22	18	81.8
1	1565298	22	0	0
1	1565363	18	18	100
1	1568670	11	11	100
1	1591016	12	11	91.6
1	1591127	16	16	100
1	1591159	16	5	31.2
1	1591497	10	0	0
1	1591500	14	0	0
1	1591503	14	0	0
1	1591511	14	0	0
1	1591518	14	0	0
1	1591525	14	0	0
1	1591544	14	0	0
1	1591549	14	0	0
1	1591554	14	0	0
1	1591563	14	0	0
1	1591568	14	0	0
1	1591579	14	0	0
1	1591625	27	0	0
1	1591636	27	0	0
1	1591668	27	0	0
1	1591691	27	0	0
1	1591702	27	0	0
1	1591707	24	0	0
1	1591722	15	0	0
1	1591730	14	0	0
1	1591741	15	0	0
1	1591751	15	0	0
1	1620943	10	10	100
1	1626291	11	0	0
1	1626295	38	0	0
1	1626315	38	0	0
1	1626320	38	0	0
1	1626330	38	0	0
1	1626357	38	3	7.8
1	1626374	38	1	2.6
1	1626392	38	0	0
1	1626404	38	0	0
1	1626416	39	0	0
1	1626419	25	0	0
1	1626461	25	0	0
1	1626465	25	0	0
1	1626475	25	0	0
1	1626480	26	0	0
1	1626488	25	0	0
1	1626493	25	0	0
1	1626514	25	0	0
1	1626552	25	0	0
1	1626581	23	0	0
1	1626598	25	1	4
1	1626607	25	0	0
1	1626614	25	0	0
1	1626621	25	0	0
1	1626625	31	0	0
1	1626635	38	0	0
1	1626644	38	0	0
1	1626650	38	0	0
1	1626696	37	0	0
1	1626716	38	0	0
1	1626722	20	0	0
1	1627005	13	0	0
1	1627008	13	1	7.6
1	1627012	13	0	0
1	1627020	13	0	0
1	1627025	13	0	0
1	1627046	13	0	0
1	1627055	13	0	0
1	1627100	12	0	0
1	1627109	12	0	0
1	1640718	11	11	100
1	1640725	16	16	100
1	1640746	16	16	100
