Chromosome	Position	Coverage	# methylated	% methylated
1	709778	14	13	92.8
1	710430	21	21	100
1	710440	30	30	100
1	710448	30	29	96.6
1	710467	30	29	96.6
1	710488	30	30	100
1	710524	30	29	96.6
1	710536	30	30	100
1	710553	30	30	100
1	710563	29	28	96.5
1	710581	28	28	100
1	710586	28	27	96.4
1	710644	29	29	100
1	710668	29	27	93.1
1	710683	11	11	100
1	710737	13	13	100
1	710797	27	27	100
1	710809	27	27	100
1	710835	14	13	92.8
1	733760	13	1	7.6
1	733772	13	0	0
1	733778	13	0	0
1	733789	12	1	8.3
1	733800	10	0	0
1	733818	13	0	0
1	733822	13	0	0
1	733831	12	0	0
1	733847	13	0	0
1	733851	13	0	0
1	733856	13	0	0
1	733867	13	0	0
1	733876	12	0	0
1	734021	15	0	0
1	734043	15	0	0
1	734052	15	0	0
1	734056	15	0	0
1	734063	15	0	0
1	734133	13	0	0
1	734135	13	0	0
1	734139	13	0	0
1	734144	13	0	0
1	734149	13	0	0
1	734154	13	0	0
1	734159	13	0	0
1	734164	13	1	7.6
1	734167	15	0	0
1	734194	15	0	0
1	734202	17	0	0
1	734512	12	2	16.6
1	734524	12	0	0
1	734547	19	0	0
1	734596	17	0	0
1	734608	17	0	0
1	734675	17	1	5.8
1	734691	17	0	0
1	741996	20	20	100
1	742029	21	21	100
1	742046	21	20	95.2
1	742064	21	19	90.4
1	742080	21	21	100
1	742109	12	12	100
1	743146	11	10	90.9
1	743246	11	10	90.9
1	779045	12	12	100
1	779088	37	34	91.8
1	779154	25	25	100
1	792780	17	13	76.4
1	792840	26	26	100
1	810580	13	12	92.3
1	811430	10	10	100
1	811464	21	21	100
1	811474	21	21	100
1	811560	21	21	100
1	811589	36	36	100
1	811595	38	37	97.3
1	811640	38	38	100
1	811673	13	13	100
1	816537	13	13	100
1	816571	14	14	100
1	846446	14	13	92.8
1	846454	14	14	100
1	846460	14	14	100
1	846464	14	14	100
1	859529	12	4	33.3
1	859537	27	10	37
1	859552	26	8	30.7
1	859555	27	8	29.6
1	859561	27	12	44.4
1	859589	27	10	37
1	859597	27	9	33.3
1	859611	25	10	40
1	861557	11	10	90.9
1	861563	11	10	90.9
1	861593	11	11	100
1	861607	11	11	100
1	861611	11	11	100
1	875079	10	10	100
1	875121	23	23	100
1	875150	23	23	100
1	875181	13	13	100
1	886694	11	11	100
1	886783	20	20	100
1	886821	20	20	100
1	910580	10	10	100
1	910599	14	13	92.8
1	910644	14	14	100
1	922550	21	0	0
1	922558	21	0	0
1	922565	21	0	0
1	922586	21	0	0
1	922590	21	0	0
1	922596	21	0	0
1	922602	21	0	0
1	922606	21	0	0
1	922612	21	0	0
1	922628	21	0	0
1	922636	21	0	0
1	922670	21	0	0
1	922685	18	0	0
1	922710	14	0	0
1	922729	14	0	0
1	922744	11	0	0
1	922776	10	0	0
1	922800	10	0	0
1	922805	10	0	0
1	922809	10	0	0
1	922881	10	0	0
1	922890	10	0	0
1	922906	10	0	0
1	922913	10	0	0
1	922917	10	0	0
1	922932	10	0	0
1	930337	10	10	100
1	930341	20	19	95
1	930395	20	20	100
1	930404	20	20	100
1	930408	20	20	100
1	930424	20	20	100
1	930430	20	20	100
1	930437	20	0	0
1	930454	20	20	100
1	930468	12	12	100
1	933173	18	18	100
1	933202	32	31	96.8
1	933210	32	31	96.8
1	933235	32	32	100
1	933264	17	16	94.1
1	941351	19	19	100
1	941388	19	19	100
1	941441	19	19	100
1	941503	19	19	100
1	941512	10	10	100
1	954469	18	18	100
1	954490	33	33	100
1	954497	33	32	96.9
1	954501	33	33	100
1	954520	33	33	100
1	954529	33	33	100
1	954540	15	15	100
1	964897	11	11	100
1	965053	21	21	100
1	965133	21	21	100
1	971231	17	15	88.2
1	971279	25	25	100
1	992150	13	13	100
1	992161	15	15	100
1	1004506	12	12	100
1	1004534	23	23	100
1	1004561	22	22	100
1	1004661	23	23	100
1	1004676	23	23	100
1	1004687	11	11	100
1	1005597	12	12	100
1	1005614	24	24	100
1	1005634	24	24	100
1	1005643	24	24	100
1	1005660	24	24	100
1	1005665	14	14	100
1	1010770	13	12	92.3
1	1010779	13	12	92.3
1	1010844	13	13	100
1	1010879	13	13	100
1	1017552	22	21	95.4
1	1017593	30	28	93.3
1	1017622	31	31	100
1	1017626	30	29	96.6
1	1017651	31	31	100
1	1092433	19	19	100
1	1092714	10	10	100
1	1170116	11	11	100
1	1170125	11	11	100
1	1170135	11	11	100
1	1170156	11	11	100
1	1170755	17	17	100
1	1170797	24	24	100
1	1170834	24	24	100
1	1170848	18	18	100
1	1187490	14	0	0
1	1187518	18	0	0
1	1187531	18	0	0
1	1187596	18	0	0
1	1187600	18	0	0
1	1187692	13	0	0
1	1187701	14	0	0
1	1187705	14	0	0
1	1187709	14	0	0
1	1187718	13	0	0
1	1187745	14	0	0
1	1187750	13	0	0
1	1187771	14	0	0
1	1187789	14	0	0
1	1187793	19	0	0
1	1187799	21	0	0
1	1187802	20	0	0
1	1187806	21	0	0
1	1187825	21	0	0
1	1187832	21	0	0
1	1187837	21	0	0
1	1187843	21	0	0
1	1187846	21	0	0
1	1187868	21	0	0
1	1187871	21	0	0
1	1187937	17	0	0
1	1187940	30	0	0
1	1187962	30	0	0
1	1187975	29	0	0
1	1187988	30	0	0
1	1188007	30	0	0
1	1188011	13	0	0
1	1188122	11	0	0
1	1188127	11	0	0
1	1188159	11	0	0
1	1188167	11	0	0
1	1188173	11	0	0
1	1188228	11	0	0
1	1188237	11	0	0
1	1188245	11	0	0
1	1188258	10	0	0
1	1188262	11	0	0
1	1188269	11	0	0
1	1188274	11	0	0
1	1188286	11	0	0
1	1188290	13	0	0
1	1188303	17	0	0
1	1188310	17	0	0
1	1188313	17	0	0
1	1188321	17	1	5.8
1	1188336	17	0	0
1	1188346	17	0	0
1	1188364	17	0	0
1	1188375	17	0	0
1	1188396	17	0	0
1	1188402	17	0	0
1	1188424	12	0	0
1	1189030	18	0	0
1	1189045	35	0	0
1	1189051	35	0	0
1	1189063	35	0	0
1	1189072	35	0	0
1	1189094	35	0	0
1	1189099	35	0	0
1	1189114	22	0	0
1	1189129	12	0	0
1	1189135	12	0	0
1	1189147	12	0	0
1	1189161	12	0	0
1	1189170	12	0	0
1	1189174	11	0	0
1	1189232	13	0	0
1	1189243	13	0	0
1	1189262	13	0	0
1	1189271	13	0	0
1	1189276	13	0	0
1	1223152	12	0	0
1	1223162	31	0	0
1	1223176	32	0	0
1	1223212	32	0	0
1	1223218	32	0	0
1	1223228	43	2	4.6
1	1223239	50	0	0
1	1223244	50	0	0
1	1223261	50	0	0
1	1223279	43	0	0
1	1223284	49	0	0
1	1223289	50	0	0
1	1223306	50	0	0
1	1223316	27	0	0
1	1223370	11	0	0
1	1223386	11	0	0
1	1223395	11	0	0
1	1223404	11	0	0
1	1223407	11	0	0
1	1223423	11	0	0
1	1223434	11	0	0
1	1223478	11	0	0
1	1223484	11	0	0
1	1223500	11	0	0
1	1223506	11	0	0
1	1223517	11	0	0
1	1223522	11	0	0
1	1223528	11	0	0
1	1223536	11	0	0
1	1223544	11	0	0
1	1223899	14	0	0
1	1223913	16	0	0
1	1223926	16	0	0
1	1223938	16	0	0
1	1223948	13	0	0
1	1223960	10	0	0
1	1223964	10	0	0
1	1223980	10	0	0
1	1223988	10	0	0
1	1224010	16	0	0
1	1224013	16	0	0
1	1224024	16	0	0
1	1224028	16	0	0
1	1224036	16	0	0
1	1224045	21	0	0
1	1224058	28	0	0
1	1224061	28	0	0
1	1224070	28	0	0
1	1224075	28	0	0
1	1224081	28	0	0
1	1224085	28	1	3.5
1	1224092	28	0	0
1	1224096	28	0	0
1	1224105	28	2	7.1
1	1224112	28	1	3.5
1	1224119	28	1	3.5
1	1224137	28	0	0
1	1224148	17	0	0
1	1251875	23	22	95.6
1	1251888	23	23	100
1	1251942	17	16	94.1
1	1254021	10	9	90
1	1254036	10	10	100
1	1254045	10	10	100
1	1254057	10	10	100
1	1254066	10	10	100
1	1254078	10	9	90
1	1254084	10	10	100
1	1254087	10	10	100
1	1258793	11	11	100
1	1264531	12	0	0
1	1264542	24	0	0
1	1264549	24	0	0
1	1264555	24	0	0
1	1264561	23	0	0
1	1264586	23	0	0
1	1264599	24	0	0
1	1264630	24	0	0
1	1264661	19	0	0
1	1264677	13	0	0
1	1264698	13	0	0
1	1264708	13	0	0
1	1264716	13	0	0
1	1264720	13	0	0
1	1264725	13	0	0
1	1264773	12	0	0
1	1264783	13	0	0
1	1264788	13	0	0
1	1264798	13	0	0
1	1264805	13	1	7.6
1	1264808	13	0	0
1	1265712	15	0	0
1	1265715	38	0	0
1	1265724	38	0	0
1	1265728	38	0	0
1	1265733	38	0	0
1	1265743	38	0	0
1	1265747	38	0	0
1	1265750	38	0	0
1	1265760	37	1	2.7
1	1265788	38	0	0
1	1265791	39	0	0
1	1265829	31	0	0
1	1265842	30	0	0
1	1265881	17	0	0
1	1291139	16	16	100
1	1291148	27	27	100
1	1291176	27	27	100
1	1291218	27	27	100
1	1291260	23	23	100
1	1291284	14	14	100
1	1291393	14	14	100
1	1291440	14	14	100
1	1306086	11	1	9
1	1306090	17	1	5.8
1	1306123	18	1	5.5
1	1306152	18	2	11.1
1	1306184	18	0	0
1	1306943	10	0	0
1	1306955	25	0	0
1	1306979	25	0	0
1	1306987	25	0	0
1	1306993	25	0	0
1	1307020	25	0	0
1	1307027	25	0	0
1	1307030	25	0	0
1	1307046	25	0	0
1	1307072	24	0	0
1	1307085	30	0	0
1	1307105	30	0	0
1	1307111	30	0	0
1	1307119	30	0	0
1	1307128	30	0	0
1	1307131	30	0	0
1	1307146	29	0	0
1	1307160	22	0	0
1	1307189	14	0	0
1	1307215	36	0	0
1	1307223	37	0	0
1	1307235	36	0	0
1	1307250	37	0	0
1	1307271	21	0	0
1	1324224	20	0	0
1	1324240	28	0	0
1	1324250	28	0	0
1	1324283	28	0	0
1	1324314	27	0	0
1	1324320	26	0	0
1	1324332	34	0	0
1	1324338	35	0	0
1	1324354	35	0	0
1	1324364	35	0	0
1	1324368	35	0	0
1	1324371	35	0	0
1	1324392	35	0	0
1	1324409	16	0	0
1	1324569	16	1	6.2
1	1324574	23	0	0
1	1324578	23	0	0
1	1324583	23	0	0
1	1324589	23	0	0
1	1324595	23	0	0
1	1324603	23	0	0
1	1324621	23	0	0
1	1324630	23	0	0
1	1324633	23	0	0
1	1324642	27	0	0
1	1324656	34	0	0
1	1324661	34	0	0
1	1324666	34	0	0
1	1324672	32	0	0
1	1324688	34	0	0
1	1324692	32	0	0
1	1324698	34	1	2.9
1	1324703	34	0	0
1	1324724	34	0	0
1	1324729	14	0	0
1	1324762	15	0	0
1	1324767	15	0	0
1	1324774	15	0	0
1	1324781	15	0	0
1	1324784	15	0	0
1	1324789	14	0	0
1	1324792	15	0	0
1	1324795	15	0	0
1	1324815	15	0	0
1	1324821	13	0	0
1	1324833	11	0	0
1	1324836	31	0	0
1	1324840	31	0	0
1	1324847	31	0	0
1	1324853	31	0	0
1	1324863	31	0	0
1	1324873	22	0	0
1	1324876	31	0	0
1	1324879	31	0	0
1	1324909	31	0	0
1	1324918	31	0	0
1	1324927	20	0	0
1	1325713	11	0	0
1	1325756	40	1	2.5
1	1325774	48	2	4.1
1	1325817	47	2	4.2
1	1325834	17	1	5.8
1	1366853	14	13	92.8
1	1366940	14	14	100
1	1366948	14	14	100
1	1366967	14	14	100
1	1366994	14	12	85.7
1	1366997	14	14	100
1	1372965	12	11	91.6
1	1372984	19	19	100
1	1373006	19	18	94.7
1	1374549	15	14	93.3
1	1374561	15	15	100
1	1374568	10	10	100
1	1374826	18	18	100
1	1374852	13	13	100
1	1386792	14	13	92.8
1	1386803	19	16	84.2
1	1386826	19	19	100
1	1399970	10	10	100
1	1399986	14	14	100
1	1399991	14	14	100
1	1400140	14	13	92.8
1	1401245	11	11	100
1	1401303	10	10	100
1	1401435	11	11	100
1	1401448	11	0	0
1	1401478	11	11	100
1	1406579	11	0	0
1	1406600	19	0	0
1	1406608	19	0	0
1	1406641	18	0	0
1	1406672	19	0	0
1	1406685	19	0	0
1	1406689	19	0	0
1	1406709	17	0	0
1	1406712	15	0	0
1	1406729	15	0	0
1	1406778	11	0	0
1	1406839	15	0	0
1	1406852	15	0	0
1	1407160	13	0	0
1	1407166	28	0	0
1	1407176	28	0	0
1	1407183	27	0	0
1	1407186	28	1	3.5
1	1407191	28	0	0
1	1407200	28	0	0
1	1407219	28	0	0
1	1407222	28	0	0
1	1407234	28	0	0
1	1407237	28	1	3.5
1	1407240	28	1	3.5
1	1407243	28	0	0
1	1407247	28	0	0
1	1407265	15	0	0
1	1407307	13	0	0
1	1407310	30	0	0
1	1407318	30	0	0
1	1407321	30	0	0
1	1407326	30	0	0
1	1407335	29	0	0
1	1407338	30	0	0
1	1407343	30	0	0
1	1407346	30	0	0
1	1407355	30	0	0
1	1407359	30	0	0
1	1407366	30	0	0
1	1407379	28	0	0
1	1407389	30	0	0
1	1407396	30	0	0
1	1407399	23	0	0
1	1407408	12	0	0
1	1407411	12	0	0
1	1407417	12	0	0
1	1407429	11	0	0
1	1407433	12	0	0
1	1407437	12	0	0
1	1407442	12	0	0
1	1407450	12	0	0
1	1407453	12	0	0
1	1407639	10	0	0
1	1407653	10	0	0
1	1407691	17	0	0
1	1407716	21	0	0
1	1407719	22	0	0
1	1407737	22	0	0
1	1407740	22	0	0
1	1407747	22	0	0
1	1407752	22	0	0
1	1407762	22	0	0
1	1407776	22	0	0
1	1408048	14	0	0
1	1408063	14	0	0
1	1418178	13	13	100
1	1418185	28	25	89.2
1	1418197	28	27	96.4
1	1418209	28	27	96.4
1	1418230	28	24	85.7
1	1418256	28	19	67.8
1	1418274	15	15	100
1	1472130	15	15	100
1	1472139	15	15	100
1	1472168	15	15	100
1	1472177	15	14	93.3
1	1472226	10	10	100
1	1472233	15	15	100
1	1472239	15	15	100
1	1472269	15	15	100
1	1472300	11	11	100
1	1495681	12	0	0
1	1495694	12	0	0
1	1495704	12	0	0
1	1495710	12	1	8.3
1	1495764	12	0	0
1	1495768	12	0	0
1	1495798	12	0	0
1	1495816	12	0	0
1	1495822	10	0	0
1	1495828	12	0	0
1	1495831	12	0	0
1	1495838	12	0	0
1	1495843	12	0	0
1	1495849	12	0	0
1	1495863	12	0	0
1	1495871	12	0	0
1	1495874	19	0	0
1	1495901	27	0	0
1	1495904	23	0	0
1	1495925	30	0	0
1	1495941	30	1	3.3
1	1495944	30	0	0
1	1495958	30	0	0
1	1495965	30	0	0
1	1495969	30	0	0
1	1495976	30	0	0
1	1495979	29	0	0
1	1496003	20	0	0
1	1496017	20	0	0
1	1496029	20	0	0
1	1496036	20	0	0
1	1496039	20	0	0
1	1496065	20	0	0
1	1496070	20	0	0
1	1496082	20	0	0
1	1496093	20	0	0
1	1496110	20	0	0
1	1496115	24	0	0
1	1496121	42	0	0
1	1496130	42	0	0
1	1496135	42	0	0
1	1496155	42	0	0
1	1496162	42	0	0
1	1496166	42	1	2.3
1	1496171	42	0	0
1	1496184	42	1	2.3
1	1496194	28	0	0
1	1496400	19	0	0
1	1496406	19	0	0
1	1496415	18	0	0
1	1496423	18	0	0
1	1496429	18	0	0
1	1496438	18	0	0
1	1496445	19	0	0
1	1496452	18	0	0
1	1496490	19	0	0
1	1496508	19	0	0
1	1496513	17	1	5.8
1	1496531	10	0	0
1	1496536	10	0	0
1	1496558	10	0	0
1	1496564	10	0	0
1	1496643	10	0	0
1	1496649	10	0	0
1	1496657	10	0	0
1	1496672	10	0	0
1	1527578	15	15	100
1	1527601	15	13	86.6
1	1527705	12	12	100
1	1538816	18	17	94.4
1	1538825	18	17	94.4
1	1538848	18	15	83.3
1	1538959	18	16	88.8
1	1538994	18	17	94.4
1	1538999	13	11	84.6
1	1544313	10	3	30
1	1544322	17	7	41.1
1	1544329	17	10	58.8
1	1544359	17	9	52.9
1	1544363	17	7	41.1
1	1544375	17	10	58.8
1	1563826	11	9	81.8
1	1563829	23	21	91.3
1	1563835	23	23	100
1	1563865	23	23	100
1	1563871	23	22	95.6
1	1563876	23	23	100
1	1563936	23	23	100
1	1563940	23	23	100
1	1563990	28	27	96.4
1	1563998	28	28	100
1	1564006	28	27	96.4
1	1564013	17	17	100
1	1565248	12	12	100
1	1565272	10	10	100
1	1565298	10	0	0
1	1565363	22	21	95.4
1	1568596	13	12	92.3
1	1568612	19	18	94.7
1	1568670	20	6	30
1	1568682	19	19	100
1	1568707	19	19	100
1	1588045	10	10	100
1	1588052	22	22	100
1	1588089	22	18	81.8
1	1588177	22	22	100
1	1588190	22	19	86.3
1	1588231	12	12	100
1	1591127	13	0	0
1	1591159	14	0	0
1	1591497	11	1	9
1	1591500	24	0	0
1	1591503	24	0	0
1	1591511	24	0	0
1	1591518	24	0	0
1	1591525	23	0	0
1	1591544	24	0	0
1	1591549	24	0	0
1	1591554	23	0	0
1	1591563	23	0	0
1	1591568	24	0	0
1	1591579	24	0	0
1	1591592	14	0	0
1	1591611	16	1	6.2
1	1591625	28	0	0
1	1591636	27	0	0
1	1591668	28	0	0
1	1591691	28	0	0
1	1591702	28	0	0
1	1591707	20	0	0
1	1591722	12	0	0
1	1591730	14	0	0
1	1591741	14	0	0
1	1591751	14	0	0
1	1620943	16	16	100
1	1626295	24	0	0
1	1626315	24	0	0
1	1626320	24	0	0
1	1626330	24	0	0
1	1626357	24	0	0
1	1626374	24	0	0
1	1626392	24	0	0
1	1626404	24	0	0
1	1626416	26	0	0
1	1626419	13	0	0
1	1626461	12	0	0
1	1626465	13	1	7.6
1	1626475	13	0	0
1	1626480	12	0	0
1	1626488	10	0	0
1	1626493	10	0	0
1	1626514	10	0	0
1	1626581	10	0	0
1	1626598	10	0	0
1	1626607	10	0	0
1	1626614	10	0	0
1	1626621	10	0	0
1	1626625	23	0	0
1	1626635	34	0	0
1	1626644	34	2	5.8
1	1626650	34	0	0
1	1626696	34	0	0
1	1626716	34	0	0
1	1626722	17	0	0
1	1627005	14	0	0
1	1627008	14	0	0
1	1627012	14	0	0
1	1627020	14	0	0
1	1627025	14	0	0
1	1627046	14	0	0
1	1627055	14	0	0
1	1640718	16	16	100
1	1640725	19	18	94.7
1	1640746	19	19	100
1	1640753	19	19	100
1	1675321	25	25	100
1	1675324	26	24	92.3
1	1675333	26	26	100
1	1675344	26	24	92.3
