Chromosome	Position	Coverage	# methylated	% methylated
1	264994	22	21	95.4
1	265006	12	12	100
1	265892	10	9	90
1	265928	18	18	100
1	265944	18	18	100
1	265976	18	17	94.4
1	266012	20	20	100
1	266046	15	13	86.6
1	266094	15	14	93.3
1	266126	15	15	100
1	271284	11	11	100
1	279761	10	10	100
1	279793	27	27	100
1	279803	27	27	100
1	279824	27	27	100
1	279833	19	17	89.4
1	305157	20	19	95
1	305205	13	13	100
1	311820	10	10	100
1	329319	14	13	92.8
1	329374	27	27	100
1	329383	14	13	92.8
1	339497	11	11	100
1	339604	14	13	92.8
1	356451	12	12	100
1	356460	12	12	100
1	356469	12	1	8.3
1	357670	11	1	9
1	357687	10	2	20
1	357695	10	3	30
1	357705	10	1	10
1	357715	10	1	10
1	357721	10	2	20
1	357725	10	1	10
1	357740	10	1	10
1	357812	10	1	10
1	357827	10	0	0
1	357861	10	1	10
1	357866	10	0	0
1	357869	10	2	20
1	363066	10	10	100
1	363168	10	9	90
1	363187	12	12	100
1	370633	21	1	4.7
1	370640	21	1	4.7
1	370666	21	0	0
1	370702	21	0	0
1	370716	21	0	0
1	370737	21	0	0
1	370770	12	1	8.3
1	370794	12	1	8.3
1	370806	11	2	18.1
1	370928	12	0	0
1	371651	15	13	86.6
1	371750	36	36	100
1	371790	22	22	100
1	375096	13	13	100
1	375161	11	11	100
1	401110	12	1	8.3
1	401115	14	0	0
1	401119	14	1	7.1
1	401131	14	0	0
1	401136	14	0	0
1	401149	14	0	0
1	401158	14	0	0
1	401162	14	1	7.1
1	401167	14	0	0
1	401172	14	0	0
1	401185	14	0	0
1	401189	14	0	0
1	401201	14	0	0
1	401222	14	1	7.1
1	401226	14	0	0
1	401233	14	0	0
1	401242	14	0	0
1	401247	14	0	0
1	404613	13	13	100
1	404682	25	22	88
1	404712	15	14	93.3
1	429272	16	16	100
1	429311	16	16	100
1	466333	14	14	100
1	466340	17	17	100
1	466364	17	17	100
1	466367	17	17	100
1	466465	16	16	100
1	466477	16	16	100
1	466484	16	16	100
1	466498	17	17	100
1	469161	14	14	100
1	478775	15	0	0
1	478779	24	0	0
1	478784	24	0	0
1	478797	24	0	0
1	478815	23	0	0
1	478823	23	0	0
1	478833	24	0	0
1	478849	24	0	0
1	478855	24	0	0
1	478860	24	0	0
1	478868	24	0	0
1	478909	25	0	0
1	478918	25	0	0
1	478921	24	0	0
1	478924	25	0	0
1	478945	25	0	0
1	478962	39	0	0
1	478968	34	0	0
1	478996	34	0	0
1	479011	34	0	0
1	479016	34	0	0
1	479026	34	0	0
1	479031	34	0	0
1	479038	23	0	0
1	479086	20	0	0
1	479094	20	0	0
1	479110	20	0	0
1	479116	19	0	0
1	479129	19	0	0
1	479144	20	0	0
1	479159	20	0	0
1	479164	20	0	0
1	479174	20	0	0
1	479179	20	0	0
1	479183	20	0	0
1	479186	11	0	0
1	479285	22	0	0
1	479290	32	0	0
1	479301	33	0	0
1	479305	33	0	0
1	479345	33	0	0
1	479354	16	0	0
1	509666	12	12	100
1	509748	12	12	100
1	533159	10	10	100
1	533239	26	26	100
1	533259	16	15	93.7
1	535439	11	10	90.9
1	535487	14	14	100
1	535539	14	13	92.8
1	536091	13	12	92.3
1	536149	20	20	100
1	539246	15	15	100
1	558926	12	3	25
1	558993	12	1	8.3
1	559016	11	2	18.1
1	559048	10	1	10
1	559056	10	0	0
1	559172	11	0	0
1	564822	20	5	25
1	564919	18	5	27.7
1	598868	11	10	90.9
1	598934	16	16	100
1	605876	13	5	38.4
1	605893	10	3	30
1	623473	10	10	100
1	655103	33	32	96.9
1	655112	33	32	96.9
1	655125	33	33	100
1	655139	33	33	100
1	655144	33	32	96.9
1	655194	26	26	100
1	667107	10	9	90
1	667118	10	9	90
1	667128	10	10	100
1	667133	10	9	90
1	667144	10	10	100
1	667153	10	6	60
1	667198	10	10	100
1	667201	10	10	100
1	680436	19	19	100
1	680454	19	18	94.7
1	680466	19	19	100
1	680493	19	18	94.7
1	680508	14	14	100
1	681616	10	10	100
1	681628	10	10	100
1	681641	10	8	80
1	681685	11	11	100
1	682264	20	20	100
1	682293	13	12	92.3
1	684344	12	12	100
1	684456	23	23	100
1	684471	11	11	100
1	710440	21	21	100
1	710448	21	20	95.2
1	710467	21	21	100
1	710488	21	21	100
1	710524	21	19	90.4
1	710536	21	19	90.4
1	710553	21	21	100
1	710563	17	17	100
1	710581	17	17	100
1	710586	17	16	94.1
1	710644	17	17	100
1	710668	17	17	100
1	710797	20	19	95
1	710809	20	20	100
1	710835	14	13	92.8
1	733181	20	0	0
1	733196	20	2	10
1	733236	20	0	0
1	733293	20	2	10
1	733325	11	0	0
1	733639	20	0	0
1	733668	23	0	0
1	733684	23	0	0
1	733876	15	0	0
1	733883	18	0	0
1	733886	18	0	0
1	733889	18	0	0
1	733917	18	0	0
1	733922	17	0	0
1	734512	19	0	0
1	734524	19	1	5.2
1	734547	22	1	4.5
1	734596	16	0	0
1	734608	16	0	0
1	734675	16	0	0
1	734691	16	0	0
1	741996	19	19	100
1	742029	19	19	100
1	742046	19	19	100
1	742064	19	18	94.7
1	742080	19	19	100
1	742109	13	13	100
1	743140	15	15	100
1	743146	18	18	100
1	743246	18	18	100
1	773266	21	0	0
1	773285	21	0	0
1	773322	21	0	0
1	773341	17	0	0
1	779045	11	11	100
1	779088	26	24	92.3
1	779154	15	15	100
1	792780	15	14	93.3
1	792840	19	17	89.4
1	810580	14	14	100
1	810654	10	7	70
1	811464	13	7	53.8
1	811474	13	13	100
1	811560	13	13	100
1	811589	21	21	100
1	811595	27	27	100
1	811640	27	26	96.2
1	811673	10	10	100
1	859484	10	8	80
1	859507	10	8	80
1	859520	10	9	90
1	859529	15	11	73.3
1	859537	16	14	87.5
1	859552	16	14	87.5
1	859555	16	14	87.5
1	859561	16	14	87.5
1	859589	16	14	87.5
1	859597	16	13	81.2
1	859611	21	17	80.9
1	859669	10	8	80
1	859686	12	9	75
1	859701	12	9	75
1	859714	12	9	75
1	859736	11	10	90.9
1	859745	12	10	83.3
1	875121	23	23	100
1	875150	23	22	95.6
1	875181	15	15	100
1	886783	10	9	90
1	886821	10	10	100
1	894835	12	12	100
1	894847	22	21	95.4
1	894947	10	10	100
1	922550	16	0	0
1	922558	16	0	0
1	922565	16	0	0
1	922586	16	0	0
1	922590	16	0	0
1	922596	16	0	0
1	922602	16	0	0
1	922606	16	0	0
1	922612	16	0	0
1	922628	15	0	0
1	922636	16	0	0
1	922670	16	0	0
1	922685	16	0	0
1	922710	15	0	0
1	922729	14	0	0
1	926693	15	15	100
1	926712	15	14	93.3
1	926715	15	15	100
1	926724	15	15	100
1	926739	14	14	100
1	926753	14	14	100
1	926791	15	14	93.3
1	932507	18	18	100
1	932534	18	18	100
1	932592	13	13	100
1	933173	12	11	91.6
1	933202	22	21	95.4
1	933210	22	21	95.4
1	933235	22	20	90.9
1	933264	12	12	100
1	938417	10	1	10
1	938426	10	0	0
1	938438	10	0	0
1	941351	21	20	95.2
1	941388	21	21	100
1	941441	20	20	100
1	941503	21	21	100
1	941512	12	12	100
1	954469	16	16	100
1	954490	25	25	100
1	954497	25	24	96
1	954501	25	24	96
1	954520	25	24	96
1	954529	25	24	96
1	965053	11	11	100
1	965133	16	16	100
1	968225	13	13	100
1	968250	13	12	92.3
1	971231	14	14	100
1	971279	17	16	94.1
1	973465	14	14	100
1	973484	14	14	100
1	973492	13	13	100
1	973519	14	14	100
1	973536	14	14	100
1	973558	14	14	100
1	976583	13	12	92.3
1	976660	10	9	90
1	992161	15	15	100
1	1004534	17	17	100
1	1004561	16	15	93.7
1	1004661	17	17	100
1	1004676	17	16	94.1
1	1005597	21	21	100
1	1005614	37	36	97.2
1	1005634	37	37	100
1	1005643	37	37	100
1	1005660	37	36	97.2
1	1005666	16	16	100
1	1010767	18	17	94.4
1	1010770	25	25	100
1	1010779	25	24	96
1	1010844	24	23	95.8
1	1010879	25	24	96
1	1017552	11	10	90.9
1	1017593	18	18	100
1	1017622	18	16	88.8
1	1017626	18	18	100
1	1017651	18	17	94.4
1	1170098	12	12	100
1	1170116	26	26	100
1	1170125	26	22	84.6
1	1170135	26	26	100
1	1170156	26	25	96.1
1	1170161	14	14	100
1	1170718	10	10	100
1	1170755	13	13	100
1	1170797	18	17	94.4
1	1170834	18	17	94.4
1	1181690	10	10	100
1	1181699	10	10	100
1	1181705	10	10	100
1	1181715	10	10	100
1	1187490	18	0	0
1	1187518	23	0	0
1	1187531	23	0	0
1	1187596	23	0	0
1	1187600	23	0	0
1	1187687	20	0	0
1	1187692	24	0	0
1	1187701	24	0	0
1	1187705	24	0	0
1	1187709	24	0	0
1	1187718	24	0	0
1	1187745	24	0	0
1	1187750	24	0	0
1	1187771	24	0	0
1	1187789	24	0	0
1	1187793	21	0	0
1	1187799	24	0	0
1	1187802	24	0	0
1	1187806	24	0	0
1	1187825	24	0	0
1	1187832	24	0	0
1	1187837	24	0	0
1	1187843	24	0	0
1	1187846	23	0	0
1	1187868	24	0	0
1	1187871	24	0	0
1	1187937	22	0	0
1	1187940	27	0	0
1	1187962	27	0	0
1	1187975	26	0	0
1	1187988	27	0	0
1	1188007	27	0	0
1	1188303	18	0	0
1	1188310	18	0	0
1	1188313	18	0	0
1	1188321	18	0	0
1	1188336	18	0	0
1	1188346	18	0	0
1	1188364	18	0	0
1	1188375	18	0	0
1	1188396	18	0	0
1	1188402	18	0	0
1	1188423	17	0	0
1	1189030	12	0	0
1	1189045	24	0	0
1	1189051	24	0	0
1	1189063	24	0	0
1	1189072	24	0	0
1	1189094	23	0	0
1	1189099	24	0	0
1	1189114	19	0	0
1	1189129	12	0	0
1	1189135	12	0	0
1	1189147	12	0	0
1	1189161	12	0	0
1	1189170	12	0	0
1	1189174	12	0	0
1	1189232	12	0	0
1	1189243	12	0	0
1	1189262	12	1	8.3
1	1189271	12	0	0
1	1189276	12	0	0
1	1223152	12	0	0
1	1223162	36	0	0
1	1223176	38	0	0
1	1223212	38	0	0
1	1223218	38	0	0
1	1223228	38	1	2.6
1	1223239	32	0	0
1	1223244	32	0	0
1	1223261	32	0	0
1	1223279	31	0	0
1	1223284	32	0	0
1	1223289	32	0	0
1	1223306	32	0	0
1	1223316	20	0	0
1	1223630	10	0	0
1	1223648	10	0	0
1	1223652	10	0	0
1	1223662	10	0	0
1	1223668	10	0	0
1	1223671	16	0	0
1	1223841	12	0	0
1	1223843	12	0	0
1	1223848	12	0	0
1	1223854	12	0	0
1	1223863	12	0	0
1	1223871	12	0	0
1	1223876	12	0	0
1	1223878	12	0	0
1	1223892	12	0	0
1	1223899	18	0	0
1	1223913	12	0	0
1	1223926	12	0	0
1	1223938	12	0	0
1	1223948	11	0	0
1	1224010	11	0	0
1	1224013	11	0	0
1	1224024	11	0	0
1	1224028	11	0	0
1	1224036	11	0	0
1	1224045	19	0	0
1	1224058	27	0	0
1	1224061	27	0	0
1	1224070	27	1	3.7
1	1224075	27	0	0
1	1224081	26	0	0
1	1224085	27	0	0
1	1224092	27	0	0
1	1224096	27	1	3.7
1	1224105	26	0	0
1	1224112	27	0	0
1	1224119	27	0	0
1	1224137	27	0	0
1	1224148	17	0	0
1	1224154	11	0	0
1	1224172	16	0	0
1	1224176	16	0	0
1	1224181	16	0	0
1	1224210	16	1	6.2
1	1224220	16	0	0
1	1254021	15	15	100
1	1254036	15	15	100
1	1254045	15	15	100
1	1254057	15	15	100
1	1254066	15	15	100
1	1254078	14	14	100
1	1254084	14	14	100
1	1254087	14	13	92.8
1	1254099	14	14	100
1	1254105	14	14	100
1	1254108	15	15	100
1	1254143	13	13	100
1	1258733	14	14	100
1	1258794	14	14	100
1	1264542	13	0	0
1	1264549	13	0	0
1	1264555	13	0	0
1	1264561	13	0	0
1	1264586	13	0	0
1	1264599	13	0	0
1	1264630	13	0	0
1	1264661	17	0	0
1	1264677	20	2	10
1	1264698	20	0	0
1	1264708	20	0	0
1	1264716	20	0	0
1	1264720	20	0	0
1	1264725	20	0	0
1	1264773	20	0	0
1	1264783	20	0	0
1	1264788	20	0	0
1	1264798	20	0	0
1	1264805	20	1	5
1	1264808	20	0	0
1	1265712	22	0	0
1	1265715	34	0	0
1	1265724	34	3	8.8
1	1265728	34	0	0
1	1265733	34	0	0
1	1265743	34	0	0
1	1265747	34	0	0
1	1265750	34	0	0
1	1265760	34	1	2.9
1	1265788	34	0	0
1	1265791	18	0	0
1	1265829	11	0	0
1	1265842	11	0	0
1	1291139	16	15	93.7
1	1291148	19	19	100
1	1291176	19	17	89.4
1	1291218	18	18	100
1	1291260	12	12	100
1	1291284	14	14	100
1	1291393	14	13	92.8
1	1291440	14	14	100
1	1306086	13	0	0
1	1306090	16	2	12.5
1	1306123	16	1	6.2
1	1306152	16	4	25
1	1306184	16	0	0
1	1306955	22	0	0
1	1306979	22	0	0
1	1306987	22	0	0
1	1306993	22	0	0
1	1307020	22	0	0
1	1307027	22	0	0
1	1307030	22	0	0
1	1307046	22	1	4.5
1	1307072	23	0	0
1	1307085	25	0	0
1	1307105	25	0	0
1	1307111	25	0	0
1	1307119	25	0	0
1	1307128	25	0	0
1	1307131	25	0	0
1	1307146	24	0	0
1	1307161	15	0	0
1	1307215	25	0	0
1	1307223	25	0	0
1	1307235	25	0	0
1	1307250	25	0	0
1	1307271	18	0	0
1	1324240	10	0	0
1	1324250	10	0	0
1	1324283	10	0	0
1	1324320	18	0	0
1	1324332	31	0	0
1	1324338	31	0	0
1	1324354	31	0	0
1	1324364	31	0	0
1	1324368	31	0	0
1	1324371	31	0	0
1	1324392	31	0	0
1	1324408	14	1	7.1
1	1324569	15	0	0
1	1324574	34	2	5.8
1	1324578	34	1	2.9
1	1324583	34	2	5.8
1	1324589	33	1	3
1	1324595	34	1	2.9
1	1324603	34	1	2.9
1	1324621	30	0	0
1	1324630	29	0	0
1	1324633	30	0	0
1	1324642	35	0	0
1	1324656	37	0	0
1	1324661	37	0	0
1	1324666	37	0	0
1	1324672	37	0	0
1	1324688	37	0	0
1	1324692	35	0	0
1	1324698	37	0	0
1	1324703	37	0	0
1	1324724	37	0	0
1	1324729	17	0	0
1	1324762	15	0	0
1	1324767	15	0	0
1	1324774	15	0	0
1	1324781	14	0	0
1	1324784	15	0	0
1	1324789	15	0	0
1	1324792	15	0	0
1	1324795	14	0	0
1	1324815	15	0	0
1	1324833	13	0	0
1	1324836	26	0	0
1	1324840	26	0	0
1	1324847	26	0	0
1	1324853	26	0	0
1	1324863	26	0	0
1	1324873	26	0	0
1	1324876	26	0	0
1	1324879	26	0	0
1	1324909	26	0	0
1	1324918	26	0	0
1	1324927	14	0	0
1	1325756	21	0	0
1	1325774	32	1	3.1
1	1325817	32	2	6.2
1	1325834	15	0	0
1	1372965	15	15	100
1	1372984	25	25	100
1	1373006	25	25	100
1	1373128	10	10	100
1	1374549	20	20	100
1	1374561	20	20	100
1	1374569	14	14	100
1	1374788	14	14	100
1	1374826	14	14	100
1	1386803	19	19	100
1	1386826	20	20	100
1	1387206	12	12	100
1	1387360	11	10	90.9
1	1387364	11	11	100
1	1387372	11	11	100
1	1387398	11	11	100
1	1387407	11	11	100
1	1387415	11	11	100
1	1406600	17	0	0
1	1406608	17	0	0
1	1406641	16	0	0
1	1406672	17	0	0
1	1406685	17	0	0
1	1406689	17	0	0
1	1406709	24	0	0
1	1406712	20	2	10
1	1406729	20	0	0
1	1406778	19	0	0
1	1406783	10	0	0
1	1406839	20	0	0
1	1406852	20	0	0
1	1407160	11	0	0
1	1407166	27	0	0
1	1407176	27	0	0
1	1407183	26	0	0
1	1407186	27	0	0
1	1407191	27	0	0
1	1407200	27	0	0
1	1407219	27	0	0
1	1407222	27	0	0
1	1407234	27	0	0
1	1407237	27	0	0
1	1407240	27	0	0
1	1407243	27	0	0
1	1407247	27	0	0
1	1407265	16	0	0
1	1407310	19	0	0
1	1407318	19	0	0
1	1407321	19	0	0
1	1407326	19	0	0
1	1407335	19	0	0
1	1407338	19	0	0
1	1407343	19	0	0
1	1407346	19	0	0
1	1407355	19	0	0
1	1407359	19	0	0
1	1407366	19	0	0
1	1407379	19	0	0
1	1407389	19	0	0
1	1407396	19	0	0
1	1407399	28	0	0
1	1407408	23	0	0
1	1407411	23	0	0
1	1407417	23	0	0
1	1407429	23	0	0
1	1407433	23	0	0
1	1407437	23	0	0
1	1407442	23	0	0
1	1407450	23	0	0
1	1407453	23	0	0
1	1407691	18	0	0
1	1407716	19	0	0
1	1407719	22	0	0
1	1407737	23	0	0
1	1407740	23	0	0
1	1407747	23	0	0
1	1407752	23	0	0
1	1407762	23	0	0
1	1407776	23	0	0
1	1408048	14	0	0
1	1408063	14	0	0
1	1408098	12	0	0
1	1418178	10	10	100
1	1418185	22	22	100
1	1418197	22	10	45.4
1	1418209	22	22	100
1	1418230	22	22	100
1	1418256	22	20	90.9
1	1418274	12	12	100
1	1472130	14	13	92.8
1	1472139	14	14	100
1	1472168	14	13	92.8
1	1472177	14	14	100
1	1472226	10	10	100
1	1472233	14	13	92.8
1	1472239	14	12	85.7
1	1472269	14	14	100
1	1472300	10	10	100
1	1495644	10	1	10
1	1495681	18	0	0
1	1495694	18	0	0
1	1495704	18	0	0
1	1495710	17	0	0
1	1495764	17	0	0
1	1495768	17	0	0
1	1495798	17	0	0
1	1495816	18	0	0
1	1495822	23	0	0
1	1495828	19	0	0
1	1495831	20	0	0
1	1495838	20	0	0
1	1495843	20	0	0
1	1495849	20	0	0
1	1495863	20	0	0
1	1495871	20	0	0
1	1495901	17	1	5.8
1	1495904	16	0	0
1	1495925	18	0	0
1	1495941	18	0	0
1	1495944	18	0	0
1	1495958	18	0	0
1	1495965	18	0	0
1	1495969	18	0	0
1	1495976	18	0	0
1	1495979	19	0	0
1	1496003	12	0	0
1	1496017	12	0	0
1	1496029	12	0	0
1	1496036	12	0	0
1	1496039	12	0	0
1	1496065	12	0	0
1	1496070	12	0	0
1	1496082	12	0	0
1	1496093	12	0	0
1	1496110	12	0	0
1	1496115	20	0	0
1	1496121	36	0	0
1	1496130	36	0	0
1	1496135	36	0	0
1	1496155	35	0	0
1	1496162	36	0	0
1	1496166	36	0	0
1	1496171	36	0	0
1	1496184	36	0	0
1	1496193	26	0	0
1	1496400	19	0	0
1	1496406	19	0	0
1	1496415	19	0	0
1	1496423	19	0	0
1	1496429	19	0	0
1	1496438	19	0	0
1	1496445	19	0	0
1	1496452	19	1	5.2
1	1496490	19	0	0
1	1496508	19	0	0
1	1496513	14	0	0
1	1538816	10	9	90
1	1538825	10	8	80
1	1538848	10	9	90
1	1538959	10	10	100
1	1538994	10	9	90
1	1544313	15	5	33.3
1	1544322	25	15	60
1	1544329	25	16	64
1	1544359	25	20	80
1	1544363	25	16	64
1	1544375	25	22	88
1	1544383	10	10	100
1	1556902	10	10	100
1	1563829	19	19	100
1	1563835	19	18	94.7
1	1563865	19	19	100
1	1563871	19	19	100
1	1563876	19	18	94.7
1	1563936	19	19	100
1	1563940	16	15	93.7
1	1563990	22	22	100
1	1563998	22	22	100
1	1564006	22	21	95.4
1	1564013	17	17	100
1	1565248	14	14	100
1	1565272	16	16	100
1	1565298	16	0	0
1	1565363	14	14	100
1	1568612	15	14	93.3
1	1568670	15	0	0
1	1568682	15	15	100
1	1568707	15	15	100
1	1568764	10	10	100
1	1568785	10	10	100
1	1568859	10	10	100
1	1568883	10	10	100
1	1588052	10	10	100
1	1588089	10	9	90
1	1588177	10	9	90
1	1588190	10	10	100
1	1591127	10	0	0
1	1591159	12	0	0
1	1591500	22	0	0
1	1591503	22	0	0
1	1591511	22	0	0
1	1591518	22	0	0
1	1591525	22	0	0
1	1591544	22	0	0
1	1591549	22	1	4.5
1	1591554	22	1	4.5
1	1591563	22	0	0
1	1591568	22	0	0
1	1591579	22	0	0
1	1591592	13	0	0
1	1591611	18	0	0
1	1591625	33	0	0
1	1591636	33	0	0
1	1591668	33	0	0
1	1591691	33	0	0
1	1591702	33	0	0
1	1591707	25	0	0
1	1591722	19	0	0
1	1591730	18	0	0
1	1591741	19	0	0
1	1591751	19	0	0
1	1591761	10	0	0
1	1626291	12	0	0
1	1626295	25	1	4
1	1626315	25	1	4
1	1626320	25	0	0
1	1626330	25	0	0
1	1626357	25	0	0
1	1626374	25	0	0
1	1626392	25	0	0
1	1626404	25	0	0
1	1626416	33	1	3
1	1626419	24	0	0
1	1626461	24	0	0
1	1626465	24	1	4.1
1	1626475	24	0	0
1	1626480	10	0	0
1	1626488	13	0	0
1	1626493	13	0	0
1	1626514	13	0	0
1	1626552	13	0	0
1	1626581	13	0	0
1	1626598	13	0	0
1	1626607	13	0	0
1	1626614	13	0	0
1	1626621	13	0	0
1	1626625	28	0	0
1	1626635	30	0	0
1	1626644	30	0	0
1	1626650	30	0	0
1	1626696	30	0	0
1	1626716	30	0	0
1	1626722	14	0	0
1	1627005	18	0	0
1	1627008	18	0	0
1	1627012	18	0	0
1	1627020	18	0	0
1	1627025	18	0	0
1	1627046	18	0	0
1	1627055	18	0	0
1	1627059	13	0	0
1	1627064	10	0	0
1	1627100	12	0	0
1	1627109	12	0	0
1	1640718	17	17	100
1	1640725	21	21	100
1	1640746	21	20	95.2
1	1640753	21	21	100
1	1675321	10	10	100
1	1675324	10	10	100
1	1675333	10	10	100
1	1675344	10	9	90
1	1675351	10	9	90
1	1675371	10	10	100
1	1675381	10	8	80
1	1689015	11	11	100
1	1689093	11	11	100
1	1692063	16	16	100
1	1692130	23	23	100
1	1692138	31	31	100
1	1692199	24	23	95.8
1	1692253	10	7	70
1	1697135	12	11	91.6
1	1697157	12	12	100
1	1697191	11	0	0
1	1697201	11	11	100
1	1697226	12	11	91.6
1	1697252	12	12	100
1	1709517	17	16	94.1
1	1709528	25	25	100
1	1709564	25	25	100
1	1709573	25	24	96
1	1709580	25	24	96
1	1709613	25	25	100
1	1709618	25	25	100
1	1709621	12	11	91.6
1	1711503	11	11	100
1	1711516	33	29	87.8
1	1711535	33	33	100
1	1711559	33	33	100
1	1711571	21	21	100
1	1711972	18	18	100
1	1711995	18	18	100
1	1712048	18	18	100
1	1712054	18	18	100
1	1712072	18	18	100
1	1712081	18	17	94.4
1	1712092	18	17	94.4
1	1712116	20	20	100
1	1712124	22	20	90.9
1	1712127	22	20	90.9
1	1712171	22	21	95.4
1	1712186	22	22	100
1	1712192	10	10	100
1	1712313	12	12	100
1	1712338	16	15	93.7
1	1712350	16	16	100
1	1712366	16	16	100
1	1714502	11	11	100
1	1714591	24	24	100
1	1714607	13	13	100
1	1724424	20	20	100
1	1724496	33	33	100
1	1724524	15	15	100
1	1735961	12	12	100
1	1735968	20	20	100
1	1735983	20	20	100
1	1735999	20	20	100
1	1736003	20	19	95
1	1736059	20	20	100
1	1736091	19	19	100
1	1736101	19	19	100
1	1736191	10	10	100
1	1736199	11	11	100
1	1736222	12	12	100
1	1736244	12	11	91.6
1	1736260	12	12	100
1	1738969	17	17	100
1	1738982	25	25	100
1	1739015	25	25	100
1	1743275	17	0	0
1	1743412	14	0	0
1	1743698	15	0	0
1	1743707	24	0	0
1	1743720	24	1	4.1
1	1743746	24	0	0
1	1743749	24	2	8.3
1	1743754	24	0	0
1	1743764	24	0	0
1	1744122	16	3	18.7
1	1744141	16	5	31.2
1	1744163	16	11	68.7
1	1747671	19	19	100
1	1747685	19	18	94.7
1	1747728	19	19	100
1	1747825	19	18	94.7
1	1747850	19	19	100
