Chromosome	Start	End	CovA1	FreqCA1	CovA2	FreqCA2	CovB1	FreqCB1	CovB2	FreqCB2	pvalue	Methyl diff	Methylation state in Condition_A
1	5248000	5248001	285	270	217	200	307	132	294	114	0.00263529637597635	52.6913326818007	hypermeth
1	5248256	5248257	46	39	40	27	47	3	80	3	0.00755362146080623	72.0196642949416	hypermeth
1	5248287	5248288	43	39	38	34	46	5	75	13	0.00796531953562163	75.2467703789561	hypermeth
1	5250028	5250029	234	208	159	149	309	87	237	54	0.00254085989342439	65.1057977931314	hypermeth
1	5253420	5253421	269	249	333	310	461	67	432	52	0.000952510330684888	79.5318199785954	hypermeth
1	5253449	5253450	162	142	91	84	83	20	203	49	0.00390683912964324	65.2004438971375	hypermeth
1	5253461	5253462	371	350	284	260	261	104	489	153	0.00302903088900733	58.1764283914894	hypermeth
1	5253490	5253491	366	275	280	234	260	34	487	59	0.00244037301003997	66.4955515636914	hypermeth
1	5253507	5253508	367	330	282	263	258	63	486	64	0.00425660908285791	73.0932746594757	hypermeth
1	5253514	5253515	364	332	278	260	259	129	485	233	0.00294864560928303	43.5613480316954	hypermeth
1	5253518	5253519	366	344	281	264	258	82	484	117	0.00160443971155959	66.9607180129226	hypermeth
1	5253549	5253550	371	340	281	260	261	65	488	95	0.00126015543337372	70.6594930197642	hypermeth
1	5253556	5253557	371	341	284	264	261	106	489	147	0.0036041500658687	57.7440181572336	hypermeth
1	5253569	5253570	210	193	192	182	184	76	298	117	0.0032556728330602	53.241651766803	hypermeth
1	5254316	5254317	45	42	25	24	44	6	46	6	0.00820648345084836	80.9527063938337	hypermeth
1	5254464	5254465	360	327	303	274	326	160	428	178	0.00298734246132405	45.765636441052	hypermeth
1	5255512	5255513	15	12	235	209	216	71	329	82	0.00474989114455576	59.9312162420662	hypermeth
1	5255555	5255556	27	18	248	187	223	17	346	16	0.00226513200582861	68.7439125516591	hypermeth
1	5255564	5255565	27	19	247	175	223	10	345	16	0.00234426275281097	66.2262545235086	hypermeth
1	5255595	5255596	28	26	250	222	222	21	347	48	0.00195776963783723	77.0791335708691	hypermeth
1	5256218	5256219	177	64	275	73	371	12	500	13	0.0049075014406789	27.4398499739197	hypermeth
1	5256230	5256231	176	114	262	174	362	15	495	17	0.00163052600353187	62.0196275858817	hypermeth
1	5258098	5258099	31	23	77	58	30	3	48	0	0.00903317288216549	71.1509886335836	hypermeth
1	5258129	5258130	32	26	77	63	30	2	48	4	0.00873599861727316	73.961441286121	hypermeth
1	5258256	5258257	37	34	99	94	108	24	64	20	0.00595998087862131	68.5332886119214	hypermeth
1	5258268	5258269	253	236	280	267	390	130	265	74	0.00178074262646424	63.227157815782	hypermeth
1	5258297	5258298	253	195	280	207	390	37	265	21	0.00166415282388834	66.5654993505133	hypermeth
1	5258314	5258315	253	234	280	251	389	85	263	56	0.00157035793110075	69.3685397658717	hypermeth
1	5258321	5258322	250	232	280	245	380	154	262	121	0.00477718997158143	47.051769692498	hypermeth
1	5258325	5258326	251	239	279	260	388	105	262	68	0.00160019702867289	67.5356567928506	hypermeth
1	5258356	5258357	253	235	279	254	389	79	265	36	0.00182768022857173	74.5318202084249	hypermeth
1	5258363	5258364	252	234	279	254	389	134	264	67	0.00311382716156486	61.4632657243583	hypermeth
1	5258376	5258377	218	208	205	188	286	115	199	79	0.0030883105906758	53.6144078262046	hypermeth
1	5260436	5260437	72	66	91	85	94	22	118	27	0.00488432497665489	69.5249832413112	hypermeth
1	5260448	5260449	75	71	94	88	96	31	121	36	0.00552321564812984	63.2071420089721	hypermeth
1	5260477	5260478	74	60	94	72	96	4	120	12	0.00444798705824051	71.1652449348681	hypermeth
1	5260494	5260495	75	69	93	85	96	18	121	21	0.00426584167802703	73.6933339214631	hypermeth
1	5260501	5260502	75	68	93	86	95	45	121	48	0.00907171488678637	48.6091680322105	hypermeth
1	5260505	5260506	75	70	93	87	96	22	120	32	0.00485704606299225	68.4554015105738	hypermeth
1	5260536	5260537	75	66	94	88	96	18	121	26	0.00462491219335116	70.8476686916945	hypermeth
1	5260543	5260544	75	69	93	85	96	30	121	43	0.00670075916419741	58.0240497300471	hypermeth
1	5261615	5261616	15	8	108	94	108	24	156	37	0.00766410963151372	59.8218832023375	hypermeth
1	5261658	5261659	16	12	110	90	110	3	161	10	0.0039633337384285	76.1559955616398	hypermeth
1	5261667	5261668	16	10	110	78	110	6	161	10	0.00548689320485482	63.9370771524946	hypermeth
1	5261698	5261699	16	16	110	97	110	20	161	22	0.00464660908962808	74.188788538594	hypermeth
1	5262337	5262338	27	17	140	107	136	15	190	6	0.00971944870464102	65.8530024495057	hypermeth
1	5262346	5262347	27	14	140	108	137	5	190	6	0.00349551871061043	69.6896126191052	hypermeth
1	5262377	5262378	27	24	140	120	137	13	190	14	0.00313980443183779	77.9689632644216	hypermeth
1	5263646	5263647	69	63	50	48	130	47	199	79	0.00803258676460904	54.9791403874258	hypermeth
1	5264324	5264325	19	11	71	42	70	3	97	1	0.00878605149911952	56.4935649449474	hypermeth
1	5264355	5264356	19	13	71	61	70	8	97	9	0.00707084190219362	72.0425921024355	hypermeth
1	5264482	5264483	58	48	99	89	93	24	163	34	0.00558608803481209	64.6002917200899	hypermeth
1	5264601	5264602	166	153	197	182	247	116	365	144	0.00371991058789319	49.7839005569091	hypermeth
1	5266988	5266989	29	24	57	44	71	5	83	5	0.00704698022642779	72.5762361564016	hypermeth
1	5266996	5266997	29	26	57	49	71	4	83	4	0.00548428758894218	82.0161967304584	hypermeth
1	5267056	5267057	36	34	62	59	79	19	97	21	0.00653820671819226	72.1681691640547	hypermeth
1	5268310	5268311	42	27	186	138	159	11	309	9	0.00358246643001176	67.5726608041509	hypermeth
1	5268341	5268342	47	40	187	164	160	23	310	40	0.00258842600236524	73.7764893283212	hypermeth
1	5268468	5268469	131	121	126	114	117	34	151	41	0.00409789806974262	63.454473570321	hypermeth
1	5268480	5268481	147	138	146	140	138	52	210	61	0.00331477790783439	62.4080594192275	hypermeth
1	5268509	5268510	147	116	145	112	135	16	210	23	0.00315224338627416	66.7791346888606	hypermeth
1	5268526	5268527	147	136	145	131	137	30	210	35	0.00262541020246522	72.7063591010222	hypermeth
1	5268537	5268538	146	136	142	132	136	32	204	33	0.00254659894389754	73.9381124437311	hypermeth
1	5268568	5268569	143	133	141	124	138	36	209	36	0.00422292508219169	69.4090512171092	hypermeth
1	5268575	5268576	138	127	141	133	137	55	206	47	0.00922972181580822	62.0016712861154	hypermeth
1	5269083	5269084	264	233	337	306	206	47	336	76	0.00173152085755096	66.9880074962845	hypermeth
1	5269214	5269215	98	85	135	125	145	31	171	23	0.00420619217029467	72.8093224355589	hypermeth
1	5269225	5269226	98	76	135	104	145	32	171	27	0.00501963305953264	58.5809627247601	hypermeth
1	5269250	5269251	97	73	135	96	145	5	171	6	0.00304420038193819	69.3639778804107	hypermeth
1	5269290	5269291	39	36	83	78	106	23	103	24	0.00561019179735187	70.9522729127293	hypermeth
1	5269320	5269321	42	35	82	75	107	27	107	20	0.00642656913375386	66.7485942385625	hypermeth
1	5269490	5269491	71	65	37	31	33	5	52	8	0.00849401907096006	73.5974752563642	hypermeth
1	5270319	5270320	62	46	48	28	134	8	143	9	0.00638064828524088	61.1334108913214	hypermeth
1	5270328	5270329	62	47	47	37	133	7	143	3	0.00442316313587338	73.4404114870775	hypermeth
1	5270803	5270804	88	72	101	88	116	29	100	29	0.00679310552977173	57.8059365186066	hypermeth
1	5272199	5272200	75	68	94	86	79	25	122	28	0.00568240477708018	64.7559021079296	hypermeth
1	5272211	5272212	76	73	90	84	76	33	123	37	0.0067675221150089	59.2841549407072	hypermeth
1	5272240	5272241	73	61	90	75	77	9	123	16	0.00492580084420269	70.9347307675569	hypermeth
1	5272257	5272258	82	77	92	87	80	27	125	32	0.00519842232092733	65.4725085944598	hypermeth
1	5272264	5272265	83	79	91	87	79	44	125	62	0.00973966623174941	43.4423846890146	hypermeth
1	5272268	5272269	82	78	90	87	81	23	124	40	0.00510306415720714	65.2010297268641	hypermeth
1	5272299	5272300	83	76	93	87	80	28	126	23	0.00861362186041366	66.8168073021029	hypermeth
1	5272306	5272307	83	73	93	89	80	20	126	38	0.00556875759019125	63.8871493686663	hypermeth
1	5272732	5272733	77	64	64	55	44	10	56	10	0.00928572506622008	64.3992993551711	hypermeth
1	5272768	5272769	77	50	64	47	44	3	56	5	0.00992169909685793	60.7913460072572	hypermeth
1	5274114	5274115	22	21	169	151	99	49	184	77	0.00875901110437523	45.5276990262988	hypermeth
1	5274125	5274126	55	45	68	57	53	6	92	17	0.00754516700607786	67.0696186970762	hypermeth
1	5274161	5274162	55	38	68	51	53	4	92	3	0.00666446701508737	67.5306711208015	hypermeth
1	5274370	5274371	56	36	71	53	45	4	75	5	0.00874298377996658	62.5800593425301	hypermeth
1	5275697	5275698	20	18	21	20	27	1	39	1	0.00965697913551104	89.6506580066156	hypermeth
1	5276443	5276444	263	232	211	196	171	59	455	155	0.00256864439311475	56.1125018991209	hypermeth
1	5277957	5277958	80	72	69	64	67	12	177	29	0.0042876873074086	74.4688791254779	hypermeth
1	5277969	5277970	126	120	97	93	99	42	209	64	0.00439942567560796	60.9902484631514	hypermeth
1	5277998	5277999	124	97	97	77	99	11	208	21	0.00365286529724434	68.3092487114607	hypermeth
1	5278015	5278016	123	113	96	86	98	25	208	35	0.00341956339964501	71.2594821912604	hypermeth
1	5278022	5278023	122	113	94	87	97	40	208	71	0.00526276145367844	56.1997784762471	hypermeth
1	5278026	5278027	118	102	94	88	97	21	206	50	0.00409728350750676	66.1896626412376	hypermeth
1	5278058	5278059	121	106	93	82	94	26	206	37	0.00404769625262886	66.8500995828204	hypermeth
1	5278065	5278066	122	106	92	85	94	27	205	59	0.00488950899178685	60.4872370911774	hypermeth
1	5279000	5279001	14	13	37	37	39	2	54	6	0.00761872332411008	89.4369988138548	hypermeth
1	5279023	5279024	38	27	68	47	55	2	94	11	0.00903095469077458	61.086456128458	hypermeth
1	5279103	5279104	34	26	69	58	54	4	94	9	0.00667374045503877	72.7697573217113	hypermeth
1	5279470	5279471	18	15	46	42	44	3	95	14	0.0083083394504155	76.8366300152889	hypermeth
1	5279728	5279729	85	75	66	62	66	13	131	19	0.00463905374521236	74.4818208131631	hypermeth
1	5279739	5279740	85	68	66	56	66	16	131	17	0.00693645908233234	65.1971842405775	hypermeth
1	5279764	5279765	84	58	66	48	65	0	131	5	0.00481679737937788	68.1166689650318	hypermeth
1	5279834	5279835	37	35	38	33	31	6	60	10	0.00995652325680852	73.0852407382237	hypermeth
1	5282344	5282345	25	21	227	214	239	59	352	55	0.00502148895527301	72.4807834204721	hypermeth
1	5282396	5282397	85	55	241	176	266	11	394	17	0.00195409414536547	66.616297160391	hypermeth
1	5282427	5282428	84	66	241	211	267	25	396	39	0.00171921716711885	75.5808920931502	hypermeth
1	5282480	5282481	63	38	76	52	76	5	78	5	0.00811718778964095	58.2537185028543	hypermeth
1	5282488	5282489	63	51	76	60	76	11	78	8	0.00670174070122335	67.517106264345	hypermeth
1	5282507	5282508	63	61	76	71	76	31	78	24	0.00776608056452889	59.2480575074479	hypermeth
1	5282517	5282518	63	58	76	67	76	16	78	7	0.00667140422316956	74.9927146641572	hypermeth
1	5282525	5282526	63	56	77	67	76	8	78	9	0.00505359436159117	76.8194139566794	hypermeth
1	5282566	5282567	212	143	210	143	304	78	152	22	0.00917595559713005	46.7515020011776	hypermeth
1	5282595	5282596	211	171	208	165	303	34	153	10	0.00202939222193671	70.544431471517	hypermeth
1	5282612	5282613	215	194	213	187	304	68	153	28	0.00218927404744257	68.0139484720252	hypermeth
1	5282619	5282620	214	198	213	189	304	133	152	70	0.00432046514154353	46.1144271750305	hypermeth
1	5282623	5282624	215	206	213	197	304	90	153	29	0.0038920725067541	68.9669009890631	hypermeth
1	5282654	5282655	214	192	215	191	304	60	156	30	0.00207002288446329	69.7098636420881	hypermeth
1	5282661	5282662	215	155	208	164	304	96	156	53	0.0058437765841412	43.0204888930253	hypermeth
1	5282674	5282675	190	172	138	127	220	92	147	61	0.00484321977564131	49.4686848732348	hypermeth
1	5283857	5283858	71	41	74	53	46	2	116	10	0.00809220548039775	57.420499669658	hypermeth
1	5283866	5283867	71	48	74	52	45	0	116	6	0.00604315252496571	65.239520332364	hypermeth
1	5283897	5283898	71	61	73	67	45	7	115	14	0.00505219936481681	75.7649206506804	hypermeth
1	5284141	5284142	136	131	303	285	198	88	219	87	0.00319428750066874	52.793731484656	hypermeth
1	5285986	5285987	17	16	150	139	102	35	116	28	0.005556386998006	63.9158702256256	hypermeth
1	5286029	5286030	18	13	144	113	101	5	108	9	0.00456864711157555	71.0820270100449	hypermeth
1	5286038	5286039	20	15	149	113	107	7	119	4	0.00419022640944425	70.8738424607436	hypermeth
1	5286069	5286070	21	19	152	137	107	25	118	23	0.00479474066201916	68.837945455478	hypermeth
1	5286072	5286073	21	14	152	116	107	15	119	23	0.0068548066166709	58.3271177896522	hypermeth
1	5286195	5286196	220	200	91	84	143	37	181	40	0.00302214125582135	67.5525758295578	hypermeth
1	5287611	5287612	14	7	90	63	79	5	112	7	0.00774644033123281	61.0242708168406	hypermeth
1	5287620	5287621	14	8	90	58	79	3	112	9	0.00861381616339003	57.1782804728681	hypermeth
1	5287651	5287652	14	10	90	82	78	8	111	15	0.00556601833258729	76.2951818610605	hypermeth
1	5289691	5289692	63	50	42	38	36	7	58	7	0.00951229706871169	68.9140882424548	hypermeth
1	5289851	5289852	62	54	95	79	62	7	67	10	0.00615602920117119	71.5367627132998	hypermeth
1	5289862	5289863	62	46	95	81	62	13	67	14	0.00902946528798687	59.9614938242131	hypermeth
1	5289887	5289888	62	42	95	64	62	3	67	4	0.00752360358928754	62.0919835270554	hypermeth
1	5291156	5291157	31	29	36	36	31	5	61	7	0.00754579204027559	83.9733301334872	hypermeth
1	5291167	5291168	30	29	37	37	30	7	61	11	0.00840444132625671	78.724878342288	hypermeth
1	5291197	5291198	31	30	36	34	24	2	61	6	0.00744849156157433	86.1110172192553	hypermeth
1	5291204	5291205	30	29	36	36	24	3	60	9	0.00768830120856843	84.1973777660591	hypermeth
1	5291228	5291229	37	34	26	25	24	2	66	10	0.00890243292862753	80.3162724134541	hypermeth
1	5291264	5291265	37	31	26	20	24	2	65	1	0.00895250755673262	77.5816674655336	hypermeth
1	5292011	5292012	56	52	63	59	59	5	175	27	0.00429809049615149	79.6023928123838	hypermeth
1	5292022	5292023	65	62	67	64	60	18	188	69	0.006557362252192	60.3738878793703	hypermeth
1	5292029	5292030	65	55	67	56	60	2	189	21	0.00441340246767022	74.8567446598472	hypermeth
1	5292082	5292083	68	61	65	55	62	4	192	9	0.00344995305664798	82.1014705804049	hypermeth
1	5292187	5292188	65	37	67	34	60	1	194	11	0.00803674983349047	49.0640234734496	hypermeth
1	5292204	5292205	64	55	67	57	60	6	194	23	0.00457830936752263	74.080552518411	hypermeth
1	5292247	5292248	65	64	67	63	59	13	194	41	0.00436801857260251	74.8693480204512	hypermeth
1	5305677	5305678	128	90	59	36	196	8	264	6	0.00316674178823699	64.3336368277198	hypermeth
1	5305686	5305687	130	89	60	38	195	13	264	10	0.00358096239825343	61.8290220008096	hypermeth
1	6174114	6174115	14	14	13	13	23	0	33	0	0.00941538538190518	100	hypermeth
1	6415072	6415073	17	17	22	21	19	0	21	0	0.00984270034400157	97.4369179130594	hypermeth
1	6415093	6415094	17	16	22	22	19	0	21	0	0.0098427013636353	97.4369175773473	hypermeth
1	6415154	6415155	17	17	22	22	19	1	21	0	0.00983785883366791	97.5006998102843	hypermeth
1	11270009	11270010	175	122	76	57	159	23	150	13	0.00446299527455054	59.662184657706	hypermeth
1	11270299	11270300	244	186	376	278	306	31	249	31	0.00188935844020053	63.6681977073299	hypermeth
1	11270316	11270317	218	171	241	189	174	25	255	31	0.00239305517015768	65.3776690134941	hypermeth
1	11270331	11270332	218	179	241	181	172	21	253	23	0.00238763808199614	68.0657710513804	hypermeth
1	11270368	11270369	166	130	236	190	173	42	249	33	0.00605644926658677	61.2128954790793	hypermeth
1	11270480	11270481	197	149	236	160	163	25	245	30	0.0032495382916935	57.8825037343847	hypermeth
1	11270514	11270515	203	172	231	189	160	45	242	59	0.00336793727058022	57.3060608338577	hypermeth
1	11270527	11270528	203	164	231	171	159	51	242	70	0.00513586438306452	47.0129371132511	hypermeth
1	11270530	11270531	203	182	230	208	159	70	241	96	0.00420425014020185	48.5672877778514	hypermeth
1	11270534	11270535	203	160	230	186	159	43	242	70	0.00420541747289792	51.7280707448566	hypermeth
1	11271093	11271094	42	34	39	30	20	2	53	1	0.00960450224665909	74.905497241824	hypermeth
1	11272865	11272866	299	230	309	245	285	78	356	105	0.00308853035948101	49.576970721796	hypermeth
1	11272869	11272870	299	270	309	267	284	119	357	138	0.00295759864568556	48.226317883943	hypermeth
1	11272872	11272873	299	234	308	225	285	73	357	99	0.00320289680641859	48.8290648250967	hypermeth
1	11272885	11272886	299	249	309	236	284	79	356	76	0.00472923256152365	55.3943365004534	hypermeth
1	11272919	11272920	296	190	306	190	281	43	354	45	0.00295293358653082	49.2644381911245	hypermeth
1	11273031	11273032	191	140	296	196	275	52	348	41	0.00589859800033328	54.2306114072469	hypermeth
1	11273068	11273069	295	217	308	191	278	23	352	34	0.0044990222702938	58.6376004996999	hypermeth
1	11273083	11273084	297	229	308	216	279	39	353	47	0.00204252156414382	59.9462245941457	hypermeth
1	11273100	11273101	147	101	141	95	125	15	178	24	0.00494259014745399	55.18402557561	hypermeth
1	11273679	11273680	211	140	494	336	420	59	113	17	0.00264930589457181	53.2587991961237	hypermeth
1	11273685	11273686	212	141	494	331	423	73	114	18	0.00304953533177488	49.9117948187221	hypermeth
1	11273716	11273717	212	125	494	354	423	37	114	3	0.0095707100711281	59.5281494253301	hypermeth
1	11273738	11273739	212	177	494	437	423	109	114	23	0.00189075484800883	62.3862256223479	hypermeth
1	11273742	11273743	99	74	140	109	167	23	135	19	0.00430557025514178	62.6614589401718	hypermeth
1	11273758	11273759	102	84	191	151	166	50	140	36	0.00575640316501355	52.1002967738718	hypermeth
1	11273768	11273769	102	94	191	178	162	74	140	60	0.00557592196263228	48.4622267888838	hypermeth
1	11273784	11273785	93	73	190	152	165	35	136	35	0.00506473902158567	56.2487604494621	hypermeth
1	11273905	11273906	37	31	123	105	69	10	37	8	0.00759115749442549	68.0225674289463	hypermeth
1	11273937	11273938	67	58	241	186	109	29	80	15	0.00633103711450692	55.9400905363884	hypermeth
1	11273942	11273943	67	61	240	197	109	29	75	22	0.0061672315076467	56.3246845169972	hypermeth
1	11273964	11273965	67	49	244	183	104	19	76	10	0.00592577190767808	58.4885094106484	hypermeth
1	11273979	11273980	36	32	213	195	84	16	56	11	0.00459355044880535	71.8788273829678	hypermeth
1	11274006	11274007	37	19	202	142	76	8	47	5	0.00848256924825336	56.793869454516	hypermeth
1	11274125	11274126	426	355	411	323	342	89	351	89	0.00201150738287897	55.3204459114197	hypermeth
1	11274129	11274130	426	373	410	374	342	146	350	142	0.00240131526572459	47.7338060379752	hypermeth
1	11274132	11274133	427	337	408	327	342	104	351	94	0.00238920035747186	50.9495015832015	hypermeth
1	11274145	11274146	425	365	410	349	339	85	349	68	0.00150805865200053	63.2742004087145	hypermeth
1	11274179	11274180	402	280	395	278	321	39	335	28	0.00172127073474792	59.7985306539782	hypermeth
1	11274291	11274292	312	237	399	307	331	51	344	48	0.00173141501863102	61.8456871664818	hypermeth
1	11274328	11274329	423	318	408	305	333	25	351	32	0.00131916415647297	66.6349935031164	hypermeth
1	11274343	11274344	427	341	410	324	338	52	346	26	0.00320075778334497	68.0675391715833	hypermeth
1	11274364	11274365	246	133	292	180	336	62	159	19	0.00774599215297582	42.0895850067821	hypermeth
1	11274370	11274371	246	135	293	184	331	68	160	27	0.00616394759685249	39.8466540422557	hypermeth
1	11274401	11274402	246	127	289	177	325	29	154	14	0.00453151891079349	47.7087848155553	hypermeth
1	11274423	11274424	213	176	254	227	317	79	149	39	0.00295774109953143	60.9214266723136	hypermeth
1	11274427	11274428	95	77	188	154	210	36	164	28	0.00341209004203899	64.5155310459722	hypermeth
1	11274443	11274444	74	64	41	36	57	7	107	25	0.00732543161621003	67.4444982325288	hypermeth
1	11274453	11274454	75	73	40	38	58	20	105	37	0.00775458300833961	61.5517004699675	hypermeth
1	11274469	11274470	75	65	40	33	58	15	107	20	0.00819193398679031	64.0061173236754	hypermeth
1	11274523	11274524	61	55	62	55	82	11	131	12	0.00446877069316083	78.6354275865784	hypermeth
1	11274622	11274623	229	197	319	266	268	95	144	51	0.00394473506107804	49.0532518129686	hypermeth
1	11274627	11274628	225	194	316	263	268	81	143	44	0.00331726678140754	54.0615778467387	hypermeth
1	11274649	11274650	229	177	320	240	269	48	143	20	0.00278694716963513	59.4490225806611	hypermeth
1	11274664	11274665	224	194	314	270	265	68	140	36	0.00265568199532128	60.5687110324207	hypermeth
1	11274691	11274692	229	172	321	231	268	31	144	10	0.00235984799967985	63.3200929838767	hypermeth
1	11274716	11274717	144	118	296	231	171	53	110	19	0.00838928661635841	54.6526650838538	hypermeth
1	13546940	13546941	13	8	64	50	55	7	112	6	0.00844720963711662	67.5415028572748	hypermeth
1	13546961	13546962	13	10	64	49	55	7	113	11	0.00922868272067663	65.9062902872354	hypermeth
1	13546978	13546979	13	11	62	54	52	6	111	11	0.00713715459836013	76.2369032797326	hypermeth
