Chromosome	Position	Coverage	# methylated	% methylated
10	50282090	15	0	0
10	51598056	12	0	0
10	53917442	20	19	95
10	59479874	17	13	76.4
10	62436111	26	0	0
10	62822824	10	6	60
10	65435977	22	17	77.2
10	65652162	45	30	66.6
10	66752069	30	30	100
10	66754772	35	0	0
10	67755961	25	0	0
10	67756260	11	0	0
10	68398778	41	41	100
10	68735752	53	17	32
10	68778394	39	0	0
10	69469394	26	6	23
10	70839280	45	0	0
10	73143532	12	0	0
10	76999868	31	0	0
10	78195736	12	11	91.6
10	79733181	54	2	3.7
10	81793749	14	2	14.2
10	81814867	24	0	0
10	83241368	25	1	4
10	84787004	28	0	0
10	84926312	12	12	100
10	84979254	10	10	100
10	85325021	33	0	0
10	85461259	22	0	0
10	85586652	15	1	6.6
10	85776797	21	0	0
10	86415459	37	0	0
10	87686649	21	0	0
10	88942095	22	20	90.9
10	89070060	28	28	100
10	89246681	32	2	6.2
10	89566363	14	12	85.7
10	89589565	39	0	0
10	90130963	23	20	86.9
10	90912464	18	9	50
10	91533816	13	12	92.3
10	97784451	16	8	50
10	98235266	15	0	0
10	98235684	44	0	0
10	100735012	12	11	91.6
10	101074562	24	10	41.6
10	101238212	39	36	92.3
10	101251490	36	26	72.2
10	101259973	11	3	27.2
10	101717776	19	0	0
10	102026354	23	1	4.3
10	102152195	12	0	0
10	102346042	30	2	6.6
10	102434768	34	0	0
10	102908424	13	1	7.6
10	102939082	19	19	100
10	103112991	35	35	100
10	103249834	13	0	0
10	103473430	38	4	10.5
10	104176762	21	8	38
11	140398	33	2	6
11	2305966	29	0	0
11	2400215	18	14	77.7
11	2489641	34	7	20.5
11	2490849	32	27	84.3
11	2697892	21	21	100
11	2727933	31	29	93.5
11	2730607	28	0	0
11	2730954	36	1	2.7
11	2731123	34	0	0
11	2793545	14	0	0
11	3083851	19	19	100
11	3101947	19	16	84.2
11	4078704	22	11	50
11	4632167	28	26	92.8
11	5389717	11	11	100
11	5490986	44	0	0
11	5587936	25	19	76
11	5980877	28	12	42.8
11	6238649	27	0	0
11	6296586	24	2	8.3
11	6361334	29	2	6.8
11	6419170	13	7	53.8
11	6425155	10	10	100
11	7227737	10	4	40
11	8660414	22	9	40.9
11	9254708	14	14	100
11	9278328	20	0	0
11	10106357	63	5	7.9
11	10489606	35	0	0
11	10646491	23	22	95.6
11	11155324	17	2	11.7
11	11283683	10	10	100
11	11512701	30	1	3.3
11	12374019	29	1	3.4
11	13036575	29	26	89.6
11	13438719	10	0	0
11	13521769	13	0	0
11	14191335	15	14	93.3
11	14267474	27	14	51.8
11	14980034	10	0	0
11	15573610	18	16	88.8
11	15947585	26	25	96.1
11	19564440	12	0	0
11	19788730	11	0	0
11	19788782	15	0	0
11	20897170	33	31	93.9
11	20986486	24	5	20.8
11	21761187	12	0	0
11	25586528	35	0	0
11	25587938	14	0	0
11	25587949	15	0	0
11	27193831	22	0	0
11	28772624	18	16	88.8
11	31364850	12	7	58.3
11	36371387	12	1	8.3
11	40548078	38	1	2.6
11	43490654	16	2	12.5
11	44202325	16	8	50
11	44458968	20	20	100
11	44464774	25	11	44
11	46849655	20	0	0
11	47302872	34	0	0
11	48066315	18	0	0
11	48996187	25	0	0
11	49227108	33	0	0
11	49715833	42	0	0
11	51895590	17	10	58.8
11	60032988	46	0	0
11	61481697	25	1	4
11	62877749	24	0	0
11	63012431	71	1	1.4
11	63239007	16	10	62.5
11	68070243	24	0	0
11	68384394	15	0	0
11	68441844	36	0	0
11	68916259	10	10	100
11	68949608	17	14	82.3
11	69285969	32	32	100
11	69618518	39	0	0
11	69618907	13	0	0
11	72236949	24	0	0
11	72292073	14	0	0
11	72384935	28	28	100
11	73084168	12	10	83.3
11	73173397	51	0	0
11	73400287	24	0	0
11	73952511	16	11	68.7
11	74059357	40	26	65
11	74263952	43	27	62.7
11	75621502	28	5	17.8
11	78400029	33	5	15.1
11	78695565	13	0	0
11	79489127	26	0	0
11	80889284	36	1	2.7
11	82427516	40	36	90
11	82783451	28	21	75
11	83658936	16	1	6.2
11	86026699	13	8	61.5
11	86118114	22	0	0
11	86346532	11	0	0
11	86746617	40	36	90
11	86834986	14	0	0
11	87171615	13	13	100
11	87254040	15	15	100
11	87518993	44	21	47.7
11	87689529	36	0	0
11	89883161	27	2	7.4
11	90041918	15	0	0
11	92039210	10	9	90
11	92657149	20	18	90
11	92801973	24	23	95.8
11	93055169	44	33	75
11	93087559	15	4	26.6
11	94418570	14	0	0
11	94498617	34	1	2.9
11	94674316	13	12	92.3
11	95151484	43	0	0
11	95373047	35	34	97.1
11	95773277	24	15	62.5
11	95773821	21	0	0
11	97229304	26	25	96.1
11	97399370	27	1	3.7
11	97459714	19	9	47.3
11	97467227	12	0	0
11	97887787	46	46	100
11	98251532	14	12	85.7
11	98498144	29	0	0
11	98498292	42	1	2.3
11	98561594	19	0	0
11	98575345	17	17	100
11	98651167	37	9	24.3
11	99048273	31	0	0
11	99116936	10	8	80
11	99190234	35	32	91.4
11	99232151	33	1	3
11	99411163	25	0	0
11	99442670	47	35	74.4
11	99442740	33	30	90.9
11	99496687	14	14	100
11	99528411	41	3	7.3
11	99629090	16	15	93.7
11	99832807	31	1	3.2
11	99914353	16	0	0
11	100013037	12	12	100
11	100025066	12	0	0
11	100454111	50	23	46
11	101152964	14	13	92.8
11	101280486	11	11	100
11	101453361	34	13	38.2
11	101489719	30	0	0
11	101578890	10	8	80
11	101671704	37	0	0
11	101672086	47	0	0
11	102663926	22	12	54.5
11	102694495	24	0	0
11	102845671	13	11	84.6
11	103043788	32	23	71.8
11	103080443	26	2	7.6
11	103161630	11	11	100
11	103161688	10	5	50
11	103583527	13	12	92.3
11	103737963	24	3	12.5
11	103750447	20	20	100
11	103800104	31	3	9.6
11	103823421	19	15	78.9
11	103824231	29	28	96.5
11	103876352	32	1	3.1
11	103967254	12	0	0
11	103990623	11	10	90.9
11	103992425	30	28	93.3
11	104005873	12	11	91.6
11	104145794	11	0	0
11	104180508	36	36	100
11	104183546	10	5	50
11	104205947	42	34	80.9
11	104312156	46	0	0
11	104359744	18	12	66.6
11	104359766	18	14	77.7
11	104408556	21	0	0
11	104422934	15	14	93.3
11	104440038	15	15	100
11	104696372	18	18	100
11	104885191	24	21	87.5
11	104986563	27	24	88.8
11	105187965	21	20	95.2
11	105364581	22	9	40.9
11	105473345	30	21	70
11	105549907	38	3	7.8
11	105675319	17	3	17.6
11	105742378	22	0	0
11	105776207	12	0	0
11	105790526	25	0	0
11	105837951	29	26	89.6
11	105839076	26	4	15.3
11	105879056	16	15	93.7
11	105892521	16	0	0
11	105902987	10	9	90
11	105959198	22	13	59
11	105959861	20	19	95
11	105993852	15	15	100
11	106003322	43	41	95.3
11	106190923	33	1	3
11	106250108	10	1	10
11	106297551	22	21	95.4
11	106297692	26	26	100
11	106329054	11	9	81.8
11	106339072	27	6	22.2
11	106356076	26	25	96.1
11	106395759	12	12	100
11	106499144	23	16	69.5
11	106608785	14	14	100
11	106650260	16	9	56.2
11	106676287	32	30	93.7
11	106794412	21	4	19
11	106872621	10	10	100
11	106877743	16	13	81.2
11	107056160	39	28	71.7
11	107142151	18	7	38.8
11	107306970	70	63	90
12	35032	39	9	23
12	2130501	36	0	0
12	10206229	16	6	37.5
12	11625501	29	0	0
12	11625851	25	0	0
12	12754722	28	27	96.4
12	14063010	41	2	4.8
12	14847188	13	0	0
12	14848177	13	0	0
12	15007743	26	26	100
12	15362861	29	28	96.5
12	15794810	20	15	75
12	16427052	23	20	86.9
12	17960807	27	0	0
12	18563890	13	6	46.1
12	20351961	12	11	91.6
12	20364701	23	23	100
12	20605682	31	29	93.5
12	20973032	24	0	0
12	20973703	24	0	0
12	21145674	10	9	90
12	21416198	19	17	89.4
12	21565798	35	0	0
12	21676982	21	20	95.2
12	23269092	22	22	100
12	24837987	40	1	2.5
12	25607875	23	15	65.2
12	27806787	29	0	0
12	28272779	10	4	40
12	28310165	14	14	100
12	28612620	26	0	0
12	29504463	29	24	82.7
12	30199103	28	1	3.5
12	30503210	41	0	0
12	31295629	11	6	54.5
12	31610623	44	29	65.9
12	32844962	20	0	0
12	32892848	48	0	0
12	33008840	16	16	100
12	33639976	29	19	65.5
12	33701684	10	7	70
12	34235249	23	3	13
12	34532082	14	14	100
12	34532124	15	14	93.3
12	34836545	28	0	0
12	34910717	26	26	100
12	35021046	14	2	14.2
12	35339566	46	32	69.5
12	35587032	11	11	100
12	35799373	38	38	100
12	36055135	37	0	0
12	36187389	16	0	0
12	36210888	35	0	0
12	36404267	22	14	63.6
12	36455085	48	0	0
12	50140507	13	12	92.3
12	50888862	40	0	0
12	52484703	30	0	0
12	53279593	35	35	100
12	54086970	16	5	31.2
12	54094222	26	2	7.6
12	54148021	13	0	0
12	55255065	10	9	90
12	65277160	20	20	100
12	65289785	11	10	90.9
12	66224743	21	0	0
12	68116346	25	18	72
12	70581241	11	2	18.1
12	70666215	28	5	17.8
12	71529057	40	33	82.5
12	72455165	13	0	0
12	77227272	18	1	5.5
12	79375724	12	11	91.6
12	80692143	14	4	28.5
12	81544960	26	12	46.1
12	83038690	14	13	92.8
12	83093665	19	16	84.2
12	83405480	16	3	18.7
12	85571099	14	12	85.7
12	86228423	30	29	96.6
12	86240878	10	6	60
12	87654218	17	1	5.8
12	87833195	26	12	46.1
12	88583867	23	16	69.5
12	88736718	30	17	56.6
12	88882263	21	14	66.6
12	88994859	10	9	90
12	89048219	25	23	92
12	89240601	24	18	75
12	89243421	42	41	97.6
12	89250772	26	15	57.6
12	89253719	19	19	100
12	89254170	53	51	96.2
12	89336640	15	0	0
12	89489931	27	25	92.5
12	89507630	14	13	92.8
12	89537884	29	27	93.1
12	89556337	23	15	65.2
12	89637322	31	20	64.5
12	89662581	17	12	70.5
12	89869889	33	25	75.7
12	89903359	43	13	30.2
12	89943286	21	20	95.2
12	90091228	10	7	70
12	90091817	20	19	95
12	90170509	13	0	0
12	90326049	28	28	100
12	90403246	34	1	2.9
12	90415662	15	11	73.3
12	90453003	19	16	84.2
12	90474079	21	20	95.2
12	90609529	23	0	0
12	90703874	36	36	100
12	90704107	37	32	86.4
12	90782623	11	11	100
12	90813746	50	0	0
12	90862279	14	12	85.7
12	91132852	26	1	3.8
13	789548	11	0	0
13	3877036	41	0	0
13	5581977	13	0	0
13	5583431	29	0	0
13	7145390	27	26	96.2
13	11003732	12	1	8.3
13	12242142	21	16	76.1
13	12536400	24	1	4.1
13	16403844	20	20	100
13	16470366	48	0	0
13	16779406	13	13	100
13	17755942	23	19	82.6
13	18193832	16	16	100
13	18259485	19	2	10.5
13	21707144	34	28	82.3
13	22969718	32	1	3.1
13	23723867	14	0	0
13	23854007	16	3	18.7
13	25863631	15	0	0
13	28132155	27	1	3.7
13	28314622	26	0	0
13	28511904	43	42	97.6
13	28649441	18	18	100
13	30198756	67	0	0
13	31359682	25	21	84
13	32186246	47	1	2.1
13	32187076	25	0	0
13	34525145	44	1	2.2
13	35623598	11	9	81.8
13	37129309	22	0	0
13	37133021	16	12	75
13	38100397	17	12	70.5
13	38283640	33	31	93.9
13	38544438	13	0	0
13	39727811	12	10	83.3
13	40231408	33	0	0
13	40677457	15	6	40
13	40813381	36	5	13.8
13	41175028	38	9	23.6
13	41256876	10	0	0
13	41919131	21	0	0
13	42405810	13	2	15.3
13	42452960	15	0	0
13	42688767	22	12	54.5
13	42793035	40	7	17.5
13	43008342	36	32	88.8
13	43522103	12	4	33.3
13	45380998	20	20	100
13	45493332	30	30	100
13	46848790	30	30	100
13	48993238	18	4	22.2
13	49008224	141	86	60.9
13	51764880	20	0	0
13	52592737	15	0	0
13	53756893	28	23	82.1
13	54143073	15	7	46.6
13	54178662	16	1	6.2
13	54190356	39	24	61.5
13	54265781	26	20	76.9
13	54407904	25	0	0
13	54419893	29	28	96.5
13	54451994	24	1	4.1
13	54550859	34	0	0
13	54591038	36	0	0
13	54744047	38	31	81.5
13	54754027	26	6	23
13	54799293	14	0	0
13	54965482	27	24	88.8
13	54992943	35	33	94.2
13	55234216	19	12	63.1
13	55291481	20	1	5
13	55291827	25	1	4
13	55341171	13	6	46.1
13	55360222	13	0	0
13	55419197	50	46	92
13	55428455	24	23	95.8
13	55501940	43	0	0
13	55671085	15	15	100
13	55963679	41	13	31.7
13	57492890	28	19	67.8
13	58037129	26	11	42.3
13	58047166	37	19	51.3
13	58261552	31	0	0
13	59036884	15	14	93.3
13	59261717	13	0	0
13	59426437	43	1	2.3
13	59628662	11	11	100
13	59861838	30	30	100
13	60812459	37	0	0
13	60918205	13	0	0
13	61584427	22	16	72.7
13	61699373	13	0	0
13	61938010	12	1	8.3
13	62408530	23	22	95.6
13	62411357	15	12	80
13	62424863	49	49	100
13	62453564	17	0	0
13	62526926	14	2	14.2
13	62606614	13	9	69.2
13	62654719	20	18	90
13	63403817	40	0	0
13	63789161	16	13	81.2
13	63953954	34	0	0
13	64069275	18	0	0
13	64726060	14	0	0
13	65390692	12	11	91.6
13	66158941	27	11	40.7
13	66204682	45	41	91.1
13	66352686	51	12	23.5
13	66593872	20	0	0
13	68195017	61	2	3.2
13	68321993	10	9	90
13	68586237	23	14	60.8
13	70951455	19	14	73.6
13	72833732	32	31	96.8
13	73143900	23	12	52.1
13	73401450	13	0	0
13	73437008	24	2	8.3
13	73877479	30	23	76.6
13	73877527	16	15	93.7
13	75280824	14	7	50
13	75367974	27	0	0
13	75410583	31	16	51.6
13	75456520	42	4	9.5
13	75813938	14	12	85.7
13	76099066	12	12	100
13	76955734	17	9	52.9
13	77696502	58	57	98.2
13	78272764	18	3	16.6
13	78405747	20	14	70
13	78840767	33	18	54.5
13	79153798	31	27	87
13	79329305	23	22	95.6
13	79383293	13	13	100
13	79703821	23	23	100
13	79902151	15	11	73.3
13	80093996	19	17	89.4
13	80150692	26	7	26.9
13	80223158	16	11	68.7
13	80232026	15	14	93.3
13	80555958	31	1	3.2
13	81025689	21	14	66.6
13	81119796	10	7	70
13	81481655	21	14	66.6
13	81559392	29	29	100
13	81609394	40	26	65
13	81874307	17	0	0
13	81987946	27	26	96.2
13	82269925	13	13	100
14	158691	40	21	52.5
14	399275	18	15	83.3
14	405104	57	14	24.5
14	512893	10	1	10
14	954295	64	60	93.7
14	1412760	38	0	0
14	1486367	39	7	17.9
14	1568031	29	28	96.5
14	1633356	41	35	85.3
14	1739566	16	16	100
14	1756177	21	0	0
14	1766594	23	0	0
14	1787527	20	2	10
14	1794370	36	34	94.4
14	1840128	23	5	21.7
14	1958816	16	7	43.7
14	2217038	13	11	84.6
14	2248718	28	19	67.8
14	2266761	21	18	85.7
14	2288415	29	1	3.4
14	2296858	12	8	66.6
14	2307236	32	31	96.8
14	2335066	38	2	5.2
14	2382849	15	12	80
14	2456937	19	9	47.3
14	2483194	33	32	96.9
14	2517408	13	0	0
14	2527213	26	26	100
14	2552567	13	7	53.8
14	2792249	20	20	100
14	2828578	23	13	56.5
14	2960518	10	6	60
14	3131241	25	20	80
14	3132430	18	18	100
14	3403725	12	0	0
14	3449054	22	2	9
14	3627027	34	20	58.8
14	3725719	10	6	60
14	3736879	23	19	82.6
14	3739811	13	12	92.3
14	3807800	12	10	83.3
14	3975205	37	3	8.1
14	4419004	14	10	71.4
14	4441438	11	10	90.9
14	4574592	19	14	73.6
14	4588816	13	10	76.9
14	4592400	31	15	48.3
14	4595106	11	11	100
14	4670930	27	21	77.7
14	4852189	27	18	66.6
14	4917217	143	114	79.7
14	4921302	16	9	56.2
14	7487887	10	8	80
14	7608963	38	6	15.7
14	9084902	26	21	80.7
14	9417028	50	50	100
14	11037135	43	2	4.6
14	11411778	12	4	33.3
14	11884107	13	13	100
14	13636360	23	13	56.5
14	14129599	13	13	100
14	14129911	14	14	100
14	15464793	15	0	0
14	16275368	32	8	25
14	17254409	26	0	0
14	17919420	39	1	2.5
14	18005978	16	16	100
14	18006068	18	16	88.8
14	18208484	23	0	0
14	21165042	17	0	0
14	21371576	32	27	84.3
14	21477572	13	11	84.6
14	22717442	25	0	0
14	23090248	19	5	26.3
14	23188009	18	0	0
14	23571893	48	2	4.1
14	24292644	15	12	80
14	25052541	15	0	0
14	25222011	20	0	0
14	26514219	30	0	0
14	26941362	14	2	14.2
14	27719860	22	0	0
14	28220916	35	1	2.8
14	30105783	19	6	31.5
14	30814480	29	3	10.3
14	31908778	16	0	0
14	31996928	14	10	71.4
14	36470500	20	0	0
14	37268539	15	0	0
14	37549023	26	4	15.3
14	39167089	36	0	0
14	39348528	46	0	0
14	39708467	10	6	60
14	39757456	24	1	4.1
14	40830852	31	0	0
14	49559075	32	0	0
14	57025792	23	0	0
14	63152575	56	1	1.7
14	63256752	36	1	2.7
14	63823525	31	13	41.9
14	66241875	27	1	3.7
14	67543325	21	6	28.5
14	68127980	20	14	70
14	68143474	18	5	27.7
14	68158461	47	36	76.5
14	68454102	29	0	0
14	69892460	50	5	10
14	70410869	13	2	15.3
14	70410957	65	6	9.2
14	70416214	11	0	0
14	72511131	26	22	84.6
14	78560015	19	0	0
14	78964238	31	3	9.6
14	80720107	18	14	77.7
14	83823954	28	16	57.1
14	84009155	33	22	66.6
14	84063149	24	17	70.8
15	1802613	43	0	0
15	1802906	14	0	0
15	4986718	11	8	72.7
15	13457384	21	1	4.7
15	14757792	20	0	0
15	16142450	22	0	0
15	18108531	33	0	0
15	20526246	28	28	100
15	21119529	39	5	12.8
15	21470648	19	18	94.7
15	22010788	30	23	76.6
15	22906035	14	13	92.8
15	23022943	10	8	80
15	23107150	29	16	55.1
15	24014224	20	9	45
15	24238387	45	39	86.6
15	24308157	38	10	26.3
15	26656575	20	7	35
15	27791047	15	11	73.3
15	28398399	29	28	96.5
15	28965836	17	15	88.2
15	30037702	20	8	40
15	30128156	28	0	0
15	30128193	29	0	0
15	30203758	43	0	0
15	30203873	36	0	0
15	30449867	17	0	0
15	34306195	16	14	87.5
15	34744900	10	9	90
15	36185249	34	33	97
15	36206198	22	20	90.9
15	37417328	35	21	60
15	40201128	23	22	95.6
15	42764989	24	22	91.6
15	42800868	36	22	61.1
15	43586026	34	0	0
15	43825048	40	0	0
15	43986780	21	17	80.9
15	44215964	34	0	0
15	44807894	14	13	92.8
15	44811041	16	8	50
15	48687936	23	15	65.2
15	49825361	40	14	35
15	52428791	15	11	73.3
15	52612045	14	14	100
15	52934132	20	0	0
15	52969740	22	11	50
15	53658250	45	34	75.5
15	53906971	14	0	0
15	55386665	21	7	33.3
15	56962174	25	0	0
15	56972371	31	22	70.9
15	59201567	36	0	0
15	62074123	15	11	73.3
15	63386399	37	20	54
15	63584739	18	18	100
15	67577073	25	12	48
15	72847949	14	12	85.7
15	74301690	26	0	0
15	75167433	37	32	86.4
15	75187028	40	0	0
15	75474056	14	8	57.1
15	75648960	21	21	100
15	75875973	13	11	84.6
15	75883319	29	0	0
15	75915555	58	40	68.9
15	76146640	12	7	58.3
15	76810063	17	14	82.3
15	76814218	24	21	87.5
15	76820589	11	11	100
15	78256775	14	13	92.8
15	78377439	27	27	100
15	78377591	20	18	90
15	78397645	34	14	41.1
15	78442022	19	0	0
15	80011101	19	0	0
15	81902630	45	0	0
15	82007292	11	9	81.8
15	82273900	77	69	89.6
15	82595612	78	61	78.2
15	82860709	64	47	73.4
15	83249019	24	1	4.1
15	83332625	11	11	100
15	83563241	19	13	68.4
15	84115084	24	24	100
15	84149528	13	8	61.5
15	84311816	12	7	58.3
15	84780862	39	29	74.3
15	84783723	17	17	100
15	84785301	17	16	94.1
15	84916089	24	19	79.1
15	84978057	12	10	83.3
15	85086502	34	22	64.7
15	85127746	10	6	60
15	85160751	16	15	93.7
16	110923	12	5	41.6
16	113194	27	21	77.7
16	127165	30	11	36.6
16	562010	21	20	95.2
16	1764483	35	26	74.2
16	1971133	48	0	0
16	2029308	22	21	95.4
16	2632829	26	23	88.4
16	2654963	16	1	6.2
16	2815423	33	0	0
16	2906452	29	2	6.8
16	2930976	22	16	72.7
16	2936925	42	0	0
16	3015857	14	0	0
16	3979633	22	22	100
16	4089028	31	26	83.8
16	4361657	15	10	66.6
16	4370560	24	22	91.6
16	4543497	22	21	95.4
16	4603041	12	0	0
16	7445485	48	2	4.1
16	24130966	17	9	52.9
16	24138046	19	2	10.5
16	24600136	29	4	13.7
16	24876963	40	1	2.5
16	25059722	22	0	0
16	28594834	31	14	45.1
16	29381138	36	23	63.8
16	29626157	14	13	92.8
16	29884288	32	1	3.1
16	29949719	34	0	0
16	29986787	34	0	0
16	30077870	15	0	0
16	30490614	20	19	95
16	30684249	18	13	72.2
16	30700198	20	9	45
16	31157373	21	21	100
16	32381141	15	15	100
16	34656538	12	0	0
16	35208052	12	1	8.3
16	37935994	32	0	0
16	38321727	17	17	100
16	41820702	22	16	72.7
16	42539179	22	16	72.7
16	42868505	34	1	2.9
16	42911227	11	3	27.2
16	43449276	31	27	87
16	43841064	14	9	64.2
16	43868148	16	16	100
16	45065756	31	0	0
16	45131378	11	0	0
16	46201382	13	0	0
16	46512594	11	6	54.5
16	46522386	24	1	4.1
16	47054140	15	13	86.6
16	47229458	11	11	100
16	47649685	22	22	100
16	47760931	13	0	0
16	47767596	46	1	2.1
16	47782489	12	2	16.6
16	47827530	18	0	0
16	48126644	22	18	81.8
16	49276444	13	6	46.1
16	49328263	15	2	13.3
16	49454042	45	37	82.2
16	49511747	36	0	0
16	49612429	51	50	98
16	50546703	12	12	100
16	50610116	32	24	75
16	50672469	13	0	0
16	50678389	25	7	28
16	50867743	23	17	73.9
16	51027794	21	3	14.2
16	51099206	20	20	100
16	51168137	14	10	71.4
16	51556623	18	0	0
16	51607896	12	1	8.3
16	51756835	35	0	0
16	51828896	26	0	0
16	51948969	41	5	12.1
16	52057150	12	10	83.3
16	52189265	12	0	0
16	52219853	38	0	0
16	52261623	23	4	17.3
16	52398568	17	0	0
16	52588439	18	13	72.2
16	52672420	11	9	81.8
16	52878331	24	24	100
16	53199505	36	7	19.4
16	53278831	44	41	93.1
16	53698261	19	18	94.7
16	54013710	36	26	72.2
16	55475369	21	20	95.2
16	55495641	24	20	83.3
16	57812811	24	22	91.6
16	61810788	17	0	0
16	61992892	38	1	2.6
16	62068138	44	0	0
16	62252594	36	13	36.1
16	62844238	23	19	82.6
16	63171135	22	15	68.1
16	63185001	140	18	12.8
16	63535262	15	11	73.3
16	63562180	24	23	95.8
16	63690045	37	0	0
16	64953269	24	18	75
16	65171686	16	11	68.7
16	65636399	24	15	62.5
16	66570919	37	0	0
16	67279287	24	0	0
16	70823618	10	10	100
16	70905632	35	33	94.2
16	70947413	40	0	0
16	70959920	10	9	90
16	70997959	25	15	60
16	71067765	19	18	94.7
16	71104223	14	13	92.8
16	71143460	10	8	80
16	71994320	32	24	75
16	72949754	20	16	80
16	73716102	44	34	77.2
16	74006361	23	0	0
16	74946360	14	0	0
16	75342235	30	30	100
16	75596139	25	21	84
16	75610547	10	10	100
16	77136697	17	17	100
16	77201789	21	16	76.1
16	77235562	16	16	100
16	77462578	16	16	100
16	78750941	10	8	80
16	79003392	30	0	0
16	79311513	21	2	9.5
16	79808933	21	19	90.4
16	80237088	34	21	61.7
16	80624205	37	27	72.9
16	81318728	28	24	85.7
16	81411639	26	22	84.6
16	81509121	17	10	58.8
16	81613811	20	19	95
16	81702431	33	18	54.5
17	3514898	10	8	80
